geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-3.6360431 40.4656687),,,stop_position,,,,,,,,,,,,,,-3.6360431,40.4656687
POINT (-3.6352889 40.462221),,,stop_position,,,,,,,,,,,,,,-3.6352889,40.462221
POINT (-3.6534874 40.4670657),,,stop_position,,,,,,,,,,,,,,-3.6534874,40.4670657
POINT (-3.6387346 40.4692391),,,stop_position,,,,,,,,,,,,,,-3.6387346,40.4692391
POINT (-3.6387155 40.4696027),Mar de Cristal,,stop_position,,,,,,,,,,,,,,-3.6387155,40.4696027
POINT (-3.7006942 40.4287276),Bilbao,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.7006942,40.4287276
POINT (-3.7054229 40.4303075),San Bernardo,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.7054229,40.4303075
POINT (-3.7163329 40.4306024),Argüelles,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.7163329,40.4306024
POINT (-3.7335083 40.4343948),,,stop_position,,,,,,,,,,,,,,-3.7335083,40.4343948
POINT (-3.6377478 40.437947),Ciudad Lineal,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.6377478,40.437947
POINT (-3.6634653 40.4312045),Plaza de Toros,,,subway_entrance,,,,,,,,,no,,,,-3.6634653,40.4312045
POINT (-3.608597 40.4491308),Canillejas,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.608597,40.4491308
POINT (-3.7073723 40.4245967),Noviciado,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.7073723,40.4245967
POINT (-3.7081322 40.4210356),Santo Domingo,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.7081322,40.4210356
POINT (-3.7253867 40.3925542),Urgel,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.7253867,40.3925542
POINT (-3.7197273 40.4218982),Príncipe Pío Vía 1,,stop_position,stop,,,,,,,,,limited,,,,-3.7197273,40.4218982
POINT (-3.7187318 40.4203751),,,stop_position,,,,,,,,,,,,,,-3.7187318,40.4203751
POINT (-3.7143698 40.4267119),Princesa 25,parking,,,,,,,,,,,,,,,-3.7143698,40.4267119
POINT (-3.7804142 40.3791201),,,stop_position,,,,,,,,,,,,,,-3.7804142,40.3791201
POINT (-3.7131055 40.4389375),Cea Bermúdez impares-Guzman el Bueno,,,subway_entrance,,,,,,,,,,,,,-3.7131055,40.4389375
POINT (-3.7130909 40.4391583),Cea Bermúdez pares-Guzman el Bueno,,,subway_entrance,,,,,,,,,,,,,-3.7130909,40.4391583
POINT (-3.7143479 40.4389801),,,,subway_entrance,elevator,,,,,,,,,,,,-3.7143479,40.4389801
POINT (-3.7034268 40.4771092),Barrio del Pilar,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.7034268,40.4771092
POINT (-3.7079102 40.4846603),Herrera Oria,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.7079102,40.4846603
POINT (-3.6961919 40.4698795),Ventilla,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.6961919,40.4698795
POINT (-3.6896943 40.4664767),Plaza de Castilla,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.6896943,40.4664767
POINT (-3.7005899 40.4800286),,,stop_position,,,,,,,,,,,,,,-3.7005899,40.4800286
POINT (-3.7004987 40.4799204),,,stop_position,,,,,,,,,,,,,,-3.7004987,40.4799204
POINT (-3.6889896 40.4815409),,,stop_position,,,,,,,,,,,,,,-3.6889896,40.4815409
POINT (-3.6892475 40.4812629),,,stop_position,,,,,,,,,,,,,,-3.6892475,40.4812629
POINT (-3.6971418 40.4813538),,,stop_position,,,,,,,,,,,,,,-3.6971418,40.4813538
POINT (-3.6945555 40.484935),,,stop_position,,,,,,,,,,,,,,-3.6945555,40.484935
POINT (-3.6857329 40.4797604),,,stop_position,,,,,,,,,,,,,,-3.6857329,40.4797604
POINT (-3.7032386 40.4869332),,,stop_position,,,,,,,,,,,,,,-3.7032386,40.4869332
POINT (-3.7149607 40.4392295),Cea Bermúdez pares-Gaztambide,,,subway_entrance,,,,,,,,,,,,,-3.7149607,40.4392295
POINT (-3.7150502 40.4389916),Cea Bermúdez impares-Gaztambide,,,subway_entrance,,,,,,,,,,,,,-3.7150502,40.4389916
POINT (-3.7080118 40.4863178),,,stop_position,,,,,,,,,,,,,,-3.7080118,40.4863178
POINT (-3.7153889 40.4759022),,,stop_position,,,,,,,,,,,,,,-3.7153889,40.4759022
POINT (-3.7104599 40.4725281),,,stop_position,,,,,,,,,,,,,,-3.7104599,40.4725281
POINT (-3.7047262 40.4699789),,,stop_position,,traffic_signals,,,,,,,,,,,,-3.7047262,40.4699789
POINT (-3.6923245 40.3657883),,,stop_position,,,,,,,,,,,,,,-3.6923245,40.3657883
POINT (-3.6934053 40.3607331),,,stop_position,,,,,,,,,,,,,,-3.6934053,40.3607331
POINT (-3.7042517 40.4124283),Tirso de Molina,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.7042517,40.4124283
POINT (-3.6990832 40.412312),Antón Martín,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.6990832,40.412312
POINT (-3.7035492 40.4144691),Parking Benavente,parking,,,,,,,EMT Madrid,,,24/7,,,,,-3.7035492,40.4144691
POINT (-3.689986 40.3864721),,,stop_position,,,,,,,,,,,,,,-3.689986,40.3864721
POINT (-3.6899849 40.3866597),,,stop_position,,,,,,,,,,,,,,-3.6899849,40.3866597
POINT (-3.7037492 40.4471898),,,stop_position,,,,,,,,,,,,,,-3.7037492,40.4471898
POINT (-3.6958168 40.3765689),,,stop_position,,,,,,,,,,,,,,-3.6958168,40.3765689
POINT (-3.7037839 40.405227),,,stop_position,,,,,,,,,,,,,,-3.7037839,40.405227
POINT (-3.7038058 40.4051411),,,stop_position,,,,,,,,,,,,,,-3.7038058,40.4051411
POINT (-3.6885487 40.4203437),,,stop_position,,,,,,,,,,,,,,-3.6885487,40.4203437
POINT (-3.6933635 40.4077563),,,stop_position,,,,,,,,,,,,,,-3.6933635,40.4077563
POINT (-3.6904621 40.4077166),,,stop_position,,,,,,,,,,,,,,-3.6904621,40.4077166
POINT (-3.6913929 40.408809),Estación del Arte,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.6913929,40.408809
POINT (-3.688582 40.406975),Atocha,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.688582,40.406975
POINT (-3.7081711 40.4064435),,parking,,,,,,,,,,,,,,,-3.7081711,40.4064435
POINT (-3.7138107 40.4004192),,,stop_position,,,,,,,,,,,,,,-3.7138107,40.4004192
POINT (-3.7131509 40.4005692),,,stop_position,,,,,,,,,,,,,,-3.7131509,40.4005692
POINT (-3.7193305 40.4347116),Moncloa,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.7193305,40.4347116
POINT (-3.7258666 40.4395769),,,stop_position,,,,,,,,,,,,,,-3.7258666,40.4395769
POINT (-3.7369381 40.4492621),Facultad de Veterinaria,,stop_position,,,,,,,,,,,,,,-3.7369381,40.4492621
POINT (-3.6930347 40.494746),Fuencarral,,stop_position,stop,,,,,Metro de Madrid,,,,,,,,-3.6930347,40.494746
