geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (2.1923018 41.3791659),Pg Marítim - Pepe Rubianes,,platform,,bus_stop,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1923018,41.3791659
POINT (2.1919879 41.4013551),Badajoz - Sancho de Ávila,,platform,,platform,,,,,,,,,,,,2.1919879,41.4013551
POINT (2.1955987 41.3883866),Marina-Pl. dels Voluntaris,,platform,,bus_stop,,,,,,,,,,,,2.1955987,41.3883866
POINT (2.1988332 41.396116),Badajoz - Doctor Trueta,,platform,,platform,,,,,,,,,,,,2.1988332,41.396116
POINT (2.1954495 41.3986969),Badajoz - Pujades,,platform,,bus_stop,,,,,,,,,,,,2.1954495,41.3986969
POINT (2.187143 41.4181804),Meridiana - Josep Estivill,,platform,,bus_stop,,,,Transports Metropolitans de Barcelona,,,,,,,,2.187143,41.4181804
POINT (2.193852 41.3883742),Icària - Parc Carles I,,platform,,bus_stop,,,,Transports Metropolitans de Barcelona,,,,,,,,2.193852,41.3883742
POINT (2.1640027 41.4095975),Pi i Margall - Pau Alsina,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1640027,41.4095975
POINT (2.1607161 41.4132018),Av Mare de Déu de Montserrat - Sanllehy,,platform,,bus_stop,,,,,,,,,,,,2.1607161,41.4132018
POINT (2.1463067 41.415506),Mare de Déu del Coll - Pl Flandes,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1463067,41.415506
POINT (2.1475664 41.4177536),Pg Mare de Déu del Coll - Baixada Solanell,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1475664,41.4177536
POINT (2.1510906 41.4014006),Riera de Cassoles - Via Augusta,,platform,,bus_stop,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1510906,41.4014006
POINT (2.1582984 41.397226),Gràcia I - Pg. de Gràcia/Diagonal (Jardinets),parking,,,,,,,saba,,,,,,,,2.1582984,41.397226
POINT (2.1773128 41.3838079),Buenas Migas,cafe,,,,,wlan,Buenas Migas,,coffee_shop,,Mo-Fr 08:00-22:00; Sa-Su 09:00-22:00,,Baixada de Santa Clara,2,08002,2.1773128,41.3838079
POINT (2.1526935 41.398893),Gal·la Placídia,,platform,,bus_stop,,,,Transports Metropolitans de Barcelona,,,,yes,,,,2.1526935,41.398893
POINT (2.1537126 41.3986933),Trav de Gràcia - Pl Gal·la Placídia,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,yes,,,,2.1537126,41.3986933
POINT (2.17025 41.3912296),Hotel Indigo,,,,,,wlan,,,,,,,Gran Via de les Corts Catalanes,629,,2.17025,41.3912296
POINT (2.1873629 41.380025),Pg. Joan de Borbó,,stop_position,,,,,,,,,,,,,,2.1873629,41.380025
POINT (2.2162685 41.4104893),Diagonal - Pl Llevant,,platform,,bus_stop,,,,Transports Metropolitans de Barcelona,,,,,,,,2.2162685,41.4104893
POINT (2.11433 41.4017887),Camí de Can Caralleu - Ronda de Dalt,,platform,,platform,,,,,,,,,,,,2.11433,41.4017887
POINT (2.1776952 41.3803973),Vegetalia,restaurant,,,,,wlan,,,burger;pizza;tapas,,,,Carrer dels Escudellers,54,08002,2.1776952,41.3803973
POINT (2.1606703 41.4045705),Veg World India,restaurant,,,,,wlan,,,indian,,"Mo off; Tu-Su 13:00-16:00,20:00-23:00",yes,Carrer de Bruniquer,,08012,2.1606703,41.4045705
POINT (2.1806803 41.3822737),Hotel Colonial,,,,,4,yes,,Gargallo,,,,yes,Via Laietana,3,08003,2.1806803,41.3822737
POINT (2.1441553 41.3702217),BCN Montjuïc,,,,,3,wlan,,,,,,,,,,2.1441553,41.3702217
POINT (2.1365656 41.3875004),NH Les Corts,,,,,3,,,NH Hoteles,,,,,Travessera de les Corts,292,08029,2.1365656,41.3875004
POINT (2.1688347 41.4354832),,parking,,,,,,,,,,,,,,,2.1688347,41.4354832
POINT (2.1549438 41.4236101),Llobregós,,,subway_entrance,,,,,,,,,yes,,,,2.1549438,41.4236101
POINT (2.1561543 41.4254051),Pl. Pastrana,,,subway_entrance,,,,,,,,,no,,,,2.1561543,41.4254051
POINT (2.1554755 41.4215684),Calderón de la Barca - Agudells,,stop_position,,bus_stop,,,,,,,,,,,,2.1554755,41.4215684
POINT (2.1266784 41.387756),Gran Via Carles III,,,subway_entrance,,,,,,,,,yes,,,,2.1266784,41.387756
POINT (2.1264067 41.3882418),Capità Arenas,,,subway_entrance,,,,,,,,,yes,,,,2.1264067,41.3882418
POINT (2.1419984 41.3810929),Av. Josep Tarradellas,,,subway_entrance,,,,,,,,,yes,,,,2.1419984,41.3810929
POINT (2.1399548 41.3820554),Enric Bargés,,,subway_entrance,,,,,,,,,no,,,,2.1399548,41.3820554
POINT (2.1306678 41.3839303),Travessera de les Corts,,,subway_entrance,,,,,,,,,no,,,,2.1306678,41.3839303
POINT (2.1558337 41.4048777),Kibuka,restaurant,,,,,no,,Kabuki Verdi S.L.,japanese,,,no,carrer de Verdi,64,08012,2.1558337,41.4048777
POINT (2.1551738 41.3918546),Brunch & Cake,cafe,,,,,wlan,,,brunch,,,,Carrer del Rosselló,189,08036,2.1551738,41.3918546
POINT (2.1617065 41.420736),Gran Vista - IES Ferran Tallada,,stop_position,,bus_stop,,,,,,,,,,,,2.1617065,41.420736
POINT (2.1669462 41.4006727),,parking,,,,,,,,,,,,,,,2.1669462,41.4006727
POINT (2.1788897 41.4442674),Via Júlia / Joaquim Valls,,,subway_entrance,,,,,,,,,yes,,,,2.1788897,41.4442674
POINT (2.1785414 41.4434634),Via Júlia / Argullós,,,subway_entrance,,,,,,,,,no,,,,2.1785414,41.4434634
POINT (2.1386796 41.4116287),Santa Gloria,,,,,,wlan,,,,,"Mo-Sa 07:00-21:00; Su,PH 08:00-21:00",yes,,,,2.1386796,41.4116287
POINT (2.1397386 41.410395),Hotel Bertran,,,,,3,,,,,,,,,,,2.1397386,41.410395
POINT (2.1511841 41.3717774),Rius i Taulet,parking,,,,,,,,,,,yes,,,,2.1511841,41.3717774
POINT (2.1549363 41.4210366),Segimon - L'Alguer,,stop_position,,bus_stop,,,,,,,,,,,,2.1549363,41.4210366
POINT (2.1701871 41.4082195),Bar Ricci,cafe,,,,,wlan,,,,,,,,,,2.1701871,41.4082195
POINT (2.1817019 41.4403298),Bar Bodega Molina,restaurant,,,,,wlan,,,spanish,,,,Carrer de Baltasar Gracián,10,,2.1817019,41.4403298
POINT (2.1373289 41.4100648),Buenas Migas,cafe,,,,,wlan,Buenas Migas,,coffee_shop,,Mo-Fr 08:00-23:00; Sa-Su 09:00-23:00,,Carrer de Balmes,470,08022,2.1373289,41.4100648
POINT (2.137533 41.4103313),Pg. Sant Gervasi - Pl. John F. Kennedy,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.137533,41.4103313
POINT (2.1690983 41.4317323),Cadí - Pg de la Peira,,stop_position,,bus_stop,,,,,,,,,,,,2.1690983,41.4317323
POINT (2.1664071 41.4350959),Espinagua - Darnius,,stop_position,,bus_stop,,,,,,,,,,,,2.1664071,41.4350959
POINT (2.1953937 41.4317722),Josep Soldevila - Onze de Setembre,,stop_position,,bus_stop,,,,,,,,,,,,2.1953937,41.4317722
POINT (2.1936166 41.4341213),Josep Soldevila - Torrent Estadella,,stop_position,,bus_stop,,,,,,,,,,,,2.1936166,41.4341213
POINT (2.1657869 41.3909471),Safestay Passeig de Gracia Barcelona,,,,,,wlan,,Safestay,,,,no,Passeig de Gràcia,33,08008,2.1657869,41.3909471
POINT (2.1577887 41.3829179),La Verema,restaurant,,,,,wlan,,Tomàs Trabal,regional,,,,Carrer del Comte d'Urgell,88,08011,2.1577887,41.3829179
POINT (2.111591 41.3922324),Av d'Esplugues - Av Pearson,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.111591,41.3922324
POINT (2.1120061 41.3932575),Av d'Esplugues - Av Pearson,,platform,,,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1120061,41.3932575
POINT (2.190017 41.379349),L'Electricitat,bar,,,,,no,,,,,,,Carrer de Sant Carles,15,08003,2.190017,41.379349
POINT (2.19093 41.379481),Leo,bar,,,,,no,,,,,,,Carrer de Sant Carles,34,08003,2.19093,41.379481
POINT (2.1760953 41.428182),Costa i Cuxart-Felip II,,stop_position,,,,,,,,,,,,,,2.1760953,41.428182
POINT (2.1201902 41.397177),Av J V Foix - Mendel,,platform,,platform,,,,,,,,,,,,2.1201902,41.397177
POINT (2.1173771 41.3990759),Av J V Foix - Monestir,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1173771,41.3990759
POINT (2.116727 41.3995733),Av J V Foix - Monestir,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.116727,41.3995733
POINT (2.1191674 41.3981324),Av J V Foix - Pg Reina Elisenda,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1191674,41.3981324
POINT (2.109103 41.402014),CEIP Costa i Llobera,,platform,,platform,,,,,,,,,,,,2.109103,41.402014
POINT (2.1067875 41.4024585),Camí de Lliçà,,platform,,platform,,,,,,,,,,,,2.1067875,41.4024585
POINT (2.1117577 41.4018885),Can Caralleu,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1117577,41.4018885
POINT (2.1074062 41.4022916),Capella de Can Caralleu - Saüc,,platform,,platform,,,,,,,,,,,,2.1074062,41.4022916
POINT (2.1205048 41.3994007),Clos de St Francesc - Pg Reina Elisenda de Montcada,,platform,,platform,,,,,,,,,,,,2.1205048,41.3994007
POINT (2.1121605 41.4008797),Esports - Ronda de Dalt,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1121605,41.4008797
POINT (2.1220033 41.3972661),Fontcoberta - Pedró de la Creu,,platform,,platform,,,,,,,,,,,,2.1220033,41.3972661
POINT (2.1102536 41.4021954),Major de Can Caralleu - Ptge Blada,,platform,,platform,,,,,,,,,,,,2.1102536,41.4021954
POINT (2.1191024 41.4023703),Major de Sarrià - Nou de Santa Eulàlia,,platform,,platform,,,,,,,,,,,,2.1191024,41.4023703
POINT (2.1149926 41.4039048),Pg de Santa Eulàlia - Can Caralleu,,platform,,platform,,,,,,,,,,,,2.1149926,41.4039048
POINT (2.1085552 41.403847),Pins de Can Caralleu,,platform,,platform,,,,,,,,,,,,2.1085552,41.403847
POINT (2.1085039 41.4031638),Pins de Can Caralleu - Lliçà,,platform,,platform,,,,,,,,,,,,2.1085039,41.4031638
POINT (2.1098065 41.403403),Pl de Mossèn Miquel Vall i Mundó,,platform,,platform,,,,,,,,,,,,2.1098065,41.403403
POINT (2.1181405 41.3998863),Ramon Miquel Planas - Duquessa d'Orleans,,platform,,platform,,,,,,,,,,,,2.1181405,41.3998863
POINT (2.1201898 41.400916),Ramon Miquel Planas - Major de Sarrià,,platform,,platform,,,,,,,,,,,,2.1201898,41.400916
POINT (2.1139338 41.4009334),Ronda de Dalt - Av. J. V. Foix,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1139338,41.4009334
POINT (2.1142487 41.4014739),Ronda de Dalt - Av J V Foix,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1142487,41.4014739
POINT (2.1120315 41.4018014),Torrent de Can Caralleu - Major de Can Caralleu,,platform,,platform,,,,,,,,,,,,2.1120315,41.4018014
POINT (2.1074589 41.4022777),Capella de Can Caralleu - Saüc,,stop_position,,bus_stop,,,,,,,,,,,,2.1074589,41.4022777
POINT (2.1199832 41.3955251),Av. J. V. Foix - Pedró de la Creu,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1199832,41.3955251
POINT (2.1210556 41.3933747),Eduardo Conde - Santa Amèlia,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1210556,41.3933747
POINT (2.1263198 41.3936613),Benet Mateu - Manuel de Falla,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1263198,41.3936613
POINT (2.1241673 41.3960347),Bonaplata,,platform,,platform,,,,,,,,,,,,2.1241673,41.3960347
POINT (2.1219798 41.397625),Pedró de la Creu - Gresolet,,platform,,platform,,,,,,,,,,,,2.1219798,41.397625
POINT (2.1256417 41.3954662),Pl Artós,,platform,,platform,,,,,,,,,,,,2.1256417,41.3954662
POINT (2.1216998 41.3928197),Sta Amèlia - Eduard Conde,,platform,,platform,,,,,,,,,,,,2.1216998,41.3928197
POINT (2.1235408 41.3937792),Santa Amèlia - Or,,platform,,platform,,,,,,,,,,,,2.1235408,41.3937792
POINT (2.1218466 41.3930482),Santa Amèlia,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,,,,,2.1218466,41.3930482
POINT (2.2084204 41.4078227),Selva de Mar,,,subway_entrance,,,,,,,,,yes,,,,2.2084204,41.4078227
POINT (2.1895505 41.4031756),Badajoz - Diagonal,,platform,,platform,,,,Transports Metropolitans de Barcelona,,,,yes,,,,2.1895505,41.4031756
POINT (2.1625978 41.3991439),Generator Barcelona,,,,,1,yes,,,,,,yes,Carrer de Còrsega,"373,375,377",08037,2.1625978,41.3991439
