geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-0.885686 41.633073),Vía Pignatelli 7,,platform,,bus_stop,,,,,,,,yes,,,,-0.885686,41.633073
POINT (-0.8865192 41.6309496),,,stop_position,,,,,,,,,,,,,,-0.8865192,41.6309496
POINT (-0.8859007 41.6315768),Plaza de las Canteras,,platform,,bus_stop,,,,,,,,yes,,,,-0.8859007,41.6315768
POINT (-0.8854646 41.6311099),Avenida América 27,,platform,,bus_stop,,,,,,,,limited,,,,-0.8854646,41.6311099
POINT (-0.8847057 41.6345516),Paseo Cuéllar / San Fernando,,platform,,bus_stop,,,,,,,,yes,,,,-0.8847057,41.6345516
POINT (-0.8845083 41.6360813),Paseo Cuéllar 47,,platform,,bus_stop,,,,,,,,yes,,,,-0.8845083,41.6360813
POINT (-0.8915247 41.6437814),Avenida Francisco de Goya 47 / Estación Cercanías,,platform,,bus_stop,,,,,,,,yes,,,,-0.8915247,41.6437814
POINT (-0.8762636 41.637981),Avda. San José 133,,platform,,bus_stop,,,,,,,,,,,,-0.8762636,41.637981
POINT (-0.8762918 41.6497602),Plaza San Miguel 5,,platform,,bus_stop,,,,,,,,yes,,,,-0.8762918,41.6497602
POINT (-0.8729604 41.6434008),Avenida de San José 38,,platform,,bus_stop,,,,,,,,,,,,-0.8729604,41.6434008
POINT (-0.867826 41.6388161),,parking,,,,,,,,,,,,,,,-0.867826,41.6388161
POINT (-0.8689726 41.6403852),Camino Cabaldós,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8689726,41.6403852
POINT (-0.8794303 41.635603),Avda. San José 200,,platform,,bus_stop,,,,,,,,yes,,,,-0.8794303,41.635603
POINT (-0.8813016 41.6337166),Sancho Lezcano / Avda. San José,,stop_position,,bus_stop,,,,,,,,,,,,-0.8813016,41.6337166
POINT (-0.8784806 41.6346985),"García Lorca, 13",,platform,,bus_stop,,,,,,,,,,,,-0.8784806,41.6346985
POINT (-0.9196916 41.6583124),Vicente Blanco García / Centro Comercial,,platform,,bus_stop,,,,,,,,,,,,-0.9196916,41.6583124
POINT (-0.9188779 41.6562535),Ramón J. Sender 4,,platform,,bus_stop,,,,,,,,,,,,-0.9188779,41.6562535
POINT (-0.9192329 41.6519797),Vía Hispanidad / Fte Oliver,,platform,,bus_stop,,,,,,,,,,,,-0.9192329,41.6519797
POINT (-0.9193854 41.6552873),Manuel de Falla 4,,platform,,bus_stop,,,,,,,,,,,,-0.9193854,41.6552873
POINT (-0.921208 41.6517489),Alfredo Nobel 5,,platform,,bus_stop,,,,,,,,,,,,-0.921208,41.6517489
POINT (-0.8652655 41.6618082),Plaza Mozart / Parque de la Esperanza,,stop_position,,bus_stop,,,,,,,,,,,,-0.8652655,41.6618082
POINT (-0.8883476 41.6632092),Valle de Broto / CEOE,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8883476,41.6632092
POINT (-0.8860997 41.6437214),Paseo de Sagasta 32,,stop_position,,,,,,,,,,,,,,-0.8860997,41.6437214
POINT (-0.8866245 41.6406698),Paseo de Sagasta 62,,platform,,bus_stop,,,,,,,,yes,,,,-0.8866245,41.6406698
POINT (-0.8934998 41.6541943),Paseo María Agustín 59,,platform,,bus_stop,,,,,,,,,,,,-0.8934998,41.6541943
POINT (-0.8235468 41.6667698),"Av. del Real Zaragoza, 65",,stop_position,,bus_stop,,,,,,,,,,,,-0.8235468,41.6667698
POINT (-0.9139796 41.6595938),Estación Delicias / Acceso Llegadas,,platform,,bus_stop,,,,,,,,,,,,-0.9139796,41.6595938
POINT (-0.9085147 41.6580459),Estación Delicias / Acceso Salidas,,platform,,bus_stop,,,,,,,,,,,,-0.9085147,41.6580459
POINT (-0.8842092 41.6545972),César Augusto,parking,,,,,,,,,,,,,,,-0.8842092,41.6545972
POINT (-0.8861763 41.6285778),Avenida América 83,,platform,,bus_stop,,,,,,,,,,,,-0.8861763,41.6285778
POINT (-0.8868562 41.628084),Villa de Ansó,,stop_position,,,,,,,,,,,,,,-0.8868562,41.628084
POINT (-0.8874827 41.6281815),Villa de Ansó,,stop_position,,,,,,,,,,,,,,-0.8874827,41.6281815
POINT (-0.8865068 41.6274353),Avenida América 107,,platform,,bus_stop,,,,,,,,yes,,,,-0.8865068,41.6274353
POINT (-0.888175 41.6275796),Fray Julián Garcés 88,,stop_position,,,,,,,,,,,,,,-0.888175,41.6275796
POINT (-0.8761283 41.646004),Aparcamiento Hotel Boston,parking,,,,,,,,,,,,,,,-0.8761283,41.646004
POINT (-0.8766533 41.6454729),Hotel Boston,,,,,5,,,,,,,yes,Camino de las Torres,28,,-0.8766533,41.6454729
POINT (-0.9485595 41.6394191),Johann Sebastian Bach / Clinica Montecanal,,platform,,bus_stop,,,,,,,,yes,,,,-0.9485595,41.6394191
POINT (-0.9204841 41.6490961),AC Hotel Los Enlaces by Marriot,,,,,4,,,,,,,,Calle Pilar Miró,1,,-0.9204841,41.6490961
POINT (-0.8786398 41.6332894),Joaquín Sorolla 19 (Parque Memoria),,platform,,bus_stop,,,,,,,,yes,,,,-0.8786398,41.6332894
