geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,madrid_hdbscan_5_5
POINT (-3.6234827 40.3982428),Fisiorehabilitación Vicálvaro,,,,physiotherapist,,,Bulevar de José Prat,11,28032,,,,-3.6234827,40.3982428,-403366,4497132,fisiorehabilitación vicálvaro,283
POINT (-3.6216303 40.3978054),Frutos secos & Bazar,nuts,,,,,,Bulevar de José Prat,21,28032,,,,-3.6216303,40.3978054,-403160,4497084,frutos secos & bazar,283
POINT (-3.6213701 40.3977461),24 7,,cafe,,,,,Bulevar de José Prat,23,28032,,,,-3.6213701,40.3977461,-403131,4497077,24 7,283
POINT (-3.6212803 40.3977247),Oírtplus,,,,audiologist,,,Bulevar de José Prat,25,28032,,,,-3.6212803,40.3977247,-403121,4497075,oírtplus,283
POINT (-3.6198896 40.3974021),RedPiso,,,,,estate_agent,,Bulevar de José Prat,29,28032,,,,-3.6198896,40.3974021,-402966,4497039,redpiso,283
POINT (-3.6208511 40.3976237),Fotos en 1 hora,photo,,,,,,Bulevar de José Prat,27,28032,,,,-3.6208511,40.3976237,-403073,4497063,fotos en 1 hora,283
POINT (-3.6204219 40.3975226),Efecto Fruta,greengrocer,,,,,,Bulevar de José Prat,27,28032,,,,-3.6204219,40.3975226,-403025,4497052,efecto fruta,283
POINT (-3.6220339 40.3970211),Tien21,electronics,,,,,,Bulevar de José Prat,26,28032,,,,-3.6220339,40.3970211,-403205,4496996,tien21,283
POINT (-3.6202489 40.3974837),Allo Armonía,,,,,,fitness_centre,Bulevar de José Prat,29,28032,,,,-3.6202489,40.3974837,-403006,4497048,allo armonía,283
POINT (-3.6200719 40.397445),Ático Moda,clothes,,,,,,Bulevar de José Prat,29,28032,,,,-3.6200719,40.397445,-402986,4497044,ático moda,283
POINT (-3.6224211 40.3987),Ikaro,hairdresser,,,,,,Bulevar de Indalecio Prieto,32,28032,,,,-3.6224211,40.3987,-403248,4497183,ikaro,283
POINT (-3.6222571 40.3990837),Mercantona,convenience,,,,,,Bulevar de Indalecio Prieto,30,28032,,,,-3.6222571,40.3990837,-403230,4497226,mercantona,283
POINT (-3.6218548 40.3983529),Ou Star,variety_store,,,,,,Calle de los Pinillas,24,28032,,,,-3.6218548,40.3983529,-403185,4497145,ou star,283
POINT (-3.6230619 40.3981425),Ivory,hairdresser,,,,,,Bulevar de José Prat,13,28032,,,,-3.6230619,40.3981425,-403319,4497121,ivory,283
POINT (-3.6224858 40.398526),Centro Óptico Montero,optician,,,,,,Bulevar de Indalecio Prieto,32,28032,,,,-3.6224858,40.398526,-403255,4497164,centro óptico montero,283
POINT (-3.6220801 40.3995429),Asesoría GESBEN,,,,,lawyer,,Bulevar de Indalecio Prieto,30,28032,,,,-3.6220801,40.3995429,-403210,4497277,asesoría gesben,283
POINT (-3.6216326 40.3989211),Master,electronics,,,,,,Bulevar de Indalecio Prieto,33,28032,,,,-3.6216326,40.3989211,-403160,4497208,master,283
POINT (-3.6215924 40.3990396),Hnos. Díaz,hairdresser,,,,,,Bulevar de Indalecio Prieto,33,28032,,,,-3.6215924,40.3990396,-403156,4497221,hnos. díaz,283
POINT (-3.6215025 40.3992745),Nalive,convenience,,,,,,Bulevar de Indalecio Prieto,29,28032,,,,-3.6215025,40.3992745,-403146,4497247,nalive,283
POINT (-3.621524 40.3992203),Sorty,clothes,,,,,,Bulevar de Indalecio Prieto,29,28032,,,,-3.621524,40.3992203,-403148,4497241,sorty,283
POINT (-3.6196152 40.3991392),Gogar,doityourself,,,,,,Calle del Cordel de Pavones,34,28032,,,,-3.6196152,40.3991392,-402936,4497232,gogar,283
POINT (-3.6217645 40.4003488),La Olma,stationery,,,,,,Bulevar de Indalecio Prieto,24,28032,,,,-3.6217645,40.4003488,-403175,4497367,la olma,283
POINT (-3.6217215 40.4004386),Unex,clothes,,,,,,Bulevar de Indalecio Prieto,24,28032,,,,-3.6217215,40.4004386,-403170,4497377,unex,283
POINT (-3.62091 40.4024486),Namasté,herbalist,,,,,,Calle de los Juglares,14,28032,,,,-3.62091,40.4024486,-403080,4497601,namasté,283
POINT (-3.6216411 40.4006368),Frutas Ocaña,greengrocer,,,,,,Bulevar de Indalecio Prieto,24,28032,,,,-3.6216411,40.4006368,-403161,4497399,frutas ocaña,283
POINT (-3.6216008 40.4007246),Hnos. Díaz,hairdresser,,,,,,Bulevar de Indalecio Prieto,24,28032,,,,-3.6216008,40.4007246,-403157,4497409,hnos. díaz,283
POINT (-3.6209383 40.4006531),Acana,furniture,,,,,,Calle de la Raya,18,28032,,,,-3.6209383,40.4006531,-403083,4497401,acana,283
POINT (-3.6216835 40.4005442),Biciados,bicycle,,,,,,Bulevar de Indalecio Prieto,24,28032,,,,-3.6216835,40.4005442,-403166,4497389,biciados,283
POINT (-3.6214957 40.4010282),,video,,,,,,Calle de la Raya,13,28032,,,,-3.6214957,40.4010282,-403145,4497442,,283
POINT (-3.6214635 40.4011038),Lotería Adm. nº 489,lottery,,,,,,Calle de la Raya,13,28032,,,,-3.6214635,40.4011038,-403141,4497451,lotería adm. nº 489,283
POINT (-3.6213938 40.4012672),Viajes Ecuador,travel_agency,,,,,,Bulevar de Indalecio Prieto,22,28032,,,,-3.6213938,40.4012672,-403134,4497469,viajes ecuador,283
POINT (-3.6214314 40.4011855),Arco Iris,convenience,,,,,,Bulevar de Indalecio Prieto,22,28032,,,,-3.6214314,40.4011855,-403138,4497460,arco iris,283
POINT (-3.6213563 40.4013714),Mini Mark,convenience,,,,,,Bulevar de Indalecio Prieto,20,28032,,,,-3.6213563,40.4013714,-403129,4497481,mini mark,283
POINT (-3.6207676 40.4011118),Merk@baz,sports,,,,,,Bulevar de Indalecio Prieto,15-17,28032,,,,-3.6207676,40.4011118,-403064,4497452,merk@baz,283
POINT (-3.6227098 40.4021723),Centro Veterinario Valdebernardo,,veterinary,,,,,Plaza de Rosa Chacel,9,28032,,,,-3.6227098,40.4021723,-403280,4497570,centro veterinario valdebernardo,283
POINT (-3.6203461 40.4021805),El Bulevar,bakery,,,,,,,,,,,,-3.6203461,40.4021805,-403017,4497571,el bulevar,283
POINT (-3.6202408 40.4024353),Alimentación,convenience,,,,,,,,,,,,-3.6202408,40.4024353,-403005,4497599,alimentación,283
POINT (-3.6201429 40.402663),Caty,hairdresser,,,,,,,,,,,,-3.6201429,40.402663,-402994,4497624,caty,283
POINT (-3.6201858 40.4025691),FamilyHelp,,school,,,,,,,,,,,-3.6201858,40.4025691,-402999,4497614,familyhelp,283
POINT (-3.6207544 40.4028234),Ortiz,,pub,,,,,Calle de los Juglares,14,28032,,,,-3.6207544,40.4028234,-403062,4497642,ortiz,283
POINT (-3.6208054 40.4026957),Viajes El Corte Inglés,travel_agency,,,,travel_agent,,Calle de los Juglares,14,28032,,,,-3.6208054,40.4026957,-403068,4497628,viajes el corte inglés,283
POINT (-3.620855 40.4025742),Centro Médico Valdebernardo,,doctors,,doctor,,,Calle de los Juglares,14,28032,,,,-3.620855,40.4025742,-403074,4497615,centro médico valdebernardo,283
POINT (-3.6204463 40.4033902),Prensa,kiosk,,,,,,,,,,,,-3.6204463,40.4033902,-403028,4497705,prensa,283
POINT (-3.6206502 40.4031635),Alberto,greengrocer,,,,,,Calle del Tren de Arganda,8,28032,,,,-3.6206502,40.4031635,-403051,4497680,alberto,283
POINT (-3.6206126 40.4032656),Citroën,car,,,,,,Calle del Tren de Arganda,8,28032,Citroën,,,-3.6206126,40.4032656,-403047,4497692,citroën,283
POINT (-3.6205578 40.4033998),La malagueta chica,,fast_food,,,,,Bulevar de Indalecio Prieto,4,28032,,,chicken,-3.6205578,40.4033998,-403040,4497706,la malagueta chica,283
POINT (-3.7019191 40.4564052),Joyería Palazón,jewelry,,,,,,,,,,,,-3.7019191,40.4564052,-412098,4503607,joyería palazón,918
POINT (-3.6222026 40.3990238),,,post_box,,,,,,,,Correos,Correos,,-3.6222026,40.3990238,-403224,4497219,,283
POINT (-3.6179862 40.3977819),Oficina de Correos,,post_office,,,,,Bulevar de José Prat,35,28032,Oficina de Correos,Correos,,-3.6179862,40.3977819,-402754,4497081,oficina de correos,283
POINT (-3.7032201 40.4448402),La Lonja,,restaurant,,,,,Calle de Santa Engracia,163,28003,,,,-3.7032201,40.4448402,-412242,4502320,la lonja,844
POINT (-3.7033336 40.4451026),DesKubrick,,restaurant,,,,,,,,,,,-3.7033336,40.4451026,-412255,4502349,deskubrick,844
POINT (-3.7031433 40.4446755),La Gallega,,restaurant,,,,,Calle de Santa Engracia,159,28003,,,spanish,-3.7031433,40.4446755,-412234,4502301,la gallega,844
POINT (-3.7122397 40.4065093),,,post_box,,,,,,,,,,,-3.7122397,40.4065093,-413247,4498053,,973
POINT (-3.6553462 40.4864807),Éboli,,veterinary,,,,,,,,,,,-3.6553462,40.4864807,-406913,4506955,éboli,108
POINT (-3.621796 40.3984995),Beauty,clothes,,,,,,Calle de los Pinillas,24,28032,,,,-3.621796,40.3984995,-403178,4497161,beauty,283
POINT (-3.6217236 40.3986731),Martín Martín,convenience,,,,,,Calle de los Pinillas,24,28032,Martín Martín,,,-3.6217236,40.3986731,-403170,4497180,martín martín,283
POINT (-3.625809 40.3974802),Dia,supermarket,,,,,,Calle de la Ladera de los Almendros,40,28032,Dia,,,-3.625809,40.3974802,-403625,4497047,dia,283
POINT (-3.7043469 40.4165508),,,post_box,,,,,,,,Correos,Correos,,-3.7043469,40.4165508,-412368,4499170,,1175
POINT (-3.7026319 40.4776173),Pub El Tirol,,bar,,,,,,,,,,,-3.7026319,40.4776173,-412177,4505968,pub el tirol,465
POINT (-3.7029391 40.4773699),Taller V. Cano,car_repair,,,,,,,,,,,,-3.7029391,40.4773699,-412211,4505941,taller v. cano,465
POINT (-3.7028563 40.4775738),Taller Napra,car_repair,,,,,,,,,,,,-3.7028563,40.4775738,-412202,4505964,taller napra,465
POINT (-3.7030385 40.4771556),Seguros Pelayo,,,,,insurance,,,,,,,,-3.7030385,40.4771556,-412222,4505917,seguros pelayo,465
POINT (-3.7026272 40.4543871),,,atm,,,,,,,,,Bankia,,-3.7026272,40.4543871,-412176,4503382,,928
POINT (-3.7026387 40.4543521),,,atm,,,,,,,,,Bankia,,-3.7026387,40.4543521,-412178,4503378,,928
POINT (-3.7026685 40.4543062),Malik Cash & Carry,variety_store,,,,,,,,,,,,-3.7026685,40.4543062,-412181,4503373,malik cash & carry,928
POINT (-3.7045207 40.4356689),Electrodomésticos Cobo,electronics,,,,,,,,,,,,-3.7045207,40.4356689,-412387,4501299,electrodomésticos cobo,1150
POINT (-3.7044969 40.4359412),Cervecería Ferreras,,pub,,,,,,,,,,,-3.7044969,40.4359412,-412385,4501329,cervecería ferreras,1150
POINT (-3.7024695 40.4769919),BBVA,,bank,,,,,,,,BBVA,,,-3.7024695,40.4769919,-412159,4505899,bbva,465
POINT (-3.7050697 40.4789732),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-3.7050697,40.4789732,-412448,4506119,banco sabadell,473
POINT (-3.7031932 40.4775427),La Tahona,bakery,,,,,,,,,,,,-3.7031932,40.4775427,-412239,4505960,la tahona,465
POINT (-3.7023699 40.4775124),González,hairdresser,,,,,,,,,,,,-3.7023699,40.4775124,-412148,4505957,gonzález,465
POINT (-3.6217971 40.3977629),,,taxi,,,,,Bulevar de José Prat,,,,Ayuntamiento de Madrid,,-3.6217971,40.3977629,-403178,4497079,,283
POINT (-3.6563572 40.4860642),Belkis,hairdresser,,,,,,Calle de Arroyo del Charco del Pescador,4,28050,,,,-3.6563572,40.4860642,-407026,4506909,belkis,108
POINT (-3.6789115 40.4373278),,,post_box,,,,,,,,Correos,Correos,,-3.6789115,40.4373278,-409536,4501483,,784
POINT (-3.6871463 40.4204821),,,post_box,,,,,,,,Correos,Correos,,-3.6871463,40.4204821,-410453,4499608,,905
POINT (-3.6555089 40.4859125),,,pharmacy,,pharmacy,,,Calle Infanta Catalina Micaela,15,28050,,,,-3.6555089,40.4859125,-406931,4506892,,108
POINT (-3.6185329 40.3724433),Dia,supermarket,,,,,,,,,Dia,,,-3.6185329,40.3724433,-402815,4494260,dia,97
POINT (-3.6856001 40.4846546),,,pharmacy,,pharmacy,,,Calle de Ángel Múgica,1,28034,,,,-3.6856001,40.4846546,-410281,4506752,,377
POINT (-3.673366 40.4999886),Farmacia de la Fuente,,pharmacy,,pharmacy,,,Calle de Sierra de Atapuerca,2,28050,,,,-3.673366,40.4999886,-408919,4508459,farmacia de la fuente,144
POINT (-3.7021977 40.477537),,,pharmacy,,pharmacy,,,Calle de Finisterre,17,28029,,,,-3.7021977,40.477537,-412129,4505959,,465
POINT (-3.7107189 40.4497443),,,pharmacy,,pharmacy,,,Calle de Almansa,76,28040,,,,-3.7107189,40.4497443,-413077,4502866,,767
POINT (-3.6970625 40.4245957),Casa González & González,convenience,,,,,,Calle de Pelayo,68,28004,,,,-3.6970625,40.4245957,-411557,4500066,casa gonzález & gonzález,1083
POINT (-3.6793382 40.4373189),,,pharmacy,,pharmacy,,,Calle de María de Molina,58,28006,,,,-3.6793382,40.4373189,-409584,4501482,,784
POINT (-3.6277418 40.432286),,,restaurant,,,,,,,,,,,-3.6277418,40.432286,-403840,4500922,,350
POINT (-3.6910566 40.435895),,,pharmacy,,pharmacy,,,Calle de Miguel Ángel,22,28010,,,,-3.6910566,40.435895,-410888,4501324,,760
POINT (-3.704494 40.4358673),,,pharmacy,,,,,Calle de Bravo Murillo,25,28015,,,,-3.704494,40.4358673,-412384,4501321,,1150
POINT (-3.6368632 40.4247334),,,pharmacy,,pharmacy,,,Calle Fernando Gabriel,18,28017,,,,-3.6368632,40.4247334,-404856,4500081,,237
POINT (-3.6267376 40.4320763),,,pharmacy,,pharmacy,,,Calle Valdecanillas,39,28037,,,,-3.6267376,40.4320763,-403728,4500899,,350
POINT (-3.6807862 40.4300171),,,pharmacy,,pharmacy,,,Calle de José Ortega y Gasset,34,28006,,,,-3.6807862,40.4300171,-409745,4500670,,693
POINT (-3.7029223 40.4176377),,,pharmacy,,pharmacy,,,Calle de la Montera,9,28013,,,,-3.7029223,40.4176377,-412209,4499291,,1276
POINT (-3.5977522 40.4013781),,,pharmacy,,pharmacy,,,Avenida de la Gran Vía del Este,16,28032,,,,-3.5977522,40.4013781,-400502,4497481,,76
POINT (-3.6186543 40.3974595),,,pharmacy,,pharmacy,,,Bulevar de José Prat,35,28032,,,,-3.6186543,40.3974595,-402829,4497045,,283
POINT (-3.7084133 40.4097068),Muebles Marantikk,furniture,,,,,,Calle de Santa Ana,7,28005,,,,-3.7084133,40.4097068,-412821,4498409,muebles marantikk,1185
POINT (-3.7086041 40.4095478),Muebles La Europea,furniture,,,,,,Calle de López Silva,,28005,,,,-3.7086041,40.4095478,-412842,4498391,muebles la europea,1185
POINT (-3.7086761 40.4093159),Hobby Antonio,toys,,,,,,Plaza General Vara del Rey,5,28005,,,,-3.7086761,40.4093159,-412850,4498365,hobby antonio,1185
POINT (-3.7074892 40.4108612),L'Adore,,restaurant,,,,,Calle de las Maldonadas,2,28005,,,,-3.7074892,40.4108612,-412718,4498537,l'adore,1188
POINT (-3.7087656 40.4098805),El Ropero,clothes,,,,,,Calle de López Silva,5,28005,,,,-3.7087656,40.4098805,-412860,4498428,el ropero,1185
POINT (-3.7088049 40.409969),La Cabeza No Para,,arts_centre,,,,,Calle de López Silva,5,28005,,,,-3.7088049,40.409969,-412864,4498438,la cabeza no para,1185
POINT (-3.7088716 40.4101191),La Revoltosa,tailor,,,,,,Calle de López Silva,3,28005,,,,-3.7088716,40.4101191,-412872,4498454,la revoltosa,1185
POINT (-3.7088237 40.4100214),Muebles A Trozos,furniture,,,,,,Calle de López Silva,,28005,,,,-3.7088237,40.4100214,-412866,4498444,muebles a trozos,1185
POINT (-3.6814323 40.428904),Campos de Retana,bakery,,,,,,Calle de Don Ramón de la Cruz,40,28006,,,,-3.6814323,40.428904,-409817,4500546,campos de retana,693
POINT (-3.6810407 40.4302191),Sandwich Club Café,,restaurant,,,,,Calle de José Ortega y Gasset,33,28006,,,,-3.6810407,40.4302191,-409773,4500692,sandwich club café,693
POINT (-3.7116862 40.4058907),Farmacia - Calle Toledo 129,,pharmacy,,pharmacy,,,Calle de Toledo,129,28005,,,,-3.7116862,40.4058907,-413185,4497984,farmacia - calle toledo 129,973
POINT (-3.6228539 40.3949837),,,pharmacy,,pharmacy,,,Calle de Ana Mariscal,1,28032,,,,-3.6228539,40.3949837,-403296,4496770,,283
POINT (-3.7739112 40.3788364),Farmacia Margarita,,pharmacy,,pharmacy,,,Calle de Blas Cabrera,71,28044,,,,-3.7739112,40.3788364,-420112,4494972,farmacia margarita,236
POINT (-3.7661406 40.388212),,,pharmacy,,pharmacy,,,Calle de Guareña,8,28044,,,,-3.7661406,40.388212,-419247,4496016,,234
POINT (-3.7611064 40.3891763),Parque Aluche,,pharmacy,,pharmacy,,,Calle de Quero,99,28024,,,,-3.7611064,40.3891763,-418686,4496123,parque aluche,250
POINT (-3.7537478 40.3938531),,,pharmacy,,pharmacy,,,Calle de los Yébenes,72,28047,,,,-3.7537478,40.3938531,-417867,4496644,,246
POINT (-3.6594231 40.373018),,,pharmacy,,pharmacy,,,Avenida de las Glorietas,20,28053,,,,-3.6594231,40.373018,-407367,4494324,,133
POINT (-3.61856 40.3720279),,,pharmacy,,pharmacy,,,Calle del Congosto,35,28031,,,,-3.61856,40.3720279,-402818,4494214,,97
POINT (-3.707561 40.3703729),,,pharmacy,,pharmacy,,,Calle Gran Avenida,29,28041,,,,-3.707561,40.3703729,-412726,4494030,,113
POINT (-3.708425 40.3683726),,,pharmacy,,pharmacy,,,,10,28041,,,,-3.708425,40.3683726,-412822,4493807,,113
POINT (-3.7059068 40.3687219),,,pharmacy,,pharmacy,,,Plaza de las promesas,2,28041,,,,-3.7059068,40.3687219,-412542,4493846,,113
POINT (-3.7083881 40.4095183),Olofane,furniture,,,,,,Plaza General Vara del Rey,11,28005,,,,-3.7083881,40.4095183,-412818,4498388,olofane,1185
POINT (-3.7086984 40.4093943),,bakery,,,,,,Plaza General Vara del Rey,10,28005,,,,-3.7086984,40.4093943,-412852,4498374,,1185
POINT (-3.7087901 40.409597),Casa Álvarez,,bar,,,,,Calle de López Silva,10,28005,,,,-3.7087901,40.409597,-412863,4498396,casa álvarez,1185
POINT (-3.709014 40.4100997),La Turmix,houseware,,,,,,Calle de López Silva,4,28005,,,,-3.709014,40.4100997,-412887,4498452,la turmix,1185
POINT (-3.709072 40.4101682),La Flamenca 3.0,,bar,,,,,Calle de López Silva,4,28005,,,,-3.709072,40.4101682,-412894,4498460,la flamenca 3.0,1185
POINT (-3.7166303 40.343199),La familia Perú,,restaurant,,,,,,,,,,,-3.7166303,40.343199,-413735,4491005,la familia perú,128
POINT (-3.7150583 40.3437929),Dia Market,supermarket,,,,,,,,,Dia Market,,,-3.7150583,40.3437929,-413560,4491071,dia market,128
POINT (-3.7156323 40.3436512),Tambi,hairdresser,,,,,,,,,,,,-3.7156323,40.3436512,-413624,4491055,tambi,128
POINT (-3.7168549 40.3431459),,convenience,,,,,,,,,,,,-3.7168549,40.3431459,-413760,4490999,,128
POINT (-3.6993993 40.4106286),El Gato Verde,,bar,,,,,Calle de la Torrecilla del Leal,15,28012,,,,-3.6993993,40.4106286,-411817,4498511,el gato verde,1169
POINT (-3.6994856 40.4105561),O Can Sentado,,bar,,,,,Calle de la Torrecilla del Leal,20,28012,,,,-3.6994856,40.4105561,-411827,4498503,o can sentado,1169
POINT (-3.7027242 40.4182257),San Juan Hostel,,,hostel,,,,Calle de San Alberto,1,28013,,,,-3.7027242,40.4182257,-412187,4499357,san juan hostel,1276
POINT (-3.7027495 40.4179515),Hostal París,,,guest_house,,,,Calle de la Montera,17,28013,,,,-3.7027495,40.4179515,-412190,4499326,hostal parís,1276
POINT (-3.7044062 40.4360911),,,post_box,,,,,,,,,,,-3.7044062,40.4360911,-412374,4501346,,1150
POINT (-3.7030839 40.4173435),Viandas de Salamanca,,pub,,,,,Calle de la Montera,3,28013,,,,-3.7030839,40.4173435,-412227,4499259,viandas de salamanca,1276
POINT (-3.7028535 40.4174175),Aplauso,shoes,,,,,,,,,,,,-3.7028535,40.4174175,-412202,4499267,aplauso,1276
POINT (-3.7028046 40.4175031),Huella de Madrid,gift,,,,,,Calle de la Montera,6,28013,,,,-3.7028046,40.4175031,-412196,4499276,huella de madrid,1276
POINT (-3.7027399 40.4179741),All U Can Eat,,restaurant,,,,,,,,,,spanish,-3.7027399,40.4179741,-412189,4499329,all u can eat,1276
POINT (-3.7027956 40.417871),Elena Hernández,shoes,,,,,,,,,,,,-3.7027956,40.417871,-412195,4499317,elena hernández,1276
POINT (-3.7026871 40.4177209),Díez,shoes,,,,,,Calle de la Montera,14,28013,,,,-3.7026871,40.4177209,-412183,4499301,díez,1276
POINT (-3.7030108 40.4174757),Springfield,clothes,,,,,,,,,Springfield,,,-3.7030108,40.4174757,-412219,4499273,springfield,1276
POINT (-3.7092207 40.4030054),Formas,furniture,,,,,,,,,,,,-3.7092207,40.4030054,-412910,4497663,formas,974
POINT (-3.7030273 40.4183094),Subway,,fast_food,,,,,Calle de Tetuán,38,28013,Subway,,sandwich,-3.7030273,40.4183094,-412221,4499366,subway,1276
POINT (-3.7024563 40.4372385),,vacant,,,,,,Glorieta del General Álvarez de Castro,3,28010,,,,-3.7024563,40.4372385,-412157,4501473,,1101
POINT (-3.702347 40.4371387),Campiello,,restaurant,,,,,Glorieta del General Álvarez de Castro,3,,,,,-3.702347,40.4371387,-412145,4501462,campiello,1101
POINT (-3.7030277 40.4444182),da Roma,,cafe,,,,,Calle de Santa Engracia,155,28003,,,ice_cream,-3.7030277,40.4444182,-412221,4502273,da roma,844
POINT (-3.716331 40.3434815),Alimentación y frutos secos,convenience,,,,,,,,,,,,-3.716331,40.3434815,-413702,4491036,alimentación y frutos secos,128
POINT (-3.7154571 40.3436842),Hanaa Ismael,confectionery,,,,,,,,,,,,-3.7154571,40.3436842,-413605,4491059,hanaa ismael,128
POINT (-3.7161297 40.3435548),,,cafe,,,,,,,,,,,-3.7161297,40.3435548,-413680,4491045,,128
POINT (-3.6562786 40.4858577),Sidreria Astur,,restaurant,,,,,Calle de Arroyo del Charco del Pescador,2,28050,,,spanish,-3.6562786,40.4858577,-407017,4506886,sidreria astur,108
POINT (-3.702736 40.4176307),Cañas y Tapas,,bar,,,,,Calle de la Montera,12,28013,,,,-3.702736,40.4176307,-412189,4499291,cañas y tapas,1276
POINT (-3.7028939 40.4173431),Lola Rey,shoes,,,,,,,,,,,,-3.7028939,40.4173431,-412206,4499259,lola rey,1276
POINT (-3.7028366 40.4174479),Montera Tattoo,tattoo,,,,,,,,,,,,-3.7028366,40.4174479,-412200,4499270,montera tattoo,1276
POINT (-3.7026551 40.417782),Irene,shoes,,,,,,Calle de la Montera,14,28013,,,,-3.7026551,40.417782,-412180,4499307,irene,1276
POINT (-3.7029237 40.4172853),,variety_store,,,,,,,,,,,,-3.7029237,40.4172853,-412209,4499252,,1276
POINT (-3.7027855 40.4175437),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-3.7027855,40.4175437,-412194,4499281,starbucks,1276
POINT (-3.7100653 40.4493649),Caixabank,,bank,,,,,,,,Caixabank,,,-3.7100653,40.4493649,-413004,4502823,caixabank,767
POINT (-3.7603912 40.3895597),kuboking,,bar,,,,,,,,,,,-3.7603912,40.3895597,-418607,4496166,kuboking,250
POINT (-3.6233508 40.4005118),O'Caldeiro,,restaurant,,,,,Calle de la Ladera de los Almendros,23 A,28032,,,regional,-3.6233508,40.4005118,-403351,4497385,o'caldeiro,283
POINT (-3.6234943 40.4001666),viAllegro Escuela de Música y Danza,,,,,educational_institution,,Plaza de Juan Benet,7,28032,,,,-3.6234943,40.4001666,-403367,4497347,viallegro escuela de música y danza,283
POINT (-3.6235292 40.40009),Alimentación - Tienda Chinos,convenience,,,,,,Plaza de Juan Benet,7,28032,,,,-3.6235292,40.40009,-403371,4497338,alimentación - tienda chinos,283
POINT (-3.6234621 40.4002463),Dream Estilismo,hairdresser,,,,,,Plaza de Juan Benet,9,28032,,Dream Estilismo & Belleza,,-3.6234621,40.4002463,-403364,4497355,dream estilismo,283
POINT (-3.7030977 40.4445755),Goiko Grill,,restaurant,,,,,Calle de Santa Engracia,157,28003,,,burger,-3.7030977,40.4445755,-412229,4502290,goiko grill,844
POINT (-3.7026315 40.4181863),Aplauso,shoes,,,,,,Calle de la Montera,23,28013,,,,-3.7026315,40.4181863,-412177,4499352,aplauso,1276
POINT (-3.5964687 40.4025099),Bohème Peluqueros,beauty,,,,,,Avenida Gran Vía del Este,12,28032,,,,-3.5964687,40.4025099,-400359,4497607,bohème peluqueros,76
POINT (-3.5958746 40.4030428),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,Banco Sabadell,,-3.5958746,40.4030428,-400293,4497667,banco sabadell,76
POINT (-3.5982578 40.4009673),Banco Sabadell,,atm,,,,,,,,Banco Sabadell,Banco Sabadell,,-3.5982578,40.4009673,-400558,4497436,banco sabadell,76
POINT (-3.5983854 40.4008693),Alimentación Costas,convenience,,,,,,,,,,,,-3.5983854,40.4008693,-400572,4497425,alimentación costas,76
POINT (-3.7026663 40.4181072),Café real cake,,bar,,,,,,,,,,,-3.7026663,40.4181072,-412181,4499344,café real cake,1276
POINT (-3.7028771 40.4177166),Compraventa de oro,pawnbroker,,,,,,,,,,,,-3.7028771,40.4177166,-412204,4499300,compraventa de oro,1276
POINT (-3.7028181 40.4178329),La cueva de 1900,,restaurant,,,,,Calle de la Montera,13,28013,,,,-3.7028181,40.4178329,-412198,4499313,la cueva de 1900,1276
POINT (-3.7027709 40.4179159),Alpargatus,shoes,,,,,,Calle de la Montera,15,28013,,,,-3.7027709,40.4179159,-412192,4499322,alpargatus,1276
POINT (-3.7027085 40.4180268),,gift,,,,,,,,,,,,-3.7027085,40.4180268,-412186,4499335,,1276
POINT (-3.7026939 40.418055),Tattoo center,tattoo,,,,,,,,,,,,-3.7026939,40.418055,-412184,4499338,tattoo center,1276
POINT (-3.7028948 40.4176832),Oasis,clothes,,,,,,Calle de la Montera,9,28013,Oasis,,,-3.7028948,40.4176832,-412206,4499296,oasis,1276
POINT (-3.7028613 40.4177512),Fanzy,clothes,,,,,,Calle de la Montera,11,28013,,,,-3.7028613,40.4177512,-412203,4499304,fanzy,1276
POINT (-3.7096635 40.4495834),,general,,,,,,Calle de Almansa,68,28039,,,,-3.7096635,40.4495834,-412960,4502848,,767
POINT (-3.7060087 40.4222534),,vacant,,,,,,Calle de la Luna,7,28004,,,,-3.7060087,40.4222534,-412553,4499805,,1328
POINT (-3.618148 40.3714814),Cervecería David e Iván,,bar,,,,,,,,,,,-3.618148,40.3714814,-402772,4494153,cervecería david e iván,97
POINT (-3.6181688 40.3712713),,kiosk,,,,,,,,,,,,-3.6181688,40.3712713,-402775,4494130,,97
POINT (-3.6563409 40.4861876),Dentalia,,dentist,,dentist,,,Calle de Arroyo del Charco del Pescador,4,28050,,,,-3.6563409,40.4861876,-407024,4506922,dentalia,108
POINT (-3.7046601 40.4164051),Hostal Ruano,,,guest_house,,,,Calle Mayor,1,28013,,,,-3.7046601,40.4164051,-412403,4499154,hostal ruano,1175
POINT (-3.7043503 40.4164253),Hostal Riesco,,,guest_house,,,,Calle del Correo,2,28012,,,,-3.7043503,40.4164253,-412368,4499156,hostal riesco,1175
POINT (-3.6993663 40.4107889),Casa Pachuco,,bar,,,,,Calle de los Tres Peces,15,28012,,,,-3.6993663,40.4107889,-411813,4498529,casa pachuco,1169
