Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_wholesale,shop_rel_convenience,amenity_rel_restaurant,amenity_rel_cafe,amenity_rel_clinic,amenity_rel_community_centre,amenity_rel_school,shop_rel_greengrocer,shop_rel_car_repair,shop_rel_butcher,shop_rel_printing,shop_rel_optician,shop_rel_supermarket,amenity_rel_charging_station,amenity_rel_bank,amenity_rel_pharmacy,amenity_rel_fast_food,amenity_rel_bar,shop_rel_gift,shop_rel_ticket,amenity_rel_taxi,amenity_rel_cinema,shop_rel_bakery,amenity_rel_library,amenity_rel_post_box,amenity_rel_pub,amenity_rel_college,shop_rel_hairdresser,shop_rel_kiosk,amenity_rel_atm,amenity_rel_post_office,amenity_rel_university,shop_rel_clothes,shop_rel_shoes,shop_rel_beauty,shop_rel_jewelry,shop_rel_mall,shop_rel_tobacco,shop_rel_hardware,shop_rel_vacant,shop_rel_copyshop,amenity_rel_conference_centre,shop_rel_cosmetics,shop_rel_copyshop;books,shop_rel_newsagent,shop_rel_stationery,shop_rel_variety_store,amenity_rel_research_institute,amenity_rel_theatre,shop_rel_electronics,shop_rel_sports,shop_rel_doityourself,shop_rel_interior_decoration,shop_rel_car_parts,shop_rel_erotic,shop_rel_car,shop_rel_mobile_phone,shop_rel_books,shop_rel_bicycle,shop_rel_toys,shop_rel_computer,shop_rel_coffee,shop_rel_department_store,shop_rel_food,shop_rel_seafood,shop_rel_furniture,shop_rel_merchandise,amenity_rel_arts_centre,shop_rel_antiques,shop_rel_deli,amenity_rel_events_venue,shop_rel_confectionery,shop_rel_rental,shop_rel_tattoo,shop_rel_laundry,shop_rel_kitchen,shop_rel_massage,shop_rel_pet,shop_rel_lighting,shop_rel_lottery,shop_rel_haberdashery,shop_rel_houseware,amenity_rel_dentist,shop_rel_bag,shop_rel_herbalist,shop_rel_fashion_accessories,shop_rel_perfumery,shop_rel_mobile_phone_accessories,shop_rel_bed,shop_rel_yes,shop_rel_tea,shop_rel_shoe_repair,shop_rel_nutrition_supplements,shop_rel_tailor,shop_rel_video_games,shop_rel_party,amenity_rel_car_rental,amenity_rel_shelter,shop_rel_florist,shop_rel_tyres,shop_rel_baby_goods,shop_rel_chemist,shop_rel_pet_grooming,shop_rel_grocery,amenity_rel_doctors,amenity_rel_language_school,shop_rel_travel_agency,shop_rel_farm,shop_rel_alcohol,amenity_rel_coworking_space,shop_rel_general,shop_rel_frozen_food,shop_rel_nuts,shop_rel_photo,shop_rel_medical,shop_rel_motorcycle_repair,shop_rel_appliance,amenity_rel_hospital,amenity_rel_veterinary,shop_rel_money_lender,shop_rel_sewing,shop_rel_hearing_aids,amenity_rel_parcel_locker,shop_rel_music,shop_rel_skate,shop_rel_model,shop_rel_pastry,shop_rel_motorcycle,shop_rel_funeral_directors,amenity_rel_funeral_home,shop_rel_medical_supply,shop_rel_galician,shop_rel_car;car_repair,shop_rel_charity,shop_rel_wine,shop_rel_storage_rental,shop_rel_outpost,shop_rel_beverages,shop_rel_games,shop_rel_telecommunication,amenity_rel_money_transfer,shop_rel_fabric,shop_rel_curtain,shop_rel_estate_agent,shop_rel_craft,shop_rel_cannabis,shop_rel_locksmith,shop_rel_dairy,shop_rel_art,shop_rel_health_food,shop_rel_outdoor,shop_rel_fishing,amenity_rel_surf_school,shop_rel_pasta,shop_rel_leather,shop_rel_chocolate,shop_rel_bathroom_furnishing,amenity_rel_social_centre,shop_rel_printer_ink,shop_rel_dry_cleaning,shop_rel_orthopedics,shop_rel_watches,shop_rel_printshop,amenity_rel_bicycle_rental,shop_rel_paint,shop_rel_video,amenity_rel_aparthotel,shop_rel_pawnbroker,shop_rel_confectionery;ice_cream,shop_rel_repair,shop_rel_hvac,shop_rel_e-cigarette,shop_rel_boutique,shop_rel_pyrotechnics,shop_rel_hairdresser_supply,amenity_rel_bureau_de_change,amenity_rel_freeshop,shop_rel_musical_instrument,shop_rel_cheese,shop_rel_vacuum_cleaner,shop_rel_trade,shop_rel_mobility_scooter,amenity_rel_parking_entrance,shop_rel_tableware,shop_rel_second_hand,shop_rel_psychic,shop_rel_frame,shop_rel_religion,shop_rel_carpet,amenity_rel_clock,shop_rel_delivery,shop_rel_hookah,shop_rel_household_linen,shop_rel_camera,shop_rel_charcutier;cheese;wine;butcher,shop_rel_electric_scooter,shop_rel_tool_hire,shop_rel_garden_centre,shop_rel_collector,shop_rel_anime,shop_rel_knives,shop_rel_dog_wash,shop_rel_training_centre,shop_rel_household_supply_store,shop_rel_lawyer,shop_rel_bookmaker,shop_rel_doors,shop_rel_military_surplus,shop_rel_bus_tickets,shop_rel_agrarian,shop_rel_yoga,shop_rel_electrical,shop_rel_pottery,shop_rel_greengrocer;health_food,shop_rel_surf;skate;snowboard,shop_rel_catalogue,shop_rel_gold_buyer,amenity_rel_marketplace,shop_rel_accessories,shop_rel_candles,amenity_rel_office,shop_rel_wool,shop_rel_bicycle_repair,shop_rel_weapons,shop_rel_hifi,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Condis,has_Caprabo,has_Mercadona,has_Dia,has_Consum,has_Bonpreu,has_Clarel,has_La Sirena,has_Lidl,has_Starbucks,has_BonÀrea,has_Burger King,has_McDonald's,has_Sorli Discau,has_ALDI,has_Buenas Migas,has_Suma,has_KFC,has_La Tagliatella,has_Pans & Company,has_Carrefour Express,has_Bon Area,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
205,Barcelona_hdbscan_5_5,205,10,2.13977009,41.401476380000005,2.139895,41.401314150000005,2.259457199997649e-06,4425841.746420515,0.0006082561932241,0.0011610504952397,0.0004482915423025,0.0005286929010306,Yes,,,0.1,0.1,,,,,,,,0.1,0.1,,,0.1,,,,,,,0.1,,0.1,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1401889 41.400802, 2.1395759 41.4014145, 2.138899 41.402244, 2.1393373 41.4024113, 2.1402644 41.4012138, 2.140303 41.4008729, 2.1401889 41.400802))",111.0,44.5,21.06,18404.0,91.14,3503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Local
206,Barcelona_hdbscan_5_5,206,5,2.13819424,41.40555002,2.1380979,41.4056919,6.658625200015312e-07,7509057.575411366,0.0003779995205344,0.00074725405586,0.0003804699494046,0.000228272691315,Yes,,,0.2,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1375846 41.4051179, 2.1380979 41.405692, 2.1385189 41.4057303, 2.1386719 41.4056919, 2.1375846 41.4051179))",27.0,44.5,21.06,18404.0,91.14,2839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Urban
207,Barcelona_hdbscan_5_5,207,8,2.135696741295697,41.40556090086139,2.135722810024029,41.405618182658486,1.0889605391753178e-06,7346455.369318057,0.0003695402693106,0.0007054735033827,0.0003402582250187,0.0002630863873849,No,,,0.125,,,0.125,,,,,,,,,0.125,,,0.125,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.135778 41.404932, 2.1349915 41.405579, 2.135793830468022 41.40588131613563, 2.13609676473135 41.40573612543848, 2.1361386 41.4054665, 2.135778 41.404932))",89.0,44.5,21.06,18404.0,91.14,3044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Mixed
208,Barcelona_hdbscan_5_5,208,24,2.1368782625,41.40395497916666,2.1369058,41.404137250000005,4.144313360009419e-06,5791067.883907663,0.00061286721247,0.0017819450052788,0.0004498790595005,0.0005570555014087,Yes,,,0.125,,,,,0.042,,,,,0.083,,0.042,0.042,,,,,,,0.083,,0.042,,,0.042,,,,,0.125,,0.042,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1377567 41.4024046, 2.1359331 41.4044179, 2.137159 41.4046772, 2.1372386 41.4044821, 2.1376481 41.4032247, 2.1377567 41.4024046))",245.0,44.5,21.06,18404.0,91.14,4148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,Local
209,Barcelona_hdbscan_5_5,209,10,2.13256099,41.40477842,2.13256455,41.4048412,3.12792479998799e-07,31970078.05315012,0.0002232517587424,0.0004549809539952,0.0001752733776134,0.0001712214052032,Yes,,,0.5,,,,,,,,,,0.2,,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.13222 41.4044772, 2.132357 41.4048203, 2.1325631 41.404992, 2.1328276 41.4049674, 2.1326705 41.4045451, 2.13222 41.4044772))",28.0,44.5,21.06,18404.0,91.14,2635.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Local
210,Barcelona_hdbscan_5_5,210,33,2.133814184848485,41.40330281818181,2.1338038,41.4033449,3.815248030002577e-06,8649503.188388439,0.0006663095910223,0.0012909974379529,0.000543653206151,0.0005137753096058,Yes,,,0.242,0.091,,,,0.061,,,,,0.061,,0.061,,0.03,0.061,,,,,0.091,,0.03,,,,0.03,,,,0.061,0.03,,0.03,,,,,,,,,,0.03,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1345886 41.4022843, 2.1333762 41.4031267, 2.132778 41.4039673, 2.1330734 41.4040558, 2.1331958 41.4040667, 2.1343716 41.4041334, 2.1348413 41.4025207, 2.1345886 41.4022843))",315.0,44.5,21.06,18404.0,91.14,4021.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,Urban
211,Barcelona_hdbscan_5_5,211,7,2.1396202910734217,41.37101458639421,2.1397402,41.3709031,1.2065238740743303e-06,5801791.535513992,0.0004745038189549,0.0007683733582797,0.000440129913402,0.0002831636097698,Yes,,,,,,,0.143,,,,,,,,0.143,0.143,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1400527 41.3706872, 2.1391777 41.3708069, 2.138864354232441 41.37087690157238, 2.139831083281515 41.37159720318709, 2.1401902 41.3712149, 2.1400527 41.3706872))",100.0,44.5,21.06,18404.0,91.14,3136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Mixed
212,Barcelona_hdbscan_5_5,212,10,2.1363468400000003,41.36582911000001,2.13631185,41.36575535,1.3986798299955346e-06,7149599.061589331,0.0005381891982384,0.0008982038742406,0.0005503346312926,0.0002491212895353,Yes,,,0.4,,,,,,,,,,0.1,,,0.1,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1359544 41.3654552, 2.1357604 41.3656448, 2.1355192 41.3659954, 2.1369987 41.3662673, 2.1372415 41.3657494, 2.1359544 41.3654552))",128.0,44.5,21.06,18404.0,91.14,3281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,Local
213,Barcelona_hdbscan_5_5,213,20,2.1323631500000007,41.36810732,2.13224385,41.36823,2.926076489997593e-06,6835091.313698519,0.000741941734775,0.0015160745400218,0.0006979798560846,0.0003809351225606,Yes,,0.05,,,,,,0.05,,,,,0.1,,0.1,0.1,,,,,,,0.1,,,,,0.25,,,,,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1335564 41.3671721, 2.1318517 41.367796, 2.131465 41.3685204, 2.1314575 41.3685662, 2.1323488 41.3685163, 2.1327821 41.3684776, 2.1335564 41.3671721))",211.0,44.5,21.06,18404.0,91.14,4041.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,Local
214,Barcelona_hdbscan_5_5,214,22,2.1341958136363632,41.36795777272727,2.1342579,41.36794365,1.5154855999951228e-06,14516799.103911512,0.0004535999936914,0.0007084704613133,0.0003152477803186,0.0003553240367247,Yes,,0.091,0.091,0.045,,,,,,,,0.045,,,,0.091,,0.045,,,,,,,,,,0.091,,,,,,,,,,,0.045,,0.045,,,,,0.045,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1342334 41.3672503, 2.1337319 41.3680854, 2.1335959 41.3683205, 2.1343023 41.3686107, 2.1343388 41.3685631, 2.134702 41.3680685, 2.1347099 41.3679286, 2.1342334 41.3672503))",122.0,44.5,21.06,18404.0,91.14,3285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,Local
215,Barcelona_hdbscan_5_5,215,18,2.1332926388888884,41.36964562777777,2.133222,41.3697495,1.8212002199975457e-06,9883592.041310132,0.0004756574577209,0.0008829100193604,0.0003335613006112,0.0003929155391361,Yes,,0.056,0.167,,,,,0.056,,,,,0.056,,0.056,,,0.167,,,,,0.111,,0.056,,,0.111,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.133334 41.3688057, 2.1331072 41.3692485, 2.1330595 41.3693663, 2.1329222 41.3697062, 2.1329109 41.3701309, 2.1336169 41.3702958, 2.1341331 41.3699161, 2.133334 41.3688057))",158.0,44.5,21.06,18404.0,91.14,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,Local
216,Barcelona_hdbscan_5_5,216,14,2.1856532928571437,41.38083047857142,2.18564545,41.38079865,1.240694999999597e-06,11283998.081723992,0.0005011485808145,0.0007756878149199,0.0004554405535369,0.0002642738654681,No,,,0.786,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1859557 41.3804406, 2.1849375 41.3809285, 2.1850477 41.3810857, 2.1852561 41.3813131, 2.1854573 41.3812305, 2.1861911 41.3808944, 2.1863595 41.3805096, 2.1859557 41.3804406))",96.0,44.5,21.06,18404.0,91.14,2510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,Mixed
217,Barcelona_hdbscan_5_5,217,9,2.1476532222222224,41.403387,2.1477481,41.40341,9.909978299962278e-07,9081755.50700677,0.0004594899922236,0.0009123677288876,0.0004887641984928,0.0001653944980943,Yes,,,0.556,0.111,,,,,,,,,0.111,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1473567 41.4031285, 2.147158 41.4032395, 2.1470272 41.4034137, 2.1480693 41.4037728, 2.1485653 41.40341, 2.1473567 41.4031285))",78.0,44.5,21.06,18404.0,91.14,3054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Local
218,Barcelona_hdbscan_5_5,218,29,2.1372684,41.36329031724138,2.1373191,41.3633543,2.132797679998188e-06,13597164.07794697,0.0006504431722118,0.0011875347679648,0.0002791832891946,0.0006545190969887,Yes,,,0.103,0.069,,,,0.069,,,,,0.103,,0.034,0.069,0.034,,,,,,0.069,,,,,0.034,0.034,0.069,,,,0.034,0.034,,,0.034,,,,,,,,,0.034,,,,,,,,,,0.034,,,,,,,,,0.034,,,,,,,,,,,,,,,,,0.034,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1378184 41.3623277, 2.1370246 41.3624788, 2.1368296 41.3636212, 2.1368252 41.363672, 2.137171 41.3643618, 2.1373492 41.3644751, 2.1374835 41.3641827, 2.1378184 41.3623277))",204.0,44.5,21.06,18404.0,91.14,3872.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Local
219,Barcelona_hdbscan_5_5,219,14,2.138137785714286,41.36023745,2.1382121,41.36023865,8.584908200042249e-07,16307687.483403845,0.000448548239572,0.0008246454206799,0.0004570441395644,0.0001529576400282,Yes,,0.143,,0.071,,,,,,,,,,,0.071,,,0.071,,,,,,,0.071,,,,,,,,,,0.071,,,0.071,,,0.071,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1374027 41.3598637, 2.1375485 41.3602287, 2.1382707 41.3605103, 2.1386837 41.3603959, 2.1387304 41.3601214, 2.1374027 41.3598637))",74.0,44.5,21.06,18404.0,91.14,3022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Local
220,Barcelona_hdbscan_5_5,220,21,2.181012671428572,41.42344237142856,2.1809578,41.4234644,3.6719489699896056e-06,5719033.726130308,0.0006336513099171,0.00138872303993,0.0006802745252174,0.0002772787374306,Yes,,0.095,0.143,0.095,,,,0.095,,0.095,,,,,,0.048,,0.095,,,,,0.095,,0.048,0.095,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1804216 41.4226674, 2.1796255 41.423508, 2.1818107 41.4240333, 2.1823138 41.4234455, 2.1811573 41.4228144, 2.1804216 41.4226674))",310.0,44.5,21.06,18404.0,91.14,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,Urban
221,Barcelona_hdbscan_5_5,221,7,2.139840085714286,41.35950532857142,2.1398572,41.35956,1.0797072000014701e-07,64832391.596448265,0.0001495325186166,0.0002595485110547,8.863735795077801e-05,0.0001349206085529,Yes,,,0.143,,,,,,,0.143,,,,,,0.143,,0.143,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1399844 41.3592896, 2.1399218 41.3593598, 2.1397182 41.3595911, 2.1398572 41.3596952, 2.1399844 41.3592896))",5.0,44.5,21.06,18404.0,91.14,2398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Tourism
222,Barcelona_hdbscan_5_5,222,7,2.141365742857143,41.359952571428565,2.1413839,41.3599223,6.644240000001232e-08,105354412.2427652,0.0001286059454384,0.0001960186101082,0.0001136772103953,7.942769783766219e-05,Yes,,,0.143,,,,,,,,,,,,,,,0.143,,,,,,,,,,0.143,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.14153 41.3598456, 2.1413839 41.3599223, 2.141216 41.3600572, 2.1412712 41.3600267, 2.14153 41.3598456))",1.0,44.5,21.06,18404.0,91.14,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Local
223,Barcelona_hdbscan_5_5,223,34,2.141468002941177,41.359088729411766,2.14145585,41.35914615,1.801575580001301e-06,18872369.48447949,0.0005055212570879,0.0011019353150356,0.0005148123618684,0.000275500665665,Yes,,0.029,0.029,0.059,,,,0.118,,0.059,,,0.029,,,,,0.088,,,,,0.059,,,,,0.029,,,0.029,,0.029,,0.029,0.029,,,,,0.029,,,,0.029,,0.029,,,,,,,,,,0.059,,,,,,,,,0.029,,,,,,,,,0.029,,,,,,,,,0.029,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((2.1404932 41.3585749, 2.1404908 41.3587511, 2.1417061 41.3594882, 2.1421522 41.3594116, 2.142266 41.3593279, 2.1424634 41.3591794, 2.1408295 41.3585815, 2.1404932 41.3585749))",119.0,44.5,21.06,18404.0,91.14,3392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,Mixed
