geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,hdbscan_5_5,hdbscan_5_5_merged,hdbscan_5_5_merged
POINT (-3.6995978 40.4037373),El Valle,,restaurant,,,,,Calle de Sebastián Herrera,6,28012,,,spanish,-3.6995978,40.4037373,-1,-1,-1
POINT (-3.7011604 40.4040328),Chinos - alimentación,convenience,,,,,,,,,,,,-3.7011604,40.4040328,1047,902,902
POINT (-3.6986721 40.4049362),Tia Julia,,restaurant,,,,,,,,,,,-3.6986721,40.4049362,-1,-1,-1
POINT (-3.6973199 40.4051914),Ramen Kagura,,restaurant,,,,,Calle de José Antonio Armona,12,28012,,,ramen,-3.6973199,40.4051914,-1,-1,-1
POINT (-3.6980734 40.4061261),Chinos - alimentación,convenience,,,,,,,,,,,,-3.6980734,40.4061261,-1,-1,-1
POINT (-3.6971953 40.4050149),Granadilla,,pub,,,,,,,,,,,-3.6971953,40.4050149,-1,-1,-1
POINT (-3.6974369 40.4027377),Telepizza,,fast_food,,,,,,,,Telepizza,,pizza,-3.6974369,40.4027377,-1,-1,-1
POINT (-3.696878 40.4028283),Mercadona,supermarket,,,,,,,,,Mercadona,,,-3.696878,40.4028283,-1,-1,-1
POINT (-3.6968298 40.4034105),BBVA,,bank,,,,,,,,BBVA,,,-3.6968298,40.4034105,-1,-1,-1
POINT (-3.6967265 40.4034965),Asociación de Sordos de Madrid (ASM),,,,,association,,,,,,,,-3.6967265,40.4034965,970,891,891
POINT (-3.698188 40.4033056),,tobacco,,,,,,,,,,,,-3.698188,40.4033056,-1,-1,-1
POINT (-3.6959215 40.4041585),Bar Teide,,pub,,,,,Calle de las Delicias,2,28045,,,,-3.6959215,40.4041585,967,34,34
POINT (-3.6962581 40.4040199),Chinos - alimentación,convenience,,,,,,,,,,,,-3.6962581,40.4040199,-1,-1,-1
POINT (-3.6964406 40.4038286),Mama Teresa Burger,,restaurant,,,,,P.º de Sta. María de la Cabeza,35,28045,,,burger,-3.6964406,40.4038286,-1,-1,-1
POINT (-3.6956117 40.4047334),Chin Chin,,pub,,,,,Calle Batalla del Salado,1,28045,,,,-3.6956117,40.4047334,967,34,34
POINT (-3.6952969 40.4050712),Atocha Tandoori,,restaurant,,,,,Paseo de Santa María de la Cabeza,27,28045,,,indian,-3.6952969,40.4050712,-1,-1,-1
POINT (-3.6949384 40.4054539),redpiso arganzuela,,,,,estate_agent,,,,,,,,-3.6949384,40.4054539,-1,-1,-1
POINT (-3.6964274 40.4043696),Croquetería Ven y verás,,pub,,,,,,,,,,,-3.6964274,40.4043696,967,34,34
POINT (-3.6962338 40.404582),Alimentación,convenience,,,,,,,,,,,,-3.6962338,40.404582,967,34,34
POINT (-3.6962007 40.4046153),,hairdresser,,,,,,,,,,,,-3.6962007,40.4046153,967,34,34
POINT (-3.6961054 40.404721),,estate_agent,,,,,,,,,,,,-3.6961054,40.404721,967,34,34
POINT (-3.6960825 40.4047475),Exp. nº 84,tobacco,,,,,,,,,,,,-3.6960825,40.4047475,967,34,34
POINT (-3.6960055 40.4048223),Bar,,pub,,,,,,,,,,,-3.6960055,40.4048223,967,34,34
POINT (-3.6958776 40.4049622),La Caixa,,atm,,,,,,,,La Caixa,La Caixa,,-3.6958776,40.4049622,967,34,34
POINT (-3.6942996 40.4879991),Servired,,atm,,,,,,,,,Bankia,,-3.6942996,40.4879991,366,19,19
POINT (-3.6939829 40.487891),Servired,,atm,,,,,,,,,Bankia,,-3.6939829,40.487891,366,19,19
POINT (-3.7121513 40.4151603),La Mayor,,pub,,,,,Calle Mayor,77,28013,,,,-3.7121513,40.4151603,1069,35,35
POINT (-3.7125627 40.4152258),,,post_box,,,,,,,,Correos,Correos,,-3.7125627,40.4152258,-1,-1,-1
POINT (-3.7111315 40.4154876),Ssambar,,bar,,,,,Calle Mayor,74,28013,,,,-3.7111315,40.4154876,1069,35,35
POINT (-3.7117251 40.4153818),Mercado Jamón Ibérico,food,,,,,,Calle Mayor,80,28013,,,,-3.7117251,40.4153818,1069,35,35
POINT (-3.7118077 40.4151444),,,cafe,,,,,,,,,,,-3.7118077,40.4151444,1069,35,35
POINT (-3.7116415 40.4151622),Horno San Onofre,bakery,,,,,,,,,,,,-3.7116415,40.4151622,1069,35,35
POINT (-3.7115508 40.4152606),Arcade,,restaurant,,,,,Calle Mayor,73,28013,,,regional,-3.7115508,40.4152606,1069,35,35
POINT (-3.7102121 40.4156653),Cruz Blanca,,restaurant,,,,,Calle Mayor,68,28013,,,,-3.7102121,40.4156653,1217,35,35
POINT (-3.7099687 40.4155515),Jiao Jiao,,restaurant,,,,,,,,,,chinese,-3.7099687,40.4155515,1217,35,35
POINT (-3.709523 40.4156013),BBVA,,bank,,,,,Plaza de San Miguel,,28005,BBVA,BBVA,,-3.709523,40.4156013,-1,-1,-1
POINT (-3.709488 40.4154788),,,pharmacy,,pharmacy,,,Plaza de San Miguel,8,28005,,,,-3.709488,40.4154788,-1,-1,-1
POINT (-3.7094547 40.4153729),Taste Gallery,,restaurant,,,,,,,,,,,-3.7094547,40.4153729,1221,926,926
POINT (-3.7094269 40.4152466),Los Austrias,,veterinary,,,,,,,,,,,-3.7094269,40.4152466,1221,926,926
POINT (-3.7092046 40.4157426),SuperSano,convenience,,,,,,,,,,,,-3.7092046,40.4157426,1221,926,926
POINT (-3.7104348 40.4163669),Taberneros,,restaurant,,,,,Calle de Santiago,9,28013,,,,-3.7104348,40.4163669,-1,-1,-1
POINT (-3.7106873 40.4164826),Arbonaida,,restaurant,,,,,Calle de Santiago,11,28013,,,,-3.7106873,40.4164826,-1,-1,-1
POINT (-3.7085285 40.416073),Velicia,,bar,,,,,Calle Mayor,42,28013,,,,-3.7085285,40.416073,1225,35,35
POINT (-3.7081195 40.4160241),Santander,,atm,,,,,,,,Banco Santander,Banco Santander,,-3.7081195,40.4160241,1225,35,35
POINT (-3.7084882 40.4177059),Banco Santander,,bank,,,,,Calle del Arenal,19,28013,Banco Santander,,,-3.7084882,40.4177059,1244,36,36
POINT (-3.706803 40.4167707),Chocolatería San Ginés,,cafe,,,,,Pasadizo de San Ginés,5,28013,,,coffee_shop,-3.706803,40.4167707,-1,-1,-1
POINT (-3.7069412 40.4166338),Yambala,,pub,,,,,Calle de Coloreros,4,28013,,,,-3.7069412,40.4166338,1230,37,37
POINT (-3.7068957 40.4163626),La Caixa,,atm,,,,,,,,La Caixa,La Caixa,,-3.7068957,40.4163626,-1,-1,-1
POINT (-3.7075072 40.4161161),Grazie Mille,,restaurant,,,,,,,,,,,-3.7075072,40.4161161,-1,-1,-1
POINT (-3.7062395 40.4162754),,,pharmacy,,pharmacy,,,Calle Mayor,13,28013,,,,-3.7062395,40.4162754,-1,-1,-1
POINT (-3.7059297 40.4163439),,,post_box,,,,,,,,Correos,Correos,,-3.7059297,40.4163439,1204,35,35
POINT (-3.7057872 40.4161692),Santander,,atm,,,,,,,,Banco Santander,Banco Santander,,-3.7057872,40.4161692,-1,-1,-1
POINT (-3.7054341 40.4163777),Telebanco 4B,,atm,,,,,,,,,Banco Popular,,-3.7054341,40.4163777,1204,35,35
POINT (-3.7050598 40.4160273),Burger King,,fast_food,,,,,Calle de Esparteros,3,28012,Burger King,,burger,-3.7050598,40.4160273,-1,-1,-1
POINT (-3.704493 40.4164854),KFC,,fast_food,,,,,,,,KFC,,chicken,-3.704493,40.4164854,1175,38,38
POINT (-3.7044352 40.4165025),BBVA,,atm,,,,,,,,BBVA,BBVA,,-3.7044352,40.4165025,1175,38,38
POINT (-3.7089054 40.4177493),opera:pizza,,fast_food,,,,,Calle del Arenal,23,28013,,,pizza,-3.7089054,40.4177493,-1,-1,-1
POINT (-3.7092982 40.4177572),,convenience,,,,,,,,,,,,-3.7092982,40.4177572,-1,-1,-1
POINT (-3.7087248 40.4180474),,convenience,,,,,,,,,,,,-3.7087248,40.4180474,-1,-1,-1
POINT (-3.7088597 40.4187713),,convenience,,,,,,,,,,,,-3.7088597,40.4187713,1255,39,39
POINT (-3.7090308 40.4186369),Entre suspiro y suspiro,,restaurant,,,,,Calle de Caños del Peral,3,28013,,,mexican,-3.7090308,40.4186369,-1,-1,-1
POINT (-3.7089327 40.4185506),Ópera Victoria,,restaurant,,,,,Calle de Caños del Peral,2,28013,,,,-3.7089327,40.4185506,-1,-1,-1
POINT (-3.7086559 40.4188918),Discoteca Olimpia,,bar,,,,,Calle de Caños del Peral,7,28013,,,,-3.7086559,40.4188918,1255,39,39
POINT (-3.7081865 40.4192196),Are you ready?,cosmetics,,,,,,,,,,,,-3.7081865,40.4192196,-1,-1,-1
POINT (-3.7077336 40.4195999),Wok King,,restaurant,,,,,Calle de las Veneras,9,28013,,,chinese,-3.7077336,40.4195999,1272,930,930
POINT (-3.7080852 40.4196858),,convenience,,,,,,,,,,,,-3.7080852,40.4196858,1272,930,930
POINT (-3.7080551 40.4191426),,greengrocer,,,,,,,,,,,,-3.7080551,40.4191426,1265,40,40
POINT (-3.7082433 40.4186643),Taberna de los Ángeles,,restaurant,,,,,Costanilla de los Ángeles,8,28013,,,,-3.7082433,40.4186643,1265,40,40
POINT (-3.7074213 40.4196853),Hotel Preciados,,,hotel,,,,Calle Preciados,37,28013,,,,-3.7074213,40.4196853,1272,930,930
POINT (-3.7070086 40.4196449),Prep‘ la Crêpe,,restaurant,,,,,Calle Preciados,33,28013,,,crepes,-3.7070086,40.4196449,1273,41,41
POINT (-3.7074836 40.4192413),Cervercería Erte,,pub,,,,,Calle de las Veneras,,28013,,,,-3.7074836,40.4192413,1272,930,930
POINT (-3.7077233 40.4189334),,,pub,,,,,,,,,,,-3.7077233,40.4189334,-1,-1,-1
POINT (-3.7066997 40.4186548),Palacio San Martín,,,hotel,,,,Plaza de San Martín,5,28013,,Intur,,-3.7066997,40.4186548,-1,-1,-1
POINT (-3.7063377 40.4190798),Doña Juana cervecería,,pub,,,,,Calle del Postigo de San Martín,5,28013,,,,-3.7063377,40.4190798,1269,42,42
POINT (-3.704916 40.4187951),Viandas de Salamanca,deli,,,,,,Calle del Carmen,27,28013,,,,-3.704916,40.4187951,1270,43,43
POINT (-3.7046339 40.418129),Farmacia 24 horas,,pharmacy,,pharmacy,,,Calle Preciados,14,28013,,,,-3.7046339,40.418129,1267,41,41
POINT (-3.7041565 40.418096),Telebanco 4B,,atm,,,,,,,,Banco Santander,Banco Santander,,-3.7041565,40.418096,1270,43,43
POINT (-3.7043155 40.4181423),Petit Palace Preciados,,,hotel,,,,Calle de Galdo,2,28013,Petit Palace Hotelity,Hoteatelier,,-3.7043155,40.4181423,1270,43,43
POINT (-3.7035489 40.4175269),Hotel Europa,,,hotel,,,,Calle del Carmen,4,28013,,,,-3.7035489,40.4175269,-1,-1,-1
POINT (-3.7031236 40.418183),El Gaucho,,restaurant,,,,,Calle de Tetuán,34,28013,,,,-3.7031236,40.418183,1276,44,44
POINT (-3.7034663 40.4178368),,convenience,,,,,,,,,,,,-3.7034663,40.4178368,1278,45,45
POINT (-3.7029353 40.4184455),,vacant,,,,,,,,,,,,-3.7029353,40.4184455,-1,-1,-1
POINT (-3.7034827 40.4185047),Vianvi,,cafe,,,,,,,,,,,-3.7034827,40.4185047,-1,-1,-1
POINT (-3.7039628 40.4187423),Hotel Liabeny,,,hotel,,,,Calle de la Salud,3,28013,,,,-3.7039628,40.4187423,-1,-1,-1
POINT (-3.7028511 40.4189577),Petit Palace Plaza del Carmen,,,hotel,,,,Plaza del Carmen,4,28013,Petit Palace Hotelity,Hotelatelier,,-3.7028511,40.4189577,-1,-1,-1
POINT (-3.7029076 40.419207),Artemisa,,restaurant,,,,,Calle de las Tres Cruces,4,28013,,,,-3.7029076,40.419207,1159,46,46
POINT (-3.7026244 40.4195823),Teatro Príncipe Gran Vía,,theatre,,,,,Calle de las Tres Cruces,8,,,,,-3.7026244,40.4195823,1159,46,46
POINT (-3.7030373 40.4192843),Anaco,,,hotel,,,,Calle de las Tres Cruces,3,28013,,,,-3.7030373,40.4192843,1159,46,46
POINT (-3.7029579 40.4193933),,convenience,,,,,,,,,,,,-3.7029579,40.4193933,1159,46,46
POINT (-3.7031275 40.419776),Hotel Arosa,,,hotel,,,,Calle de la Salud,21,28013,,,,-3.7031275,40.419776,1159,46,46
POINT (-3.7032509 40.4199471),Casa del Libro,books,,,,,,Gran Vía,29,28013,Casa del Libro,,,-3.7032509,40.4199471,-1,-1,-1
POINT (-3.7039069 40.4191018),,,bar,,,,,,,,,,,-3.7039069,40.4191018,1156,918,918
POINT (-3.7037389 40.418948),Takos Al Pastor,,restaurant,,,,,Calle Abada,2,28013,,,mexican,-3.7037389,40.418948,-1,-1,-1
POINT (-3.703326 40.4193676),OVNI,,cafe,,,,,Calle de la Salud,13,28013,,,,-3.703326,40.4193676,1160,46,46
POINT (-3.7040573 40.4193117),,,pub,,,,,,,,,,,-3.7040573,40.4193117,1156,918,918
POINT (-3.7038692 40.4199982),Skechers,shoes,,,,,,,,,,,,-3.7038692,40.4199982,-1,-1,-1
POINT (-3.7043567 40.4192335),Hotel II Castillas,,,hotel,,,,Calle Abada,8,28013,,,,-3.7043567,40.4192335,1156,918,918
POINT (-3.7029282 40.4202714),Pans & Company,,fast_food,,,,,,,,Pans & Company,,sandwich,-3.7029282,40.4202714,1154,47,47
POINT (-3.7028563 40.4202661),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,-3.7028563,40.4202661,1154,47,47
POINT (-3.7045921 40.420392),Hotel Atlántico,,,hotel,,,,Gran Vía,38,28013,,,,-3.7045921,40.420392,-1,-1,-1
POINT (-3.7049789 40.4204138),Burger King,,fast_food,,,,,Gran Vía,40,28013,Burger King,,burger,-3.7049789,40.4204138,-1,-1,-1
POINT (-3.7052856 40.4204361),Ray-Ban Madrid,fashion_accessories,,,,,,Gran Vía,42,28013,Ray-Ban,,,-3.7052856,40.4204361,1301,47,47
POINT (-3.7058085 40.4194819),Rodilla,,fast_food,,,,,,,,Rodilla,,sandwich,-3.7058085,40.4194819,-1,-1,-1
POINT (-3.7066782 40.4205118),Cine Capitol,,cinema,,,,,,,,,,,-3.7066782,40.4205118,-1,-1,-1
POINT (-3.7068314 40.4205737),Ginos,,restaurant,,,,,Gran Vía,43,28013,Ginos,,italian,-3.7068314,40.4205737,-1,-1,-1
POINT (-3.7069568 40.4207682),,,post_box,,,,,,,,Correos,Correos,,-3.7069568,40.4207682,-1,-1,-1
POINT (-3.7096572 40.4224112),,convenience,,,,,,,,,,,,-3.7096572,40.4224112,1256,47,47
POINT (-3.6272678 40.4349449),,,post_box,,,,,,,,Correos,Correos,,-3.6272678,40.4349449,-1,-1,-1
POINT (-3.6254664 40.4332445),Caixabank,,bank,,,,,,,,Caixabank,,,-3.6254664,40.4332445,-1,-1,-1
POINT (-3.6177152 40.4382675),Europa,,pharmacy,,pharmacy,,,,,,,,,-3.6177152,40.4382675,-1,-1,-1
POINT (-3.617612 40.4386532),,,bank,,,,,,,,,,,-3.617612,40.4386532,-1,-1,-1
POINT (-3.6302875 40.4656622),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6302875,40.4656622,-1,-1,-1
POINT (-3.7080637 40.4839091),,,pharmacy,,pharmacy,,,,,,,,,-3.7080637,40.4839091,396,13,13
POINT (-3.631015 40.4481735),Banco Santander,,bank,,,,,,,,Banco Santander,,,-3.631015,40.4481735,111,48,48
POINT (-3.6371911 40.4423822),,,pharmacy,,pharmacy,,,Calle Conrado del Campo,5,28027,,,,-3.6371911,40.4423822,317,733,733
POINT (-3.6354236 40.4387505),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-3.6354236,40.4387505,458,766,766
POINT (-3.7008624 40.4101569),Los Gamos,,pub,,,,,,,,,,,-3.7008624,40.4101569,-1,-1,-1
POINT (-3.7008582 40.4102862),Preity Raj,,restaurant,,,,,,,,,,,-3.7008582,40.4102862,1060,49,49
POINT (-3.7007429 40.4105707),La Aguja,,pub,,,,,,,,,,,-3.7007429,40.4105707,1055,49,49
POINT (-3.7004479 40.4109653),A Cañada,,restaurant,,,,,Calle del Ave María,17,28012,,,regional,-3.7004479,40.4109653,1055,49,49
POINT (-3.7004068 40.4110189),,hairdresser,,,,,,Calle del Ave María,17,28012,,,,-3.7004068,40.4110189,1055,49,49
POINT (-3.700326 40.4111374),Raja Mahal,,restaurant,,,,,Calle del Ave María,15,28012,,,indian,-3.700326,40.4111374,-1,-1,-1
POINT (-3.700589 40.4110886),Moharaj,,restaurant,,,,,,,,,,,-3.700589,40.4110886,1055,49,49
POINT (-3.7005322 40.4108202),Nap,,restaurant,,,,,Calle del Ave María,,28012,,,pizza,-3.7005322,40.4108202,1055,49,49
POINT (-3.7008747 40.4107264),Bombay Palace,,restaurant,,,,,,,,,,,-3.7008747,40.4107264,-1,-1,-1
POINT (-3.6999407 40.4098108),Ecooo,,,,,company,,,,,,,,-3.6999407,40.4098108,-1,-1,-1
POINT (-3.6995485 40.4101321),,,pub,,,,,,,,,,,-3.6995485,40.4101321,-1,-1,-1
POINT (-3.7009094 40.4096555),La Inquilina,,pub,,,,,Calle del Ave María,39,28012,,,,-3.7009094,40.4096555,1060,49,49
POINT (-3.7009194 40.4093708),,,restaurant,,,,,,,,,,,-3.7009194,40.4093708,1061,49,49
POINT (-3.7009059 40.4094201),Viva Chapata,,pub,,,,,Calle del Ave María,43,28012,,,,-3.7009059,40.4094201,1061,49,49
POINT (-3.7010845 40.4093334),Shisha-Tetería Babilonia,,pub,,,,,,,,,,,-3.7010845,40.4093334,1061,49,49
POINT (-3.6993951 40.4105463),El 15,,pub,,,,,,,,,,,-3.6993951,40.4105463,1169,50,50
POINT (-3.6994987 40.4107804),El Despertar,,cafe,,,,,,,,,,,-3.6994987,40.4107804,1169,50,50
POINT (-3.6996972 40.4115173),El Colmo,,cafe,,,,,,,,,,,-3.6996972,40.4115173,-1,-1,-1
POINT (-3.6995961 40.4115848),F.M.,,pub,,,,,,,,,,,-3.6995961,40.4115848,1210,51,51
POINT (-3.6994308 40.4114924),O'Barquiño,,restaurant,,,,,Calle de la Torrecilla del Leal,3,28012,,,,-3.6994308,40.4114924,-1,-1,-1
POINT (-3.700322 40.4117492),La Temeraria,,restaurant,,,,,Calle del Ave María,8,28012,,,italian;creative,-3.700322,40.4117492,-1,-1,-1
POINT (-3.700364 40.4116655),Taberna Garibaldi,,restaurant,,,,,,,,,,,-3.700364,40.4116655,-1,-1,-1
POINT (-3.7003917 40.4115875),Bodegas Alfaro,,pub,,,,,,,,,,,-3.7003917,40.4115875,-1,-1,-1
POINT (-3.7108742 40.4775054),,,pharmacy,,pharmacy,,,,,,,,,-3.7108742,40.4775054,479,52,52
POINT (-3.6226906 40.455063),Ginos,,restaurant,,,,,,,,Ginos,,italian,-3.6226906,40.455063,160,53,53
POINT (-3.622496 40.4550377),Wok,,restaurant,,,,,,,,,,,-3.622496,40.4550377,160,53,53
POINT (-3.6222587 40.4549871),Vips,,restaurant,,,,,,,,Vips,,international,-3.6222587,40.4549871,160,53,53
POINT (-3.6226101 40.4367886),Como Como Slow Food,,restaurant,,,,,Calle de Julián Camarillo,47,28037,,,international,-3.6226101,40.4367886,-1,-1,-1
POINT (-3.5807416 40.4698335),Ibis Madrid Aeropuerto Barajas,,,hotel,,,,Avenida General,49,28042,Ibis,,,-3.5807416,40.4698335,45,646,646
POINT (-3.6178172 40.4563958),Hipercor,supermarket,,,,,,Avenida de los Andes,50,28042,Hipercor,,,-3.6178172,40.4563958,160,53,53
POINT (-3.5799099 40.4709687),Hotel Clement Barajas,,,hotel,,,,Avenida General,43,,,,,-3.5799099,40.4709687,45,646,646
POINT (-3.6444322 40.4478236),,,pharmacy,,pharmacy,,,Calle Telémaco,8,28027,,,,-3.6444322,40.4478236,287,54,54
POINT (-3.6440234 40.4460782),,,pharmacy,,pharmacy,,,Calle de Fernández Caro,72,28027,,,,-3.6440234,40.4460782,-1,-1,-1
POINT (-3.6411778 40.445038),Restaurante Pico Pico,,restaurant,,,,,,,,,,,-3.6411778,40.445038,-1,-1,-1
POINT (-3.6403865 40.4445989),Asador Rías Bajas,,restaurant,,,,,,,,,,,-3.6403865,40.4445989,-1,-1,-1
POINT (-3.6412118 40.4426838),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-3.6412118,40.4426838,344,55,55
POINT (-3.6384083 40.4424437),El Racó,,restaurant,,,,,,,,,,,-3.6384083,40.4424437,317,733,733
POINT (-3.6383442 40.4423564),Happiness,,restaurant,,,,,,,,,,,-3.6383442,40.4423564,317,733,733
POINT (-3.5819254 40.4716064),Centro de Salud de Barajas,,clinic,,clinic,,,,,,,,,-3.5819254,40.4716064,45,646,646
POINT (-3.5803968 40.4704992),Chutoro Madrid,,restaurant,,,,,,,,,,,-3.5803968,40.4704992,45,646,646
POINT (-3.5771263 40.4739074),La Plaza,,restaurant,,,,,,,,,,,-3.5771263,40.4739074,45,646,646
POINT (-3.5798455 40.4710865),Miravalles,,restaurant,,,,,,,,,,seafood;regional,-3.5798455,40.4710865,45,646,646
POINT (-3.5820736 40.4724032),Al Tran Tran,,restaurant,,,,,,,,,,,-3.5820736,40.4724032,45,646,646
POINT (-3.5820559 40.4723877),Al Tran Tran,,pub,,,,,,,,,,,-3.5820559,40.4723877,45,646,646
POINT (-3.6313812 40.4709165),Breaking Bar,,pub,,,,,,,28033,,,,-3.6313812,40.4709165,-1,-1,-1
POINT (-3.6390134 40.4763773),Bar Restaurante Miño,,pub,,,,,,,,,,,-3.6390134,40.4763773,-1,-1,-1
POINT (-3.6367311 40.4380852),Pinturas Murillo,paint,,,,,,,,,,,,-3.6367311,40.4380852,458,766,766
POINT (-3.6372999 40.4378811),Caixa Geral,,bank,,,,,,,,,,,-3.6372999,40.4378811,458,766,766
POINT (-3.6356333 40.4383732),,tobacco,,,,,,,,,,,,-3.6356333,40.4383732,458,766,766
POINT (-3.6371025 40.4379268),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-3.6371025,40.4379268,458,766,766
POINT (-3.6373154 40.4382334),Jota Cinco,,restaurant,,,,,,,,,,,-3.6373154,40.4382334,458,766,766
POINT (-3.6373926 40.438217),Mamma Juana,,restaurant,,,,,,,,,,,-3.6373926,40.438217,458,766,766
POINT (-3.6376634 40.4381266),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-3.6376634,40.4381266,458,766,766
POINT (-3.6377347 40.4378363),,kiosk,,,,,,,,,,,,-3.6377347,40.4378363,458,766,766
POINT (-3.6380322 40.4382902),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-3.6380322,40.4382902,458,766,766
POINT (-3.6364268 40.4397488),Grant's,,restaurant,,,,,,,,,,,-3.6364268,40.4397488,-1,-1,-1
POINT (-3.6350442 40.4385381),,,pharmacy,,pharmacy,,,Calle de Alcalá,446,28027,,,,-3.6350442,40.4385381,458,766,766
POINT (-3.6349572 40.438863),Unicaja Banco,,bank,,,,,,,,Unicaja Banco,,,-3.6349572,40.438863,458,766,766
POINT (-3.6345604 40.4389703),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6345604,40.4389703,458,766,766
POINT (-3.6343578 40.4390259),BBK,,bank,,,,,,,,,,,-3.6343578,40.4390259,458,766,766
POINT (-3.6324081 40.4398746),,kiosk,,,,,,,,,,,,-3.6324081,40.4398746,-1,-1,-1
POINT (-3.6335757 40.4392346),Ibercaja,,bank,,,,,,,,Ibercaja,Ibercaja,,-3.6335757,40.4392346,458,766,766
POINT (-3.6339221 40.439144),,tobacco,,,,,,,,,,,,-3.6339221,40.439144,458,766,766
POINT (-3.6342102 40.4390614),BBVA,,bank,,,,,,,,BBVA,BBVA,,-3.6342102,40.4390614,458,766,766
POINT (-3.6350033 40.4381168),,kiosk,,,,,,,,,,,,-3.6350033,40.4381168,458,766,766
POINT (-3.6373156 40.4373015),,,pharmacy,,pharmacy,,,Calle de los Hermanos García Noblejas,7,28037,,,,-3.6373156,40.4373015,458,766,766
POINT (-3.6373847 40.4373888),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6373847,40.4373888,458,766,766
POINT (-3.6369484 40.4367912),BBVA,,bank,,,,,,,,BBVA,BBVA,,-3.6369484,40.4367912,-1,-1,-1
POINT (-3.6370092 40.4375703),Go,,restaurant,,,,,,,,,,asian,-3.6370092,40.4375703,458,766,766
POINT (-3.6345377 40.443889),Matsuri,,restaurant,,,,,Calle López de Aranda,38,,,,asian,-3.6345377,40.443889,276,721,721
POINT (-3.6344424 40.4439935),Unus,,restaurant,,,,,,,,,,,-3.6344424,40.4439935,276,721,721
POINT (-3.6343156 40.4440493),Carlos,,restaurant,,,,,,,,,,,-3.6343156,40.4440493,276,721,721
POINT (-3.6341149 40.4441386),El Ratito,,restaurant,,,,,,,,,,,-3.6341149,40.4441386,276,721,721
POINT (-3.6341303 40.4447687),La Plaza de DIA,supermarket,,,,,,,,,La Plaza de DIA,,,-3.6341303,40.4447687,276,721,721
POINT (-3.6346069 40.4445466),Eu Mundo,,restaurant,,,,,,,,,,,-3.6346069,40.4445466,276,721,721
POINT (-3.6350701 40.4445265),Caixabank,,bank,,,,,,,,Caixabank,,,-3.6350701,40.4445265,276,721,721
POINT (-3.635335 40.4448785),Casa Tampico,,restaurant,,,,,,,,,,,-3.635335,40.4448785,276,721,721
POINT (-3.6344015 40.4454246),,,pharmacy,,pharmacy,,,Calle de Tumaco,20,28027,,,,-3.6344015,40.4454246,276,721,721
POINT (-3.6365321 40.4472773),Caixa Geral,,bank,,,,,Calle de Juan Ignacio Luca de Tena,,,,,,-3.6365321,40.4472773,161,56,56
POINT (-3.6278933 40.4476313),,kiosk,,,,,,,,,,,,-3.6278933,40.4476313,111,48,48
POINT (-3.6888894 40.4234289),Museo Arqueológico Nacional,,,museum,,,,Calle de Serrano,13,28001,,,,-3.6888894,40.4234289,-1,-1,-1
POINT (-3.7325331 40.4010947),,,,viewpoint,,,,,,,,,,-3.7325331,40.4010947,-1,-1,-1
POINT (-3.7851767 40.4488342),,,post_box,,,,,Calle de la Golondrina,,,Correos,Correos,,-3.7851767,40.4488342,-1,-1,-1
POINT (-3.676075 40.5021915),,,pharmacy,,pharmacy,,,Calle Puente la Reina,12,28050,,,,-3.676075,40.5021915,147,681,681
POINT (-3.7111777 40.4006993),,,pharmacy,,pharmacy,,,Calle de Carmen Cobeña,5,28005,,,,-3.7111777,40.4006993,-1,-1,-1
POINT (-3.7088661 40.4778026),,,pharmacy,,pharmacy,,,Plaza de Verín,3,28029,,,,-3.7088661,40.4778026,468,4,4
POINT (-3.707423 40.476167),,,post_box,,,,,,,,Correos,Correos,,-3.707423,40.476167,-1,-1,-1
POINT (-3.7080393 40.4787611),,,post_box,,,,,,,,Correos,Correos,,-3.7080393,40.4787611,469,4,4
POINT (-3.6938712 40.4709234),Oficina de Correos,,post_office,,,,,Calle del Padre Rubio,43,28029,Oficina de Correos,Correos,,-3.6938712,40.4709234,-1,-1,-1
POINT (-3.7866978 40.4445042),Dia & Go,convenience,,,,,,Avenida de Europa,27,28023,Dia & Go,,,-3.7866978,40.4445042,29,57,57
POINT (-3.7847271 40.4479072),Farmacia Talgo,,pharmacy,,,,,Avenida del Talgo,206,28023,,,,-3.7847271,40.4479072,30,58,58
POINT (-3.7846942 40.4453295),Farmacia Victoria Caro,,pharmacy,,,,,Avenida de Europa,30,28023,,,,-3.7846942,40.4453295,29,57,57
POINT (-3.7849937 40.4512825),Molinaseca,supermarket,,,,,,,,,,,,-3.7849937,40.4512825,32,59,59
POINT (-3.7766234 40.521177),Palacio de El Pardo,,,attraction,,,,Calle Manuel Alonso,8,28048,,,,-3.7766234,40.521177,0,632,632
