,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_school,amenity_rel_restaurant,shop_rel_convenience,shop_rel_hairdresser,shop_rel_bakery,amenity_rel_community_centre,amenity_rel_bank,amenity_rel_library,amenity_rel_bar,amenity_rel_pharmacy,amenity_rel_atm,amenity_rel_pub,amenity_rel_cafe,amenity_rel_clinic,shop_rel_butcher,shop_rel_funeral_directors,amenity_rel_post_office,amenity_rel_taxi,amenity_rel_veterinary,amenity_rel_arts_centre,amenity_rel_post_box,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_car_repair,shop_rel_outdoor,shop_rel_wholesale,amenity_rel_vehicle_inspection,shop_rel_seafood,shop_rel_supermarket,amenity_rel_doctors,shop_rel_department_store,shop_rel_car,shop_rel_shoes,shop_rel_firearm_shop,shop_rel_mall,shop_rel_tyres,amenity_rel_fast_food,amenity_rel_cinema,amenity_rel_charging_station,amenity_rel_hospital,shop_rel_hardware,shop_rel_furniture,shop_rel_clothes,shop_rel_motorcycle,shop_rel_doityourself,shop_rel_sports,shop_rel_car_parts,shop_rel_variety_store,shop_rel_lighting,shop_rel_copyshop,shop_rel_beverages,shop_rel_yes,shop_rel_toys,shop_rel_signs,shop_rel_watches,shop_rel_garden_centre,shop_rel_florist,shop_rel_pet,shop_rel_laundry,shop_rel_interior_decoration,shop_rel_stationery,amenity_rel_dentist,shop_rel_electronics,shop_rel_optician,shop_rel_kitchen,shop_rel_gift,shop_rel_computer,shop_rel_beauty,shop_rel_greengrocer,shop_rel_mobile_phone,shop_rel_jewelry,shop_rel_cosmetics,shop_rel_hairdresser_supply,shop_rel_fashion_accessories,shop_rel_video_games,shop_rel_dry_cleaning,shop_rel_lottery,shop_rel_mobile_phone_accessories,shop_rel_tobacco,amenity_rel_language_school,shop_rel_window_blind,shop_rel_ticket,amenity_rel_biergarten,shop_rel_games,shop_rel_bicycle,shop_rel_deli,amenity_rel_theatre,shop_rel_travel_agency,shop_rel_herbalist,shop_rel_vacant,amenity_rel_college,amenity_rel_university,shop_rel_car_repair;car,shop_rel_chemist,amenity_rel_police,amenity_rel_studio,amenity_rel_car_sharing,shop_rel_trade,shop_rel_paint,shop_rel_fabric,shop_rel_books,shop_rel_massage,shop_rel_storage_rental,shop_rel_general,shop_rel_photo,shop_rel_tattoo,shop_rel_gas,shop_rel_builder,shop_rel_shoe_repair,shop_rel_cannabis,shop_rel_coffee,shop_rel_repair,shop_rel_musical_instrument,shop_rel_sewing,shop_rel_antiques,amenity_rel_parcel_locker,shop_rel_doors,shop_rel_perfumery,amenity_rel_gym,shop_rel_medical_supply,shop_rel_pastry,shop_rel_tailor,amenity_rel_events_venue,shop_rel_curtain,shop_rel_bag,shop_rel_hearing_aids,shop_rel_beer,shop_rel_frame,shop_rel_art,shop_rel_wine,shop_rel_brewing_supplies,shop_rel_tea,shop_rel_pawnbroker,shop_rel_second_hand,shop_rel_weapons,shop_rel_craft,shop_rel_bed,shop_rel_appliance,shop_rel_nutrition_supplements,shop_rel_pottery,amenity_rel_payment_centre,shop_rel_newsagent,amenity_rel_place_of_worship,shop_rel_kiosk,shop_rel_pet_grooming,shop_rel_locksmith,amenity_rel_marketplace,shop_rel_estate_agent,shop_rel_boutique,shop_rel_party,shop_rel_electrical,amenity_rel_bureau_de_change,shop_rel_houseware,shop_rel_carpet,amenity_rel_money_transfer,shop_rel_nuts,shop_rel_electronic_parts,shop_rel_video,shop_rel_health_food,shop_rel_hifi,shop_rel_erotic,shop_rel_music,shop_rel_collector,shop_rel_beauty;travel_agency,shop_rel_clock,shop_rel_rental,shop_rel_charity,shop_rel_baby_goods,shop_rel_grocery,shop_rel_bathroom_furnishing,shop_rel_chocolate,shop_rel_dairy,amenity_rel_payment_terminal,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_El Rincón,has_Alcampo,has_Martín Martín,has_Dia,has_Mercadona,has_Panishop,has_BonÀrea,has_Eroski,has_Clarel,has_McDonald's,has_La Plaza de DIA,has_Telepizza,has_Burger King,has_Movistar,has_Multiópticas,has_Simply Market,has_Primaprix,has_Domino's,has_Lidl,has_100 Montaditos,has_Folder,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer
67,Zaragoza_hdbscan_5_5,67,28,-0.877320767857143,41.67405899285715,-0.8773593500000001,41.67406365,5.080446599997839e-06,5511326.504251006,0.0008832654762807,0.0019389316928824,0.0003206322638314,0.0009840227635752,Yes,,0.071,0.036,0.071,,,0.071,,,0.071,,,0.107,,0.036,,,,0.036,,,,,,,,,,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.036,,,,0.036,,,0.071,,,,,,,,,,0.036,,,,,,,,,,,,,,,0.036,,,,,0.036,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8773512 41.6721203, -0.878099 41.6733212, -0.8778058 41.675623, -0.8768629 41.6757209, -0.876688 41.6726736, -0.876695 41.672531, -0.8773512 41.6721203))",25.0,45.29,22.41,15368.0,91.88,215.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
68,Zaragoza_hdbscan_5_5,68,19,-0.8718562165845625,41.677368605944785,-0.871514,41.677844699072295,1.2166575113846862e-05,1561655.5869018529,0.0012631357282477,0.0026091130467061,0.0011042994231991,0.000822723700602,Yes,,0.105,0.053,0.158,0.158,,,,,0.053,,,0.211,,0.053,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8714918 41.6756396, -0.8743667 41.6780792, -0.871514 41.6783451, -0.8708365 41.677953, -0.869869721580549 41.67680721387875, -0.8709664 41.6758221, -0.8714918 41.6756396))",42.0,45.29,22.41,15368.0,91.88,230.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0
69,Zaragoza_hdbscan_5_5,69,13,-0.8671097110553649,41.67659003161099,-0.8669918,41.6766674,3.852965155249089e-06,3374024.8032841524,0.0006436078776045,0.0018601727217906,0.000754524681171,0.0003294170789226,Yes,,0.077,,,,,,,,,,,,,,,,,,,,,,0.154,,,,,,,,,,,,,,,,,,,,0.077,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8658716 41.6759324, -0.8667111 41.6760154, -0.868938 41.6762471, -0.868173543719745 41.67718891094288, -0.8664081 41.6765615, -0.8658716 41.6759324))",13.0,45.29,22.41,15368.0,91.88,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
70,Zaragoza_hdbscan_5_5,70,5,-0.8785580811939753,41.669824421653274,-0.8785256,41.6697993,7.912014284474701e-07,6319503.251923114,0.0003748243785027,0.0006730322851678,0.0003389947205883,0.0002575891008293,No,0.4,0.2,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8784855 41.6694354, -0.879031705969876 41.669974208266375, -0.8780023 41.670204, -0.8784855 41.6694354))",2.0,45.29,22.41,15368.0,91.88,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
71,Zaragoza_hdbscan_5_5,71,12,-0.8768010999999999,41.67015193333334,-0.8766689999999999,41.67018265,2.2922796599993956e-06,5234963.346489391,0.0008050363332815,0.0012801402010882,0.0003063401078322,0.0008000016680546,Yes,,0.167,0.083,,0.083,,0.25,,,0.083,,,0.083,,,,,,,,,0.083,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8769464 41.6690078, -0.8772718 41.6708202, -0.8773511 41.6713079, -0.8766075 41.6712691, -0.8763545 41.669278, -0.8769464 41.6690078))",10.0,45.29,22.41,15368.0,91.88,172.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
72,Zaragoza_hdbscan_5_5,72,15,-0.8850873333333332,41.67377069333334,-0.8848087,41.6735198,3.616682700000764e-06,4147447.05140897,0.0007071375667079,0.0014024817531159,0.0005538974618304,0.0005187744898205,Yes,,,,,0.067,,0.067,,,0.067,,,0.2,,0.133,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,0.067,,,,,,,,,0.067,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8857381 41.6727382, -0.8864823 41.6736257, -0.8850983 41.6745313, -0.8847986 41.6744424, -0.8844653 41.6741707, -0.8845533 41.6734386, -0.8857381 41.6727382))",13.0,45.29,22.41,15368.0,91.88,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
73,Zaragoza_hdbscan_5_5,73,21,-0.8890334819309886,41.675808963798055,-0.8890772,41.6757678,2.2810868782227295e-06,9206137.74095347,0.0009149476726362,0.0018601886928386,0.0001346691981964,0.0010790552521605,Yes,,0.095,,0.048,0.048,0.048,0.048,,,0.048,,,0.048,,,,,,,,0.048,0.048,,,,,,,0.048,,,,,,,,0.048,,,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.88849107176143 41.67405984658087, -0.8891023 41.6742335, -0.8891231 41.6747283, -0.8891168 41.6764926, -0.8890706 41.6775778, -0.8890573 41.677669, -0.88849107176143 41.67405984658087))",7.0,45.29,22.41,15368.0,91.88,206.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
74,Zaragoza_hdbscan_5_5,74,7,-0.8875973428571429,41.67346481428571,-0.8874125,41.6734847,2.809965000041905e-07,24911342.311721355,0.0003510719480446,0.000694698782031,0.0003848802962597,8.127279335060223e-05,Yes,,0.286,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,0.143,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8873022 41.6733736, -0.8879986 41.6733966, -0.8882912 41.673499, -0.8871627 41.6736226, -0.8873022 41.6733736))",1.0,45.29,22.41,15368.0,91.88,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
75,Zaragoza_hdbscan_5_5,75,7,-0.8909864857142857,41.670233085714294,-0.8909776,41.6702424,4.561052999982776e-07,15347333.17070956,0.0003117363178355,0.0005617532367234,0.000150502182505,0.0003344347360136,Yes,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,0.143,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8908157 41.6697666, -0.8912672 41.6705782, -0.8911277 41.6707768, -0.8908342 41.669919, -0.8908157 41.6697666))",1.0,45.29,22.41,15368.0,91.88,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
76,Zaragoza_hdbscan_5_5,76,5,-0.89031334,41.66833018,-0.8902718,41.6681761,1.9512463999981322e-07,25624646.89239035,0.0002736085715445,0.0003532703129321,0.0001235830020674,0.0002543737046161,Yes,,,,,,,,,0.2,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.890149 41.6680485, -0.8904524 41.6681548, -0.8904609 41.6685974, -0.8902326 41.6686741, -0.890149 41.6680485))",1.0,45.29,22.41,15368.0,91.88,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
77,Zaragoza_hdbscan_5_5,77,18,-0.8880672722222221,41.669344216666666,-0.88804085,41.6694071,2.7116783400035563e-06,6637955.4442199785,0.0005854281700211,0.0011123803341107,0.000549338037809,0.0003379702637315,Yes,,0.167,0.056,,,,0.111,,,0.056,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,0.056,0.056,,,,,0.056,,,,,,,,,0.056,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8876733 41.6685764, -0.8887913 41.6689307, -0.8891749 41.6692415, -0.8886566 41.6696071, -0.8884217 41.669745, -0.8871008 41.6698838, -0.8873278 41.6693649, -0.8876733 41.6685764))",10.0,45.29,22.41,15368.0,91.88,157.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
78,Zaragoza_hdbscan_5_5,78,15,-0.8897707799999999,41.66976919333333,-0.889766,41.6698469,7.65861070002582e-07,19585797.721706145,0.0003411708605755,0.0007034099651768,0.000200814701321,0.0003194947228921,Yes,,0.467,,,,,,,0.067,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.889551 41.669101, -0.8899098 41.6693071, -0.8900077 41.6694186, -0.8900765 41.6701221, -0.889766 41.6703107, -0.8894992 41.6699485, -0.8894434 41.6696501, -0.889551 41.669101))",3.0,45.29,22.41,15368.0,91.88,131.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
79,Zaragoza_hdbscan_5_5,79,28,-0.8838368892857142,41.67034631428571,-0.88388285,41.67037435,3.7048313399932062e-06,7557698.969381787,0.0006558844554428,0.001327586945348,0.0004682500403014,0.000569792754751,Yes,0.036,0.036,,0.143,0.036,,,,0.036,0.036,,0.036,0.036,,,,,,,,,,,,,,,,,0.036,0.036,,0.036,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,0.036,0.143,0.036,0.036,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8831611 41.6692036, -0.8840862 41.6699741, -0.8846435 41.6705857, -0.8846113 41.6710726, -0.8841462 41.6713198, -0.8838362 41.6712669, -0.8828928 41.6696268, -0.8831611 41.6692036))",12.0,45.29,22.41,15368.0,91.88,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,Zaragoza_hdbscan_5_5,80,50,-0.8849566699999998,41.668335202,-0.8848333,41.66820075,4.280192479996786e-06,11681717.64089393,0.0008896393763876,0.0018385654190446,0.0009275359827521,0.0003847115883308,Yes,,0.02,,0.14,0.02,,0.02,,,0.02,,0.08,0.02,,0.08,,,,,,,,,0.02,,,,0.04,0.02,0.02,0.04,,0.02,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.02,0.02,,,,,0.02,0.02,0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,,,,0.02,,0.04,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8864308 41.6678489, -0.8865275 41.6678495, -0.8866504 41.6678568, -0.886756 41.6679574, -0.886249 41.6683523, -0.8843505 41.669134, -0.88415 41.6691378, -0.8839692 41.6691402, -0.883679 41.6691433, -0.8834493 41.6686848, -0.8836842 41.6681561, -0.8853874 41.6678626, -0.8855369 41.6678501, -0.8864308 41.6678489))",17.0,45.29,22.41,15368.0,91.88,183.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
81,Zaragoza_hdbscan_5_5,81,8,-0.8868637749999999,41.67108615,-0.88682185,41.671103650000006,8.212959599984216e-07,9740702.973889433,0.0002983959547126,0.000647946798067,0.0003081072854948,0.0001964080000913,Yes,,0.375,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8867606 41.6706451, -0.8875108 41.6711207, -0.8864512 41.6714202, -0.8865532 41.6711067, -0.8867606 41.6706451))",2.0,45.29,22.41,15368.0,91.88,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,Zaragoza_hdbscan_5_5,82,7,-0.8898891571428571,41.67138655714286,-0.889913,41.6714235,9.044448000101769e-08,77395546.9689387,0.0001321450618269,0.0002976211483752,0.0001350527395093,7.202886042930164e-05,Yes,,,,,,,0.143,,,,,,0.143,,,,0.143,,,,,0.143,,,,,,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8896136 41.6712741, -0.8900264 41.6713222, -0.8899937 41.6714932, -0.8897857 41.6714297, -0.8896136 41.6712741))",0.0,45.29,22.41,15368.0,91.88,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
83,Zaragoza_hdbscan_5_5,83,16,-0.88871686875,41.67187000625,-0.8887993,41.6719214,1.514812050000353e-06,10562366.466517264,0.0004908407168112,0.0008693489768359,0.0004330813790714,0.0002962439671727,Yes,,0.125,0.125,0.188,,,,,,0.062,,,0.062,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,0.125,,,0.062,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8891629 41.6711238, -0.8891265 41.6722673, -0.8891099 41.6723721, -0.8880186 41.6719465, -0.8879494 41.6717355, -0.8891629 41.6711238))",6.0,45.29,22.41,15368.0,91.88,142.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
84,Zaragoza_hdbscan_5_5,84,5,-0.8937422919866611,41.63212757873451,-0.8937750140494257,41.63223376962581,8.981249967898159e-07,5567153.812522298,0.0004413276603384,0.0008368720737665,0.0004268805073214,0.0002706598457076,No,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.89297744588388 41.63178792404676, -0.8942389 41.6318444, -0.8940193 41.6322719, -0.8937008 41.6324999, -0.89297744588388 41.63178792404676))",3.0,45.29,22.41,15368.0,91.88,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Zaragoza_hdbscan_5_5,85,24,-0.8580252748550206,41.65759093927709,-0.8580375482602471,41.6571975,4.131066984069371e-06,5809637.096796342,0.0007662295408368,0.0021707506175965,0.0004251596202861,0.0007617143027418,Yes,,,,0.042,0.042,,,,0.083,0.083,0.042,,,,0.042,,,,,,,0.042,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.042,,0.042,,,,,0.042,,0.042,,,,,,,,,,,0.042,0.042,,,,,,,,,0.083,,,,,,,,,,,,,,,,0.083,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.8585362 41.6567557, -0.8586179 41.6574589, -0.8586987 41.6583837, -0.858039596520494 41.659761642650125, -0.8573379 41.6571881, -0.8573244 41.6570552, -0.8585362 41.6567557))",16.0,45.29,22.41,15368.0,91.88,194.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
86,Zaragoza_hdbscan_5_5,86,6,-0.8589982263480356,41.66141676781272,-0.8589548290441067,41.66142995,4.344799353819245e-07,13809613.543432726,0.000298144034448,0.0004413185219412,0.0002517634401944,0.0001891154374623,Yes,,,,,0.167,,,,,0.167,,,,0.167,,,,,,,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.859080458088213 41.66105020687631, -0.8594384 41.661385, -0.8587295 41.6616631, -0.8587617 41.6613953, -0.859080458088213 41.66105020687631))",1.0,45.29,22.41,15368.0,91.88,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
87,Zaragoza_hdbscan_5_5,87,6,-0.8594882250741338,41.65990782027392,-0.8594376801711991,41.65994943056122,3.5151813110527196e-07,17068820.834744174,0.0003433396193117,0.0006515109683261,0.0003628863245676,0.0001202943762523,No,,0.167,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.859242452626767 41.659736599062605, -0.859650203156996 41.65975586145849, -0.8601337 41.6599963, -0.8590444 41.6600593, -0.859242452626767 41.659736599062605))",1.0,45.29,22.41,15368.0,91.88,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
88,Zaragoza_hdbscan_5_5,88,18,-0.8692709366881409,41.66243656966497,-0.8692136550356545,41.6623474,8.469782848773606e-06,2125202.0649627796,0.0010223921848455,0.0019397232176296,0.0008091431862556,0.0007826484127283,Yes,,0.056,0.111,,,0.056,,0.056,,0.111,,0.111,,0.056,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.86954665021621 41.66080301926314, -0.8703625 41.6615851, -0.870497916366782 41.66277751549908, -0.8684677 41.6637849, -0.8676575 41.6635133, -0.869102010071309 41.66128472270614, -0.86954665021621 41.66080301926314))",29.0,45.29,22.41,15368.0,91.88,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
