geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Zaragoza_hdbscan_5_5
POINT (-0.9129055 41.6459401),Farmacia Parque Delicias,,pharmacy,,pharmacy,,,Calle de Ramón Salanova,2,50017.0,,,,-0.9129055,41.6459401,-101625,4636026,farmacia parque delicias,136
POINT (-0.921629 41.651834),Kebab Oliver,,fast_food,,,,,,,,,,,-0.921629,41.651834,-102596,4636682,kebab oliver,108
POINT (-0.9104156 41.6403869),Supercor Exprés,convenience,,,,,,Avenida Juan Pablo II,34,,Supercor,,,-0.9104156,41.6403869,-101347,4635408,supercor exprés,-1
POINT (-0.910655 41.6441897),Eroski,supermarket,,,,,,,,,Eroski,,,-0.910655,41.6441897,-101374,4635831,eroski,134
POINT (-0.9166891 41.6504499),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.9166891,41.6504499,-102046,4636528,mercadona,-1
POINT (-0.9083553 41.6307211),Alcampo,supermarket,,,,,,,,,Alcampo,,,-0.9083553,41.6307211,-101118,4634332,alcampo,45
POINT (-0.908458 41.630165),,,veterinary,,,,,,,,,,,-0.908458,41.630165,-101130,4634270,,45
POINT (-0.880441 41.649867),Opencor,convenience,,,,,,,,,,,,-0.880441,41.649867,-98011,4636463,opencor,317
POINT (-0.8835845 41.6534349),Palomeque,,restaurant,,,,,,,,,,,-0.8835845,41.6534349,-98361,4636860,palomeque,-1
POINT (-0.8858442 41.6490111),Tolosana,pastry,,,,,,Calle Canfranc,8,50004.0,,Panadería Pastelería TOLOSANA,,-0.8858442,41.6490111,-98612,4636368,tolosana,265
POINT (-0.880513 41.65322),Casa Pascualillo,,restaurant,,,,,Libertad,5,,,,,-0.880513,41.65322,-98019,4636836,casa pascualillo,312
POINT (-0.8888118 41.647705),Eroski,supermarket,,,,,,,,,Eroski,,,-0.8888118,41.647705,-98943,4636223,eroski,-1
POINT (-0.8814732 41.649009),NH Collection Gran Hotel,,,hotel,,,,Calle de Joaquín Costa,5,50001.0,,,,-0.8814732,41.649009,-98126,4636368,nh collection gran hotel,-1
POINT (-0.88374 41.648454),Hotel Zenit don yo,,,hotel,,,,Calle de Juan Bruil,4-6,,,,,-0.88374,41.648454,-98378,4636306,hotel zenit don yo,237
POINT (-0.8858055 41.6517322),INNSiDE by Meliá Zaragoza,,,hotel,,,,Avenida de César Augusto,13,50004.0,INNSiDE by Meliá,,,-0.8858055,41.6517322,-98608,4636671,innside by meliá zaragoza,-1
POINT (-0.8957836 41.6434897),Sala Utopía,,bar,,,,,,,,,,,-0.8957836,41.6434897,-99719,4635753,sala utopía,-1
POINT (-0.9105121 41.6409014),La Tagliatella,,restaurant,,,,,Avenida Juan Pablo II,22,50009.0,,,italian,-0.9105121,41.6409014,-101358,4635465,la tagliatella,-1
POINT (-0.9099098 41.6415892),La Antilla - Aragonia,,restaurant,,,,,Avenida del Alcalde Gómez Laguna,25,50009.0,,,sandwich,-0.9099098,41.6415892,-101291,4635542,la antilla - aragonia,135
POINT (-0.8854295 41.6485213),Caixabank,,bank,,,,,,,,Caixabank,La Caixa,,-0.8854295,41.6485213,-98566,4636313,caixabank,-1
POINT (-0.8827663 41.650736),Ibercaja,,bank,,,,,,,,Ibercaja,IberCaja,,-0.8827663,41.650736,-98270,4636560,ibercaja,249
POINT (-0.8822178 41.6512831),C&A,clothes,,,,,,,,,C&A,,,-0.8822178,41.6512831,-98208,4636621,c&a,247
POINT (-0.8817863 41.6517745),Bershka,clothes,,,,,,,,,Bershka,,,-0.8817863,41.6517745,-98160,4636676,bershka,-1
POINT (-0.880606 41.6516624),Maza,,,hotel,,,,Plaza de España,7,,,,,-0.880606,41.6516624,-98029,4636663,maza,314
POINT (-0.8804555 41.6523016),Ibercaja,,bank,,,,,,,,Ibercaja,IberCaja,,-0.8804555,41.6523016,-98012,4636734,ibercaja,-1
POINT (-0.8800958 41.6521009),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.8800958,41.6521009,-97972,4636712,caixabank,-1
POINT (-0.8803373 41.6518855),Banco de España,,bank,,,,,,,,,Banco de España,,-0.8803373,41.6518855,-97999,4636688,banco de españa,-1
POINT (-0.8829096 41.6498131),Heraldo de Aragón,,,,,newspaper,,,,,,,,-0.8829096,41.6498131,-98285,4636457,heraldo de aragón,-1
POINT (-0.8835106 41.6491848),Oficina de Correos Independencia,,post_office,,,,,,,,Correos,Correos,,-0.8835106,41.6491848,-98352,4636387,oficina de correos independencia,-1
POINT (-0.8849527 41.6477078),Kutxabank,,bank,,,,,,,,Kutxabank,Kutxabank,,-0.8849527,41.6477078,-98513,4636223,kutxabank,219
POINT (-0.8847818 41.6477003),Unicaja Banco,,bank,,,,,Plaza Aragón,6,,Unicaja Banco,,,-0.8847818,41.6477003,-98494,4636222,unicaja banco,219
POINT (-0.884356 41.6478951),Librería General,books,,,,,,Plaza Aragón,5,50004.0,,,,-0.884356,41.6478951,-98447,4636244,librería general,-1
POINT (-0.8840461 41.6483786),Ginos,,restaurant,,,,,Plaza Aragón,2,,Ginos,,italian,-0.8840461,41.6483786,-98412,4636298,ginos,237
POINT (-0.8840719 41.6483079),Vips,,restaurant,,,,,,,,Vips,,international,-0.8840719,41.6483079,-98415,4636290,vips,237
POINT (-0.8840375 41.6485394),La Tagliatella,,restaurant,,,,,Plaza Aragón,1,50001.0,,,italian,-0.8840375,41.6485394,-98411,4636315,la tagliatella,237
POINT (-0.8873841 41.677846),Restaurante Ocandía,,restaurant,,,,,,,,,,,-0.8873841,41.677846,-98784,4639578,restaurante ocandía,57
POINT (-0.886987 41.6784208),Nivola Café,,cafe,,,,,,,,,,,-0.886987,41.6784208,-98739,4639642,nivola café,57
POINT (-0.8851737 41.6683689),"Novella García, José",,pharmacy,,pharmacy,,,Calle del Poeta Jorge Manrique,18,50018.0,,,,-0.8851737,41.6683689,-98538,4638523,"novella garcía, josé",80
POINT (-0.8790669 41.6527481),"Gaspar Bernad, Félix",,pharmacy,,pharmacy,,,Calle Estebanes,31,50003.0,,,,-0.8790669,41.6527481,-97858,4636784,"gaspar bernad, félix",303
POINT (-0.8775956 41.6524797),Café del Museo Teatro Caesaraugusta,,cafe,,,,,,,,,,,-0.8775956,41.6524797,-97694,4636754,café del museo teatro caesaraugusta,263
POINT (-0.8776743 41.6539316),La Flor de Lis,,pub,,,,,Calle Don Jaime I,34,,,,,-0.8776743,41.6539316,-97703,4636916,la flor de lis,-1
POINT (-0.9314835 41.6297196),Jena,,restaurant,,,,,,,,,,,-0.9314835,41.6297196,-103693,4634220,jena,37
POINT (-0.9325751 41.645344),Hyundai,car_repair,,,,,,,,,,,,-0.9325751,41.645344,-103814,4635960,hyundai,40
POINT (-0.8910098 41.6634462),Luna Morena,,bar,,,,,,,,,,,-0.8910098,41.6634462,-99187,4637975,luna morena,-1
POINT (-0.8997784 41.67622),Noria de la Paz,,,attraction,,,,,,,,,,-0.8997784,41.67622,-100163,4639397,noria de la paz,-1
POINT (-0.9096249 41.6706227),EmBARcadero,,cafe,,,,,,,,,,,-0.9096249,41.6706227,-101259,4638774,embarcadero,-1
POINT (-0.9001781 41.6762167),Reloj de Sol,,,attraction,,,,,,,,,,-0.9001781,41.6762167,-100208,4639396,reloj de sol,-1
POINT (-0.8706266 41.6776789),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.8706266,41.6776789,-96918,4639559,mercadona,68
POINT (-0.8883559 41.64309),The Boss,,cafe,,,,,Avenida Francisco de Goya,16,,,,sandwich,-0.8883559,41.64309,-98892,4635709,the boss,-1
POINT (-0.8883183 41.6431782),Chocolatería Porta,,cafe,,,,,,,,,,,-0.8883183,41.6431782,-98888,4635719,chocolatería porta,-1
POINT (-0.8895154 41.6431314),Vídeo Zaragoza,video,,,,,,,,,,,,-0.8895154,41.6431314,-99021,4635713,vídeo zaragoza,-1
POINT (-0.895571 41.6405644),Nevada,,fast_food,,,,,Paseo de Fernando El Católico,36,,,,,-0.895571,41.6405644,-99695,4635428,nevada,-1
POINT (-0.8969282 41.6404842),Harvard,,bar,,,,,,,,,,,-0.8969282,41.6404842,-99846,4635419,harvard,-1
POINT (-0.8962094 41.6433947),Pollos asados Mari y Jose,,fast_food,,,,,,,,,,,-0.8962094,41.6433947,-99766,4635743,pollos asados mari y jose,221
POINT (-0.8940851 41.6412139),Laurel Spiritual,,restaurant,,,,,Plaza de San Francisco,2,,,,,-0.8940851,41.6412139,-99530,4635500,laurel spiritual,-1
POINT (-0.888505 41.6428372),Los Sueños de Goya,,cafe,,,,,,,,,,,-0.888505,41.6428372,-98908,4635681,los sueños de goya,-1
POINT (-0.8959222 41.6430851),Modo,,pub,,,,,,,,,,,-0.8959222,41.6430851,-99734,4635708,modo,221
POINT (-0.8797075 41.6495499),Monumental,,biergarten,,,,,,,,,,,-0.8797075,41.6495499,-97929,4636428,monumental,-1
POINT (-0.8804941 41.6517516),Sagardi,,restaurant,,,,,,,,,,vasque,-0.8804941,41.6517516,-98017,4636673,sagardi,314
POINT (-0.8925762 41.6442949),Panzzer Grill,,fast_food,,,,,,,,,,burger,-0.8925762,41.6442949,-99362,4635843,panzzer grill,-1
POINT (-0.8941668 41.6435964),Los Mayses,,cafe,,,,,,,,,,,-0.8941668,41.6435964,-99539,4635765,los mayses,284
POINT (-0.8970078 41.6405209),Quercus,,doctors,,doctor,,,,,,,,,-0.8970078,41.6405209,-99855,4635423,quercus,-1
POINT (-0.8937008 41.6324999),,,,viewpoint,,,,,,,,,,-0.8937008,41.6324999,-99487,4634530,,84
POINT (-0.896523 41.6433096),Recambios Corona,car_repair,,,,,,,,,,,,-0.896523,41.6433096,-99801,4635733,recambios corona,221
POINT (-0.8879292 41.6426762),Gestoria Goya OTS,,,,,accountant,,,,,,,,-0.8879292,41.6426762,-98844,4635663,gestoria goya ots,294
POINT (-0.8847642 41.6521684),,,pub,,,,,,,,,,,-0.8847642,41.6521684,-98492,4636719,,-1
POINT (-0.8935738 41.647242),Cafetería Liberty,,cafe,,,,,,,,,,,-0.8935738,41.647242,-99473,4636171,cafetería liberty,224
POINT (-0.8929999 41.6453822),La Candalaria,,cafe,,,,,,,,,,,-0.8929999,41.6453822,-99409,4635964,la candalaria,259
POINT (-0.8928288 41.6451564),La Esfera,,bar,,,,,,,,,,,-0.8928288,41.6451564,-99390,4635939,la esfera,259
POINT (-0.8940334 41.6472965),BBVA,,bank,,,,,,,,BBVA,BBVA,,-0.8940334,41.6472965,-99524,4636177,bbva,-1
POINT (-0.8938437 41.6464735),Goya Peluqueros,hairdresser,,,,,,,,,,,,-0.8938437,41.6464735,-99503,4636085,goya peluqueros,241
POINT (-0.8940997 41.647598),Ibercaja,,bank,,,,,,,,Ibercaja,IberCaja,,-0.8940997,41.647598,-99531,4636211,ibercaja,241
POINT (-0.8938266 41.6463244),Elly,,cafe,,,,,,,,,,,-0.8938266,41.6463244,-99501,4636069,elly,241
POINT (-0.8930344 41.6454284),The Banshee Howl,,pub,,,,,,,,,,,-0.8930344,41.6454284,-99413,4635969,the banshee howl,259
POINT (-0.8930117 41.644802),Viajes Halcón,travel_agency,,,,,,,,,,,,-0.8930117,41.644802,-99410,4635899,viajes halcón,279
POINT (-0.8931532 41.6456796),"Jiménez Huarte, Joaquín",,pharmacy,,pharmacy,,,Avenida de Goya,72,50005.0,,,,-0.8931532,41.6456796,-99426,4635997,"jiménez huarte, joaquín",259
POINT (-0.8922375 41.6441949),,lottery,,,,,,,,,,,,-0.8922375,41.6441949,-99324,4635832,,-1
POINT (-0.8913418 41.6442573),Farmacia Buesa,,pharmacy,,pharmacy,,,Gran Vía de Santiago Ramón y Cajal,41,50006.0,,"López Buesa, María Otilia",,-0.8913418,41.6442573,-99224,4635839,farmacia buesa,198
POINT (-0.8921116 41.6446851),La Rosaleda,florist,,,,,,,,,,,,-0.8921116,41.6446851,-99310,4635886,la rosaleda,262
POINT (-0.8918632 41.6438193),Espacio Joven Biblioteca José Sinués,,library,,,,,,,,,iberCaja,,-0.8918632,41.6438193,-99282,4635790,espacio joven biblioteca josé sinués,-1
POINT (-0.891375 41.6436684),Ibercaja,,bank,,,,,,,,Ibercaja,IberCaja,,-0.891375,41.6436684,-99228,4635773,ibercaja,-1
POINT (-0.8957902 41.6403197),Caja Rural de Aragón,,bank,,,,,Paseo de Fernando El Católico,38,,Caja Rural de Aragón,,,-0.8957902,41.6403197,-99719,4635400,caja rural de aragón,225
POINT (-0.8935228 41.6411145),Vertical,,pub,,,,,,,,,,,-0.8935228,41.6411145,-99467,4635489,vertical,305
POINT (-0.896759 41.6434459),Recambios Corona,car,,,,,,,,,,,,-0.896759,41.6434459,-99827,4635748,recambios corona,221
POINT (-0.8244239 41.666015),,,post_box,,,,,Avenida de Santa Isabel,,50016.0,Correos,Correos,,-0.8244239,41.666015,-91775,4638261,,-1
POINT (-0.8271474 41.6672774),Alcampo,supermarket,,,,,,Calle Inocencio Ruiz Lasala,,,Alcampo,DIA%,,-0.8271474,41.6672774,-92078,4638401,alcampo,30
POINT (-0.8961574 41.6465262),OSSO,outdoor,,,,,,,,,,+FiveFingers,,-0.8961574,41.6465262,-99760,4636091,osso,-1
POINT (-0.8898694 41.6486248),Cervecería Resacas,,pub,,,,,,,,,,,-0.8898694,41.6486248,-99060,4636325,cervecería resacas,-1
POINT (-0.8893819 41.6430926),Papelería Muñoz,stationery,,,,,,,,,,,,-0.8893819,41.6430926,-99006,4635709,papelería muñoz,295
POINT (-0.8897475 41.643199),La Tienda de las Ventanas,windows,,,,,,,,,,,,-0.8897475,41.643199,-99047,4635721,la tienda de las ventanas,-1
POINT (-0.8868772 41.6423491),MiAlcampo,supermarket,,,,,,,,,,,,-0.8868772,41.6423491,-98727,4635626,mialcampo,-1
POINT (-0.8865125 41.6422035),Sueños,bed,,,,,,,,,,,,-0.8865125,41.6422035,-98687,4635610,sueños,-1
POINT (-0.889449 41.6431121),Viajes Aneto,travel_agency,,,,,,,,,,,,-0.889449,41.6431121,-99013,4635711,viajes aneto,-1
POINT (-0.8882779 41.6427834),La Farola,,cafe,,,,,,,,,,,-0.8882779,41.6427834,-98883,4635675,la farola,294
POINT (-0.8867665 41.6423065),Tolosana,pastry,,,,,,Avenida Francisco de Goya,3,50006.0,,Panadería Pastelería TOLOSANA,,-0.8867665,41.6423065,-98715,4635622,tolosana,-1
POINT (-0.8889195 41.642958),Charol 2,shoes,,,,,,,,,,,,-0.8889195,41.642958,-98955,4635694,charol 2,295
POINT (-0.8896103 41.6434324),La Caixa,,bank,,,,,Avenida Francisco de Goya,30,,La Caixa,,,-0.8896103,41.6434324,-99031,4635747,la caixa,-1
POINT (-0.888156 41.6430712),Ibercaja,,bank,,,,,,,,Ibercaja,Ibercaja,,-0.888156,41.6430712,-98870,4635707,ibercaja,294
POINT (-0.888871 41.6432248),El whisky viejo,,bar,,,,,Avenida Francisco de Goya,24,,,,,-0.888871,41.6432248,-98949,4635724,el whisky viejo,295
POINT (-0.8872991 41.6427523),Ángel Peluquería,hairdresser,,,,,,,,,,,,-0.8872991,41.6427523,-98774,4635671,ángel peluquería,-1
POINT (-0.887829 41.6429194),Pastelería Los Mallorquines,bakery,,,,,,,,,,,,-0.887829,41.6429194,-98833,4635690,pastelería los mallorquines,294
POINT (-0.8886604 41.64317),El Malecón,,bar,,,,,,,,,,,-0.8886604,41.64317,-98926,4635718,el malecón,-1
POINT (-0.8874557 41.6428009),Ricasviandas,bakery,,,,,,,,,,,,-0.8874557,41.6428009,-98792,4635677,ricasviandas,-1
POINT (-0.8880254 41.6429818),Estanco 11,tobacco,,,,,,,,,,,,-0.8880254,41.6429818,-98855,4635697,estanco 11,294
POINT (-0.8877549 41.6428959),Café-bar Arco Iris,,cafe,,,,,,,,,,,-0.8877549,41.6428959,-98825,4635687,café-bar arco iris,294
POINT (-0.8865137 41.6425792),Ameè,clothes,,,,,,,,,,,,-0.8865137,41.6425792,-98687,4635652,ameè,-1
POINT (-0.8869603 41.6426485),Flores Linacero,florist,,,,,,,,,,,,-0.8869603,41.6426485,-98736,4635660,flores linacero,-1
POINT (-0.8981603 41.647196),Panadería Artesana Escosura,bakery,,,,,,,,,,,,-0.8981603,41.647196,-99983,4636166,panadería artesana escosura,193
POINT (-0.8987417 41.6481961),Cangurin Limpieza,,,,,company,,Calle de Desiderio Escosura,47-49,50005.0,,,,-0.8987417,41.6481961,-100048,4636277,cangurin limpieza,-1
POINT (-0.8982435 41.6477133),Peluquería Pily-Mari José,hairdresser,,,,,,,,,,,,-0.8982435,41.6477133,-99992,4636223,peluquería pily-mari josé,193
POINT (-0.8984059 41.6476157),Vicar,chemist,,,,,,,,,,,,-0.8984059,41.6476157,-100011,4636213,vicar,193
POINT (-0.8977557 41.6465205),BogArte 2,,bar,,,,,,,,,,,-0.8977557,41.6465205,-99938,4636091,bogarte 2,-1
POINT (-0.897867 41.6467036),Frutos Secos,convenience,,,,,,,,,,,,-0.897867,41.6467036,-99951,4636111,frutos secos,-1
POINT (-0.8980144 41.6473342),Café-bar La Sabina,,cafe,,,,,,,,,,,-0.8980144,41.6473342,-99967,4636181,café-bar la sabina,193
POINT (-0.8980894 41.6470355),Costel Construcciones,,,,,construction_company,,,,,,,,-0.8980894,41.6470355,-99975,4636148,costel construcciones,193
POINT (-0.8979392 41.6468248),Casa Rodri,,pub,,,,,,,,,,,-0.8979392,41.6468248,-99959,4636125,casa rodri,193
POINT (-0.897643 41.646729),El Tercio,,bar,,,,,,,,,,,-0.897643,41.646729,-99926,4636114,el tercio,-1
POINT (-0.8796658 41.6558539),Paraiso,,restaurant,,,,,Prudencio,27,,,,chinese,-0.8796658,41.6558539,-97924,4637130,paraiso,-1
POINT (-0.8815788 41.6570112),Irish Tabern Gallagher,,pub,,,,,Calle de las Murallas Romanas,6,,,,,-0.8815788,41.6570112,-98137,4637258,irish tabern gallagher,-1
POINT (-0.909412 41.6404915),Mercadona,supermarket,,,,,,,,,Mercadona,,,-0.909412,41.6404915,-101236,4635420,mercadona,131
POINT (-0.8886471 41.6836582),Rua Restauración,,cafe,,,,,,,,,,,-0.8886471,41.6836582,-98924,4640225,rua restauración,48
POINT (-0.8843201 41.6835948),Rua Restauración,,restaurant,,,,,,,,,,,-0.8843201,41.6835948,-98443,4640218,rua restauración,48
POINT (-0.8952355 41.6462279),Pastelería Ismael,bakery,,,,,,,,,,,,-0.8952355,41.6462279,-99658,4636058,pastelería ismael,-1
POINT (-0.8878863 41.6426361),Inside English,,school,,,,,,,,,,,-0.8878863,41.6426361,-98840,4635658,inside english,294
POINT (-0.8932165 41.6431324),El Rincón,confectionery,,,,,,,,,El Rincón,,,-0.8932165,41.6431324,-99433,4635713,el rincón,299
POINT (-0.8951212 41.6443391),Martín Martín,convenience,,,,,,,,,Martín Martín,,,-0.8951212,41.6443391,-99645,4635848,martín martín,267
POINT (-0.8939722 41.6437891),Inmobiliaria Bretón,,,,,estate_agent,,,,,,,,-0.8939722,41.6437891,-99517,4635787,inmobiliaria bretón,284
POINT (-0.8942414 41.643842),If,beauty,,,,,,,,,,,,-0.8942414,41.643842,-99547,4635792,if,-1
POINT (-1.030814 41.7200102),,,pharmacy,,,,,,,,,,,-1.030814,41.7200102,-114750,4644272,,2
POINT (-1.0264792 41.7180935),,,pharmacy,,,,,,,,,,,-1.0264792,41.7180935,-114268,4644058,,2
POINT (-0.8962518 41.6446807),,greengrocer,,,,,,,,,,,,-0.8962518,41.6446807,-99771,4635886,,267
POINT (-1.026283 41.7191494),,,post_office,,,,,,,,,,,-1.026283,41.7191494,-114246,4644176,,2
POINT (-1.0261702 41.7193381),Biblioteca Pública de Casetas,,library,,,,,Calle del Palacio,15,,,,,-1.0261702,41.7193381,-114233,4644197,biblioteca pública de casetas,2
POINT (-0.8937737 41.6436917),Ferreteria Abad,houseware,,,,,,,,,,,,-0.8937737,41.6436917,-99495,4635776,ferreteria abad,284
POINT (-0.9099472 41.6678309),Quasar Elite,,pub,,,,sports_centre,,,,,,,-0.9099472,41.6678309,-101295,4638463,quasar elite,-1
POINT (-0.8808852 41.6547877),Río Arga,,,hotel,,,,Calle de Contamina,20,,,,,-0.8808852,41.6547877,-98060,4637011,río arga,-1
POINT (-0.8792351 41.638954),Ibercaja,,bank,,,,,,,,Ibercaja,IberCaja,,-0.8792351,41.638954,-97876,4635248,ibercaja,209
POINT (-0.8788679 41.6357736),Laboral Kutxa,,bank,,,,,,,,Laboral Kutxa,,,-0.8788679,41.6357736,-97836,4634894,laboral kutxa,207
POINT (-0.8857807 41.6430965),Cajamar,,bank,,,,,,,,Cajamar,,,-0.8857807,41.6430965,-98605,4635710,cajamar,-1
POINT (-0.8890987 41.6764078),Ibercaja,,bank,,,,,,,,Ibercaja,CAI,,-0.8890987,41.6764078,-98974,4639418,ibercaja,73
POINT (-0.8890668 41.6772866),Ibercaja,,bank,,,,,,,,Ibercaja,IberCaja,,-0.8890668,41.6772866,-98971,4639516,ibercaja,-1
POINT (-0.8749212 41.6529119),A Flama,,pub,,,,,Calle Mayor,53,50001.0,,,sandwich;burger,-0.8749212,41.6529119,-97396,4636802,a flama,-1
POINT (-0.8831698 41.6557752),Pescados Olmeda,seafood,,,,,,,,,,,,-0.8831698,41.6557752,-98314,4637121,pescados olmeda,242
POINT (-0.8822722 41.6516202),La Mejillonera,,fast_food,,,,,,,,,"Abadia Carbonell, S.C.",seafood,-0.8822722,41.6516202,-98215,4636658,la mejillonera,247
POINT (-0.9052969 41.6517312),,,bank,,,,,,,,,Caja Laboral,,-0.9052969,41.6517312,-100778,4636671,,-1
POINT (-0.9044125 41.6519569),Donna Pizza,,fast_food,,,,,Calle de Graus,23,50010.0,,,italian,-0.9044125,41.6519569,-100679,4636696,donna pizza,138
POINT (-0.8785801 41.6548242),La casa magnética,,cafe,,,,,,,,,,,-0.8785801,41.6548242,-97804,4637015,la casa magnética,282
POINT (-0.8778094 41.6553227),Delegación del Gobierno,,,,,government,,,,,,,,-0.8778094,41.6553227,-97718,4637071,delegación del gobierno,-1
POINT (-0.8796444 41.6556998),Popeyes,,fast_food,,,,,,,,Popeyes,,chicken,-0.8796444,41.6556998,-97922,4637113,popeyes,266
POINT (-0.8934469 41.6555097),Carnecería Salmerón,butcher,,,,,,,,,,,,-0.8934469,41.6555097,-99459,4637091,carnecería salmerón,153
POINT (-0.8990141 41.6496633),,,taxi,,,,,,,,,,,-0.8990141,41.6496633,-100078,4636441,,231
POINT (-0.877393 41.6525403),Museo del Teatro de Caesaraugusta,,,museum,,,,Calle de San Jorge,12,,,,,-0.877393,41.6525403,-97671,4636761,museo del teatro de caesaraugusta,263
POINT (-0.8785326 41.6332835),Caixabank,,bank,,,,,,,,Caixabank,Caixa,,-0.8785326,41.6332835,-97798,4634617,caixabank,-1
POINT (-0.9051166 41.635592),Colegio Público Margarita Salas,,school,,,,,Calle de Miguel Asín y Palacios,19,,,,,-0.9051166,41.635592,-100758,4634874,colegio público margarita salas,-1
POINT (-0.8354887 41.6603598),Colegio Inglés,,school,,,,,,,,,,,-0.8354887,41.6603598,-93007,4637631,colegio inglés,-1
POINT (-0.8227965 41.6492974),La Alberca,,restaurant,,,,,,,,,,,-0.8227965,41.6492974,-91594,4636400,la alberca,14
POINT (-0.8320448 41.6670924),Burguer Harry,,fast_food,,,,,Avenida de Santa Isabel,101,,,Lazaro Asociados S.C.,burger,-0.8320448,41.6670924,-92623,4638381,burguer harry,28
POINT (-0.8796807 41.6466521),Simply Store,supermarket,,,,,,,,,,,,-0.8796807,41.6466521,-97926,4636105,simply store,285
POINT (-0.8306161 41.6693517),La Esquinica,,restaurant,,,,,,,,,,,-0.8306161,41.6693517,-92464,4638632,la esquinica,-1
POINT (-0.8313732 41.6679846),Cafetería El Rescate,,cafe,,,,,Calle Tomás Ostáriz Forcén,1,,,,,-0.8313732,41.6679846,-92548,4638480,cafetería el rescate,28
POINT (-0.8752589 41.6588507),Mercadillo del Arrabal,convenience,,,,,,,,,,,,-0.8752589,41.6588507,-97434,4637463,mercadillo del arrabal,93
POINT (-0.8697544 41.6445417),Biblioteca Ricardo Magdalena,,library,,,,,,,,,Ayuntamiento de Zaragoza,,-0.8697544,41.6445417,-96821,4635870,biblioteca ricardo magdalena,-1
POINT (-0.8720173 41.6441716),La Gloria,,pub,,,,,,,,,,,-0.8720173,41.6441716,-97073,4635829,la gloria,178
POINT (-0.875334 41.6587022),Flores Torres,garden_centre,,,,,,,,,,,,-0.875334,41.6587022,-97442,4637447,flores torres,93
POINT (-0.9080557 41.6179702),Liceo Europa,,school,,,,,Cº Fuente de La Junquera,21,,,,,-0.9080557,41.6179702,-101085,4632912,liceo europa,-1
POINT (-0.8910394 41.647452),Simply Market,supermarket,,,,,,,,,Simply Market,,,-0.8910394,41.647452,-99191,4636194,simply market,-1
POINT (-0.8838457 41.6504889),Centro Comercial Independencia El Caracol,mall,,,,,,Paseo de la Independencia,24-26,50004.0,,,,-0.8838457,41.6504889,-98390,4636532,centro comercial independencia el caracol,249
POINT (-0.8981876 41.6523426),"Echarri Eraso, Milagros",,pharmacy,,pharmacy,,,Calle de Doña Blanca de Navarra,46-48,50010.0,,,,-0.8981876,41.6523426,-99986,4636739,"echarri eraso, milagros",176
