Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
786,madrid_hdbscan_5_5,786,6,-3.67439943921141,40.42145996230066,-3.67437375,40.421445250000005,2.447948881748624e-07,24510315.737124663,0.0002576021718214,0.0003548628072729,0.0001552896462114,0.0002151308474136,Yes,,0.167,,,,0.167,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.674621635268462 40.42118327380394, -3.6744782 40.4217884, -3.6742171 40.4215874, -3.6742693 40.4213031, -3.674621635268462 40.42118327380394))",42.0,47.04,26.91,28569.04,88.1,6420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Local
787,madrid_hdbscan_5_5,787,8,-3.6692703375,40.41740552499999,-3.66913705,40.417414050000005,7.435451500037348e-07,10759265.93019915,0.0004804892710828,0.0006514312354524,0.0002437563790832,0.0004384528131688,Yes,,,0.125,,,0.125,0.125,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,0.125,,0.125,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6691667 40.4167746, -3.6696251 40.4172637, -3.6695451 40.4177025, -3.6690971 40.4179729, -3.6690046 40.4179276, -3.6690503 40.4172742, -3.6691074 40.4167748, -3.6691667 40.4167746))",174.0,46.95,26.27,23791.37,88.1,5032.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Local
788,madrid_hdbscan_5_5,788,23,-3.6708463383565455,40.41881411406903,-3.6712675,40.4188061,7.283050958969616e-06,3158017.1729642777,0.0011572097253007,0.0019578547585729,0.0010225967662788,0.0006438868647788,No,,,,,0.043,,0.043,,0.043,,,,,,0.087,,,,0.043,,,,,,,,,,,,,,,0.043,,0.043,,0.043,,,,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.671935767896894 40.417791142441445, -3.672350016558722 40.41929149953916, -3.672217190733762 40.419778693552864, -3.671849356049725 40.41989514825376, -3.669684952361147 40.419393519982385, -3.6688885 40.4188061, -3.6706621 40.417853, -3.671935767896894 40.417791142441445))",523.0,45.68,24.49,23799.24,88.1,9194.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Local
790,madrid_hdbscan_5_5,790,6,-3.697006905750915,40.39297895573403,-3.696912667252747,40.39297315,4.642871291315638e-07,12923037.541925477,0.0002883074417135,0.0004602994029129,0.0002066194311711,0.000237820117024,Yes,,0.333,0.167,0.167,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6968698 40.3926523, -3.697135 40.3928061, -3.6974072 40.3930021, -3.696882534505495 40.39342213440413, -3.6968041 40.3929442, -3.6968698 40.3926523))",78.0,43.2,16.22,14178.82,88.1,4664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,Local
791,madrid_hdbscan_5_5,791,29,-3.670027451724138,40.44234252068966,-3.6701321,40.4423144,4.5938569599807655e-06,6312778.184569644,0.0007461542416918,0.0017635323246258,0.0007164317055406,0.0004048363648807,Yes,,0.103,0.138,0.034,,0.034,,,,,,,,,0.069,,,,0.034,,0.034,0.034,0.034,,0.034,,0.103,,,,,,,,,,,,,0.034,,,,,,,,0.034,,,,,,,,,,0.034,,,,,0.069,,,,,,,,0.069,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,0.034,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6699943 40.4416543, -3.6717858 40.4422074, -3.6711992 40.4425028, -3.6694936 40.4430942, -3.669242 40.4428992, -3.6690847 40.4427506, -3.6685954 40.4420694, -3.6689309 40.4417353, -3.6699943 40.4416543))",990.0,46.21,25.56,25102.72,88.1,10628.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,Local
792,madrid_hdbscan_5_5,792,9,-3.672192755555555,40.43613716666667,-3.6722018,40.436105,7.05557850000094e-07,12755864.03014126,0.000289693673774,0.0005653074559515,0.0002532399613502,0.0002301796979175,Yes,0.111,,0.556,,,0.111,,,,,0.111,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6724837 40.4357631, -3.6725711 40.4365572, -3.6720333 40.4363121, -3.6716826 40.4360176, -3.6724837 40.4357631))",179.0,46.12,22.16,20670.97,88.1,7073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Mixed
793,madrid_hdbscan_5_5,793,17,-3.6706461969855297,40.4350083856552,-3.6706435,40.4351278,2.6344317127560578e-06,6453004.614879596,0.0005908728836401,0.0013352607626774,0.0003556203970146,0.0005702115727652,Yes,,0.059,0.118,,,,0.059,,,0.059,,,,,,0.059,,,,,,,,,,,,0.059,,,,,,,,,,,,,0.059,,,,0.059,,,,,,,,,,,,,,,,,,,,,,0.118,,,,0.059,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6699052 40.4338976, -3.6706435 40.4344051, -3.6712872 40.4355604, -3.671110436204553 40.435803845812416, -3.6705494 40.4357503, -3.6699052 40.4338976))",368.0,45.24,21.68,22538.34,88.1,7914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Mixed
794,madrid_hdbscan_5_5,794,21,-3.6798110142857134,40.434700904761904,-3.6797454,40.4346635,1.9886401499983043e-06,10559979.893807286,0.0004566396486898,0.0010043430393571,0.0004109678788117,0.000323518439124,Yes,,0.048,0.19,,,0.048,0.19,,,,0.048,,,,,,,,,,,,,,,,,,0.048,,,0.095,,,,,0.048,,,,,,,,,,,0.048,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6791989 40.4340842, -3.6795925 40.434125, -3.6802537 40.4346617, -3.6807422 40.4350772, -3.6795061 40.4352509, -3.6790377 40.434896, -3.6791989 40.4340842))",437.0,43.73,21.94,33479.68,88.1,7721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,Mixed
795,madrid_hdbscan_5_5,795,33,-3.6983565198558073,40.39545751804608,-3.6981593,40.3952903,6.393696422603734e-06,5161333.572756846,0.0006858733114477,0.0018011412043801,0.0005287952568145,0.0006246080509903,Yes,,0.121,0.091,0.03,0.03,0.03,0.03,,,,,,,,0.061,0.03,,,,,0.03,0.061,,,,,0.061,,,,,0.061,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.697343331090344 40.394230221648414, -3.6986539 40.3948224, -3.6996757 40.3966768, -3.699332192492585 40.39697151029968, -3.6980167 40.3960579, -3.6976312 40.3952352, -3.697343331090344 40.394230221648414))",1662.0,46.93,25.2,17717.73,88.1,13822.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,Mixed
796,madrid_hdbscan_5_5,796,6,-3.68166085,40.43482363333333,-3.6815176,40.43470905,4.067179799955639e-07,14752236.91872546,0.0003592924752509,0.0007618821148605,0.0003738660667047,0.0001701803030765,Yes,,,,,,0.167,0.167,,,,0.167,,,,,,,,0.167,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6812985 40.4346948, -3.6816012 40.4347007, -3.6818725 40.4347162, -3.6823854 40.4350592, -3.6813735 40.435069, -3.6812985 40.4346948))",96.0,43.97,22.11,29552.63,88.1,5725.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Local
797,madrid_hdbscan_5_5,797,12,-3.6836163166666673,40.43502380833333,-3.68365505,40.43512175,1.911704369989964e-06,6277121.184832044,0.0005216026864437,0.0008942741891316,0.0005226880886872,0.0002703152494715,Yes,,,0.583,,,0.083,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.683103 40.4344413, -3.6844928 40.4352013, -3.6842767 40.4355626, -3.6830662 40.4350315, -3.6827879 40.4347876, -3.683103 40.4344413))",199.0,43.63,23.12,31662.9,88.1,5849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,Mixed
798,madrid_hdbscan_5_5,798,16,-3.68562192903744,40.43626395412075,-3.685669187007019,40.4361856,1.3557876969525595e-06,11801257.701307978,0.0005445401946454,0.0011382407661897,0.0005826064188531,0.0001697138993545,Yes,,,0.375,,0.062,,0.125,0.062,,,0.062,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.685635685644664 40.43599571828685, -3.6862586 40.4360749, -3.6865735 40.4366447, -3.6844844 40.4363042, -3.6848207 40.4361646, -3.685635685644664 40.43599571828685))",172.0,42.19,20.53,31974.25,88.1,4384.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Mixed
799,madrid_hdbscan_5_5,799,58,-3.6738539514625583,40.43312978305334,-3.6737312,40.43325437090101,1.224993119999515e-05,4734720.469289081,0.0010600616589236,0.0021033573201868,0.0007924561429252,0.0008058644676008,Yes,0.017,0.017,0.172,0.052,0.017,0.034,0.069,,,,0.121,,,,0.034,,,,0.052,0.017,0.052,0.017,,,,,0.069,,,,,,,0.017,,,,0.017,,,,,0.017,,,0.017,,0.034,,,,,,,,,,,,,,,,,0.017,,0.034,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6737023 40.4311686, -3.6749078 40.4319839, -3.6751848 40.433327, -3.6751847 40.4333968, -3.6747581 40.4340278, -3.6736646 40.4352246, -3.6721646 40.4336753, -3.6724421 40.4329114, -3.6737023 40.4311686))",2820.0,45.13,22.87,23646.99,88.1,13030.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,17.0,Primary
800,madrid_hdbscan_5_5,800,7,-3.696642650621608,40.39686751103432,-3.6966314,40.3968759,7.659153838213789e-07,9139390.783711543,0.0003720209125569,0.0007259140260765,0.000188190380207,0.0003938971278039,Yes,0.143,,0.286,,0.143,0.143,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.696555254351252 40.396146877240234, -3.696987 40.3971675, -3.6964218 40.397502, -3.6964256 40.3969863, -3.696555254351252 40.396146877240234))",241.0,45.39,20.75,17177.63,88.1,12308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Mixed
801,madrid_hdbscan_5_5,801,14,-3.691898364285714,40.43376933571428,-3.69209415,40.43380735,1.0969998199970585e-06,12762080.489710145,0.0003746038539651,0.0008566450371614,0.0003525981942405,0.0002251055232133,Yes,,,0.357,,,,0.143,,,,0.071,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,0.071,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.691531 40.4332039, -3.6922103 40.4334659, -3.6922324 40.4337046, -3.6922481 40.4339169, -3.6922096 40.4341145, -3.6914943 40.4339356, -3.6910434 40.4337157, -3.691531 40.4332039))",202.0,47.02,26.57,34653.36,88.1,3244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,Urban
802,madrid_hdbscan_5_5,802,16,-3.6919681125,40.431314375,-3.69208825,40.43123725,2.717005200007296e-06,5888836.723594434,0.0007092502651738,0.0014646925439448,0.00040218904584,0.0006864704158778,Yes,,,0.062,0.062,,0.062,0.062,,,,,0.062,,,,,,0.062,0.062,,,,,,,,,,0.062,0.062,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6924422 40.4304375, -3.6925053 40.4310848, -3.6921969 40.4317009, -3.6916649 40.4325487, -3.6912404 40.4325855, -3.691399 40.4316, -3.6917053 40.4304791, -3.6924422 40.4304375))",139.0,44.78,20.76,34188.16,88.1,3829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,Mixed
803,madrid_hdbscan_5_5,803,7,-3.687213514285714,40.43700414285714,-3.6871822,40.4369859,1.488854400010904e-07,47016014.46016976,0.0001682804828695,0.000272696603857,0.0001568484202622,9.157593035579142e-05,No,,,0.714,,,0.143,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.687298 40.4368876, -3.6874856 40.4369859, -3.687073 40.4371912, -3.6869952 40.4370079, -3.6871822 40.4369321, -3.687298 40.4368876))",7.0,42.5,19.1,34765.0,88.1,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Tourism
