Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
210,madrid_hdbscan_5_5,210,5,-3.7298456506684303,40.429063973826,-3.7297533,40.4287618,2.588768785425766e-06,1931420.0743415048,0.0007651212814517,0.0011743489482781,0.0005489546163025,0.0006355513484493,Yes,,,,,,0.2,,,0.2,,,,,,,,,,,,0.2,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7294079 40.4282691, -3.7308504 40.4296719, -3.729304653342153 40.429943869130035, -3.7294079 40.4282691))",49.0,48.24,29.17,26713.23,88.1,1819.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Mixed
212,madrid_hdbscan_5_5,212,10,-3.727697139223994,40.47460118518554,-3.7280207,40.4746239,4.413383441550411e-06,2265835.3012914336,0.0010153168364883,0.0023519206113292,0.0012020895469676,0.0002652808980955,Yes,0.1,,,,,0.2,0.1,,,,,,,,,,0.1,,,,,,,,,0.1,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.726513264947341 40.47395551853421, -3.728924 40.4746285, -3.7294701 40.4750258, -3.725346527292601 40.4746796333212, -3.726513264947341 40.47395551853421))",188.0,45.7,23.0,21265.16,88.1,2473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Mixed
213,madrid_hdbscan_5_5,213,11,-3.7357432498009775,40.37669839760332,-3.7357239,40.3766745,9.931502745182352e-06,1107586.664599772,0.0012752785198656,0.0021530824278177,0.0011954476433138,0.0007309230425398,Yes,,,,,0.455,0.182,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.737065929115591 40.3754815757235, -3.737667309272699 40.37603838214274, -3.7367969 40.3769192, -3.735176019488838 40.37791755319642, -3.7335903 40.3766745, -3.737065929115591 40.3754815757235))",1163.0,41.62,16.86,8491.08,88.1,7488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,Local
214,madrid_hdbscan_5_5,214,6,-3.746078457237442,40.36496850037102,-3.745880446929799,40.36474300404835,6.380204819337533e-06,940408.6812095462,0.0012580165196985,0.0024283915040431,0.0006077783699482,0.0012528993349708,Yes,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7458705 40.3635401, -3.746882482400462 40.36399680183311, -3.746877275604458 40.36512096306355, -3.745890393859599 40.36738959877109, -3.745225070566159 40.36436504503314, -3.7458705 40.3635401))",371.0,35.84,6.1,16897.14,88.1,1913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Shopping
215,madrid_hdbscan_5_5,215,19,-3.6756867478072657,40.47418763808551,-3.6755671,40.4743892,1.2150385921317512e-05,1563736.339161461,0.0013642757790717,0.0029808998271224,0.0006227603984779,0.0014792683235543,Yes,,,0.211,,0.053,0.105,0.105,,,,0.053,,,,,,,,,,0.053,,0.053,,,,0.053,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6765888 40.4713465, -3.6769978 40.4746428, -3.676770480160359 40.47515824452203, -3.6760927 40.4766134, -3.675304528177684 40.47685687910264, -3.6747976 40.4735499, -3.6747928 40.4735079, -3.6749496 40.4718581, -3.6752608 40.471413, -3.6765888 40.4713465))",1184.0,42.83,23.22,27051.57,88.1,2936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,Mixed
216,madrid_hdbscan_5_5,216,15,-3.677645079752417,40.46845550096683,-3.6777013574233264,40.4680445,6.604867187215932e-06,2271052.47915254,0.0010940638034105,0.0019917789729774,0.0007277637682096,0.000938795958108,Yes,,0.067,,0.067,0.067,0.067,,,,,0.067,,,,0.067,,,,,,,,,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6788698 40.4672114, -3.6788282 40.4676313, -3.676642149875716 40.470176348182484, -3.676754630966149 40.469365694112696, -3.6772373 40.4676635, -3.6788698 40.4672114))",161.0,41.23,19.14,34360.06,88.1,2278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,Urban
217,madrid_hdbscan_5_5,217,30,-3.753543413333333,40.38523714666666,-3.7535126,40.38529445,4.129777549995176e-06,7264313.788532035,0.0005658562410105,0.0014747011386604,0.0004676651043452,0.00049911517691,Yes,,0.1,0.033,0.1,,0.067,,,,,,,,,,,,,,,0.033,0.033,0.033,0.067,,0.033,,,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033,,,0.033,,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.033,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.754292 40.3843759, -3.7546769 40.3845427, -3.7538916 40.3858362, -3.752637 40.3864004, -3.7528203 40.3859626, -3.7528915 40.3857978, -3.752996 40.3855817, -3.7530281 40.3855197, -3.7532038 40.385298, -3.7538349 40.3846248, -3.7541735 40.3844245, -3.754292 40.3843759))",393.0,52.68,38.74,16756.09,88.1,4628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,Mixed
218,madrid_hdbscan_5_5,218,12,-3.7519985473428608,40.38687126381903,-3.752090116860567,40.38678415,5.500776026830073e-07,21815103.79893658,0.0003192843218776,0.000545038681989,0.0002129669422184,0.0002748764045002,Yes,,,0.417,0.083,,0.083,,,,,0.167,,,,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7521608 40.3864746, -3.7522395 40.3865761, -3.752225379208618 40.38736685888513, -3.751623 40.3866438, -3.7521608 40.3864746))",21.0,51.19,35.6,16944.91,88.1,3143.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Urban
220,madrid_hdbscan_5_5,220,6,-3.7823390666666654,40.384790933333335,-3.78248235,40.38479285,2.1108262000046265e-07,28424888.79466651,0.0002807048402072,0.0007883621559214,0.0003623886710273,7.312208208830316e-05,Yes,,0.167,,,,0.167,,,,,0.167,,0.167,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7815578 40.3846854, -3.7823299 40.3847203, -3.7825395 40.3848161, -3.7826425 40.38488, -3.7825281 40.3848742, -3.7815578 40.3846854))",1.0,47.1,25.0,15146.0,88.1,2459.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Local
221,madrid_hdbscan_5_5,221,8,-3.78347810625,40.38374781875,-3.78350145,40.3837936,2.5291695500141125e-07,31630935.93292455,0.0002114091510441,0.0003985226190438,0.000185745639985,0.0001404875749352,Yes,,,,0.125,,0.125,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.78342655 40.38353545, -3.7836539 40.3835584, -3.7837013 40.38395, -3.7830912 40.3836523, -3.78342655 40.38353545))",13.0,47.9,25.8,14042.0,88.1,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Traffic
222,madrid_hdbscan_5_5,222,6,-3.7819691666666655,40.38310791666667,-3.78185785,40.3830457,2.240385000004717e-07,26781111.28215628,0.0002500685842141,0.0004714005777709,0.0002460950064959,0.0001264748382962,Yes,,0.167,,0.167,,,,,,,,,,,0.167,,,,0.167,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7817241 40.3829852, -3.7818934 40.3830606, -3.7823891 40.3833221, -3.782215 40.3832391, -3.7817711 40.3830097, -3.7817241 40.3829852))",1.0,47.9,25.8,14042.0,88.1,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,Local
223,madrid_hdbscan_5_5,223,12,-3.764586597535135,40.37537670013209,-3.7648544,40.3755367,5.3934169693025245e-06,2224934.594951563,0.0007652961202426,0.0020913546448952,0.000773203070936,0.0005175339907975,Yes,,,,0.167,0.083,0.083,,,,,,,,,,,,,,,,0.083,0.083,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.763624964506881 40.37426751497866, -3.7651932 40.3752903, -3.7653286 40.3756247, -3.7649399 40.3762641, -3.762627279038628 40.37464537579913, -3.763624964506881 40.37426751497866))",373.0,44.31,22.21,15826.98,88.1,3535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Local
224,madrid_hdbscan_5_5,224,9,-3.780394476010825,40.38177832718573,-3.7803069804199048,40.3818101,4.0479654417856e-06,2223339.138989785,0.0006382478579868,0.0012942593784731,0.0006233723219333,0.0004422770964709,Yes,,0.111,,0.222,,0.111,,,,0.111,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.780170233510153 40.38119756928969, -3.7816758 40.3815958, -3.780306980419905 40.38280447867867, -3.7791567 40.3820328, -3.780170233510153 40.38119756928969))",1083.0,46.89,26.94,12007.36,88.1,5756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,Local
225,madrid_hdbscan_5_5,225,28,-3.774585282157771,40.37510604257792,-3.77447305,40.37463014435846,2.592577957258257e-05,1080006.096696548,0.0018830666858621,0.0036462020330312,0.0015349589693369,0.0014333181812938,Yes,0.071,0.036,,0.036,,0.107,,,,,,0.036,,,,,,,0.071,,0.036,,,0.036,,,0.179,,,0.036,,,,,,,0.107,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7739221 40.3731477, -3.774365009382466 40.373152777106235, -3.77503275 40.37361935, -3.776041473861112 40.37456383516957, -3.7772305 40.3772295, -3.777168339972735 40.37767948416269, -3.7761015 40.377563, -3.771509623046943 40.37457128871693, -3.7720859 40.3736151, -3.7739221 40.3731477))",2218.0,49.34,29.69,14450.89,88.1,6556.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,Local
226,madrid_hdbscan_5_5,226,9,-3.759904023034044,40.398650423332654,-3.7597919,40.3985779,1.9053119891887403e-06,4723635.840780121,0.0005208729383187,0.0008911203596318,0.0004745942773576,0.000356789354975,Yes,,,,,,0.111,,,,,0.111,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7595142 40.3980532, -3.7606391 40.3988091, -3.760304709468072 40.399446379284285, -3.7592715 40.398378, -3.7595142 40.3980532))",101.0,52.73,38.65,18397.18,88.1,3621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Local
228,madrid_hdbscan_5_5,228,11,-3.764690965246253,40.38364386344725,-3.7647573,40.3836481,1.4693751600011257e-06,7486175.280104486,0.0003819672833428,0.0009097145488747,0.0003048342438628,0.0003738645185556,Yes,,0.091,0.091,0.091,,,0.091,,,,,,,,,,,,,,,,,,,0.091,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7642026 40.3830165, -3.76498441770879 40.38308739791979, -3.7651877 40.3838947, -3.764975 40.3845081, -3.7642216 40.3837346, -3.7642026 40.3830165))",84.0,47.21,25.93,14007.83,88.1,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Mixed
229,madrid_hdbscan_5_5,229,43,-3.7586690166593457,40.38627310199856,-3.7586028,40.3863168,4.98358331692586e-06,8628329.71086449,0.0007101474047015,0.0015134369714519,0.0004829377382095,0.0006118055916294,Yes,0.023,0.093,0.023,0.093,0.047,0.047,0.047,,,,0.023,,,0.023,0.023,,,,0.023,0.023,0.093,,0.023,,,0.023,0.023,,,,,,,,,,,,,0.023,,,,,,0.023,,0.023,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,0.023,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,0.023,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.758380849685184 40.384787352604626, -3.758821 40.385041, -3.7593615 40.3857381, -3.759767666666666 40.386708733333336, -3.7590048 40.3874231, -3.7579571 40.3871185, -3.7578769 40.3855089, -3.758380849685184 40.384787352604626))",1668.0,45.27,22.21,11757.34,88.1,6558.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,Local
