param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation
madrid_hdbscan_5_5,409,5,-3.7215521799999998,40.48035308,-3.7214153,40.4802622,9.217563200002814e-07,5424427.141436333,0.0004902283746275306,0.0008175175428083911,0.0004659997227466973,0.000267545423432968,Yes,,,,,,0.2,0.2,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,410,39,-3.718710854017785,40.48145570774549,-3.718736,40.4814675,6.494534520003447e-06,6005049.304130776,0.0008577261497775216,0.0017539856230292979,0.000892438400637752,0.00041091419793656093,Yes,0.051,,0.051,,,0.103,0.103,0.026,0.026,,,,,,0.077,,,,,0.026,0.026,0.026,,0.051,,,0.026,,0.026,0.051,,,,,,,,,,,,,0.026,,,,,,,,,,,,,0.051,,,,,,0.026,0.026,,,,,,0.026,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,411,7,-3.6563844211428966,40.43651353707869,-3.656545,40.4365459,7.960861395534297e-07,8793018.308203055,0.0004261837259701319,0.0008849616727306276,0.0002466439922952073,0.0003993513246525651,Yes,0.143,,,,0.143,,,,,,0.143,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,412,6,-3.722223533333333,40.46978418333333,-3.72223875,40.4697479,8.813269499998217e-07,6807916.176852658,0.0004056713201382437,0.0007628890819719422,0.0003015044259856628,0.0003329578122256848,Yes,,,,,,,,,,,0.167,,,,,,0.167,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,413,7,-3.654649410905258,40.40181547780073,-3.6551495,40.40184680910607,6.0202768083097866e-06,1162737.2333341718,0.0011902833497456984,0.0018413055442724018,0.0011106551685033403,0.0007084159609353026,Yes,,,,,0.286,0.143,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,414,17,-3.702371313881026,40.48369928117257,-3.7024216,40.4836062,2.08435803137698e-06,8155988.435810794,0.0006085117735410317,0.0009728417048985455,0.00045819453872060663,0.00044307693482618655,Yes,,0.059,,0.118,,0.059,0.059,,,,0.059,,,,,,,,0.059,,,,0.059,,,,0.059,0.059,,,,,,,,,,0.059,,,,,,0.059,,0.059,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,415,27,-3.7004003703703696,40.4850441,-3.7002957,40.485084,4.460830640018437e-06,6052684.394198028,0.0007675369453530477,0.0014994948977210558,0.0007416436569788165,0.000407080392461159,Yes,,0.185,0.074,0.037,,0.037,0.037,0.037,,,,,,,0.037,,,,0.037,0.037,,0.037,0.037,0.074,,,,,,,,,,,,,,0.037,,,,,,,,,,0.037,,,,,,,,0.037,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,416,5,-3.64906704,40.43095124,-3.6490577,40.4307691,4.280477400006376e-07,11680940.074564002,0.0003928082786942984,0.0006431895375404109,0.00014235134843066508,0.00039655704053761056,Yes,,,,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,0.2,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,417,19,-3.714546845226389,40.48166829220533,-3.7145746,40.4815772,2.3284673706127346e-06,8159873.846546608,0.0005157516597815732,0.0011669575197877661,0.0004343481704715018,0.00039326348525725526,Yes,0.053,0.053,0.053,,0.053,0.053,,,,,,,,,,,,,0.158,,,,,0.053,,,0.053,,,0.053,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,418,15,-3.712508468456613,40.48221861598198,-3.7125387,40.4822162,1.035703243324828e-06,14482913.031967347,0.0003768122291493648,0.0007913114272982878,0.00041271096146003035,0.00015525161000321674,Yes,0.133,,0.067,,,,0.133,,,,0.067,,,,0.067,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,0.067,,,,,,,0.067,,,,,,0.067,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,419,6,-3.7109542166666665,40.482297716666665,-3.71091515,40.4823029,1.4199738000107248e-07,42254300.748046786,0.00019090948360245868,0.00034503927393345047,0.00020862929178060903,7.882517399659398e-05,Yes,,0.167,,,,,0.167,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,420,22,-3.7224262636363634,40.468113731818185,-3.72239165,40.4681919,3.2809104999938977e-06,6705455.695923713,0.0005203782805067464,0.0016541548126318948,0.0003982700757314701,0.0004840277860038635,Yes,,0.091,0.045,,,0.045,0.045,,,,0.136,,,,0.045,,,,,,,0.045,,,,,0.045,,,,,,,,,,,,,0.045,,,,0.045,0.045,0.045,,,,,,,,,,0.045,,,,,,,,,,,,,,0.045,,,,,,,,0.045,,,,,,,,0.045,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,421,7,-3.7197375714285714,40.467983328571435,-3.7196623,40.4681262,4.5526608000103756e-07,15375623.854920285,0.00032065316348916265,0.00045759327565358455,0.0002270339226654059,0.0002469143733265219,Yes,,,0.143,,,,,,,,,,,,0.143,,,,,,0.143,,,,,,,,,,,,,,,,,,,0.143,0.143,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,422,6,-3.72098855,40.4661349,-3.7211442999999997,40.46607725,2.705593799979922e-07,22176277.902634628,0.0002860252888065391,0.00047822626705337887,0.0002782158739181191,0.0001312859093723072,Yes,,,,0.167,,,,,,,0.333,,,0.167,,,0.167,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,423,25,-3.7195135649076856,40.4662332074451,-3.7194698,40.4662476,2.353425177209671e-06,10622814.8836417,0.00048141322962769005,0.0008366944333942408,0.00037347561877548036,0.0003652978879188743,Yes,,,0.04,,,0.04,,,,0.04,0.04,0.04,,,,,,,,,,0.04,,0.04,,,0.12,0.04,,,,,,,,,,,,,,,,0.04,0.04,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,0.04,,,,,0.04,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,424,15,-3.651234021906661,40.432427293389985,-3.6511131,40.4324628,3.4283162999901042e-06,4375325.57892727,0.0008282569392407221,0.0018879418951237106,0.0009357645638484378,0.00023678251438204558,Yes,,,0.133,,0.067,0.067,0.133,,,,0.133,,0.067,,0.067,,,,0.133,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,425,17,-3.699294205882353,40.477398947058816,-3.6992966,40.4774818,2.5246000799983854e-06,6733739.785039883,0.0006064427939054855,0.0010411227533432272,0.0003700457928269398,0.0005254935787566366,Yes,0.059,0.118,0.059,0.059,,0.059,,,,,,,,,0.059,,,,0.059,,,,,0.118,,,0.118,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,0.059,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,426,6,-3.7575402426283326,40.40346364933298,-3.757375883465017,40.4034324,9.007411126584987e-07,6661181.460110394,0.00041491916587746273,0.0010793512129717757,0.00047270741989820133,0.0002064707729543938,Yes,,0.167,,0.167,0.167,,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,427,5,-3.7276985638280458,40.3803023673252,-3.7277436,40.380414207042705,1.6045253680555062e-06,3116186.3187363655,0.0006734184987929354,0.0009184454045396589,0.00035224541600272646,0.0006429202186328974,No,,,,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,428,10,-3.754621369671267,40.40090634866594,-3.7546865499999997,40.40077085,2.4157635600066583e-06,4139477.9545281483,0.0005159818973078699,0.0014895920526101798,0.000515841145226797,0.00042802870450706846,Yes,,0.1,0.1,,,0.1,,,,,0.1,,,,0.1,,,,,,0.1,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,429,73,-3.6437532719675128,40.44019466381421,-3.6436096,40.4402129,1.0111770272392045e-05,7219309.580174143,0.0009409713543060298,0.0021513356534746714,0.0009435991333570342,0.0005274229409984505,Yes,0.014,0.055,0.027,0.014,0.014,0.041,0.027,0.027,,,0.096,,,0.014,0.014,0.041,,,,0.027,0.068,0.041,,,,0.041,0.027,0.014,,0.055,,0.014,,,0.014,,,,,0.014,,0.014,,0.027,,0.014,,0.014,,,,,,,,0.014,,,,,0.014,,,,,,,,0.041,0.014,,,,0.014,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,0.014,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,0.014,,,0.014,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,430,6,-3.718623183333333,40.474045133333334,-3.7186420499999997,40.473993050000004,3.2075333999865433e-07,18705962.65661699,0.00029113595672618095,0.0005081200495149076,0.0001763342603945531,0.00025993112976660315,Yes,,,0.167,,,,,,,,0.167,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,431,14,-3.7190883,40.47290151428572,-3.7190779000000003,40.4729323,3.042182000016598e-07,46019600.40498437,0.0002439498283423067,0.00044136770408181506,0.00011880668571856997,0.00023937890424239895,Yes,,0.143,0.071,,,0.071,0.071,,,,0.071,,,,0.143,,,,0.071,0.071,0.071,,,0.071,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,432,7,-3.7032388285714286,40.47465051428571,-3.7031802,40.4747468,2.5527381000109324e-07,27421536.1143786,0.00026109282948267643,0.00033167661684797687,0.00021127285481970174,0.00016737582543169366,Yes,0.143,,,0.143,,0.143,0.143,,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,433,21,-3.7052625904761904,40.47430371428571,-3.7052916,40.4743767,1.271089399995734e-06,16521261.211107953,0.0006620229495099738,0.0014906973148771088,0.0007445927419320649,0.0001643251836640163,Yes,0.095,0.095,0.048,0.143,,0.048,,,,,,,0.048,,,,,,,,0.095,0.143,,,,,,,,,,,,,,,,,,,,,,0.048,0.048,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,0.048,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,434,7,-3.7359291621037847,40.40842591074604,-3.736072552178615,40.4082988,1.9490762500014583e-06,3591444.921662127,0.0006613028137556342,0.001246074588352263,0.00047796533196734945,0.0005364704286969179,Yes,,,,,,0.143,,,,,,,,,,,,,,,0.143,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,435,58,-3.7504446724368536,40.411595136637445,-3.7508415992120527,40.411663850554994,2.265728741861149e-05,2559882.784218766,0.0017046575670903483,0.003181227588273128,0.0012935473190726456,0.001320081853790815,Yes,,,0.103,,,,,0.034,,,,,,,,,,,0.103,,,,,,,,,,,,,,,,,,,0.017,0.034,,,,,,,,,,,,,,,,,,0.172,0.017,,,0.017,,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,436,20,-3.7509525620686013,40.400915787846614,-3.7510564,40.40105895,4.589082137587929e-06,4358169.978302506,0.0008400715200476267,0.0018539725250739277,0.0007670355970230229,0.0004961750074186856,Yes,0.05,,0.15,,,0.05,,,,0.05,0.05,0.05,,,0.05,,,,0.05,,,0.1,0.05,0.05,,,0.05,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,437,5,-3.65886036,40.431470479999994,-3.6588819,40.4314679,4.1582712000021665e-07,12024227.760799717,0.00029065571186390096,0.00040872187364647674,0.00022795323730982528,0.00021341219646535105,No,,,0.4,,,,0.2,,,,,,,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,438,76,-3.656290004807633,40.4324975317124,-3.65602702456514,40.4322028,1.0104375399999372e-05,7521494.104425764,0.001109951874097909,0.0020227299604327975,0.000919266887621269,0.0007726508542985252,Yes,,0.026,0.105,,0.013,0.039,0.066,,0.013,,0.092,,,0.013,0.039,,0.013,,0.013,0.013,0.053,0.026,,0.013,,0.026,0.039,,0.039,0.079,,,,,,,,,,0.013,,,0.026,,0.013,,,0.013,,,,,,,,0.013,,0.026,0.013,,,,0.026,,,,0.013,0.013,,,0.013,,,,,,,,,,,,0.026,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
