param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation
madrid_hdbscan_5_5,767,12,-3.7101016999999996,40.44958400833333,-3.71013275,40.4495329,1.269049249999164e-06,9455897.791207004,0.00046247556984643177,0.0009417769587686199,0.00044781824624130567,0.00023358665935921147,Yes,,0.083,,0.083,,0.083,0.083,,,,,,,,0.167,,,,0.083,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,768,18,-3.6931730666666667,40.467885333333335,-3.6932366,40.4677546,2.73286690999854e-06,6586489.789950882,0.0006390218990201613,0.001173302168621032,0.00041562131936548954,0.0005443984600766076,Yes,,0.056,0.222,,0.056,,,,,,,,,,,,,,0.056,,0.056,,,0.056,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,769,5,-3.69435092,40.46714008,-3.6943449,40.4671304,1.8210932999993802e-07,27456034.24053947,0.0002107327043844224,0.00038989974967842527,9.088439690067965e-05,0.00022435614009894448,Yes,,,,,,,,,,,0.2,,,,,,,,,,,,,,,0.2,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,770,5,-3.70570534,40.4530529,-3.7057282,40.45302,7.862666999856334e-08,63591654.07986068,0.0001442597044282296,0.00025287798559388167,0.00013823156802987647,8.165740627592014e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.4,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,771,15,-3.7028555223050996,40.46291235441382,-3.7029036,40.4629187,1.4873409797969312e-06,10085111.755643263,0.00045675221988354154,0.0008169972665817406,0.000442720307348753,0.0002487019574454226,Yes,0.067,,,,0.067,,,,,,,0.067,,0.067,0.133,,,,,0.067,0.133,0.067,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,772,7,-3.7065773285714294,40.454933842857145,-3.7066143,40.4549722,1.576737500005915e-07,44395468.49094247,0.00016417497361028514,0.0002766746280342734,0.00011922579675660961,0.0001345625171461737,Yes,,,,,,,,,,,,,,,,,,,,,0.143,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,773,8,-3.6967681976204814,40.44183555744114,-3.6967668,40.4418783,5.869222799969741e-07,13630424.798392804,0.00040066804191665853,0.0006745581885350549,0.0004150520677935042,0.0001608005413836602,Yes,,0.125,0.25,,,0.125,,,,,,,,,,,,,,,,,,0.125,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,774,21,-3.695676636808438,40.442982878044184,-3.6956978,40.4429598,2.9631800000035344e-06,7086980.878642186,0.0008786814725731197,0.0015516709570685475,0.00030814950618695825,0.0009234823314155994,Yes,,,0.333,,0.143,0.048,0.048,,,,,0.048,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,775,10,-3.7074044200000005,40.45424979,-3.7073312,40.4542287,4.31253450000524e-07,23188220.291310944,0.00026055050524723247,0.0005355646968374098,0.00020599256200165323,0.00020505880351768957,Yes,,,0.1,,,0.1,,,,,,,,,,,,,,0.1,0.4,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,776,74,-3.7088935743243243,40.452411108783785,-3.7090818,40.45245315,8.853000779999744e-06,8358747.710400873,0.00090112360357783,0.002009066672255661,0.0007326629270073803,0.0007065081319399627,Yes,0.014,0.095,0.095,0.014,,0.014,0.027,,,,0.054,,,,0.014,0.014,,,0.027,0.014,0.054,0.041,,0.027,,,0.027,,,,,,,,,,,,,0.014,,,,0.014,0.027,0.014,,0.014,,,,,,,,0.014,,0.027,,,,,,,0.014,,0.014,0.014,0.068,0.014,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,777,35,-3.702461651428571,40.442545585714285,-3.7024871,40.4423119,3.7569504000018896e-06,9316066.562918264,0.0006980991561828849,0.0011473716331550884,0.0004750477229388549,0.0005709458393841427,Yes,,0.029,0.143,0.057,,0.029,0.029,0.029,,,0.143,,,0.029,0.057,,,,,,,0.029,0.029,,,,0.029,0.029,,0.029,,0.029,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,0.029,,,0.029,0.029,,,,,,0.029,0.029,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,778,14,-3.7122066648959517,40.420429393779365,-3.7124929499999997,40.4204019,2.024630299998649e-06,6914842.675232778,0.0006145338103557963,0.0010378986765061913,0.000563883013972393,0.00035722787784807646,Yes,,,0.357,0.071,,0.071,,,,,,,0.143,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,779,9,-3.680737461436602,40.43274074929673,-3.6809931,40.4328293,2.1637436227397407e-06,4159457.666525281,0.0005540667013110471,0.001062027301053465,0.0005200412166018514,0.00034450638947818333,Yes,0.111,,0.333,,0.111,,0.111,,,,,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,780,23,-3.6725830988341657,40.42168466638582,-3.6726071,40.421576997138445,2.9407304915381813e-06,7821185.9489271315,0.0005520889303924458,0.0015614539403563843,0.0005963833658993395,0.00029772215107573427,Yes,0.043,0.087,0.174,,,,0.087,0.043,,,,0.087,,,0.043,,,,0.043,,,,,,,,,,,0.043,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,0.043,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,781,13,-3.6856695461538456,40.43308883076923,-3.6855911,40.43294,2.7996322500020207e-06,4643467.01249445,0.0006234499418983289,0.0013366347297498642,0.00030969337593918055,0.0006272983198850679,Yes,,,0.154,,0.077,,0.077,,0.077,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,782,35,-3.69558894,40.46055462,-3.6957528,40.4605292,3.353927819998212e-06,10435525.711468251,0.0006645693814128248,0.0013340750338731828,0.0006655859254178375,0.0003493306994808432,Yes,,,0.2,0.057,0.029,0.029,0.057,,,,0.029,,,,0.029,,,,,0.029,0.029,,0.029,,,0.029,0.029,,0.029,,,,,,,,,0.029,,,,0.029,,,0.029,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,0.029,,,,,,,,,,0.057,0.029,,,,,,0.029,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,783,7,-3.6963460714285716,40.45931347142857,-3.6963941,40.4592256,4.833211399973596e-07,14483123.995027905,0.0002877400306229159,0.0004987596503046203,0.00021532855105145044,0.00025049810785729003,Yes,,0.143,0.286,,,,,,,,,,,,0.143,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,784,14,-3.679448091246701,40.43724290524558,-3.67944025,40.43732335,2.0817809907047924e-06,6725010.970179079,0.0005243584091426123,0.0009690716429957051,0.0004212288160135816,0.0004170055894899942,No,,,0.143,,,0.071,,,,,0.071,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,785,12,-3.6819569750000007,40.43726823333333,-3.6819186999999998,40.4373166,1.4939494499930427e-06,8032400.293099531,0.0006091101103212604,0.00130125563594241,0.0006711191649339988,0.00020750411776282812,Yes,,,0.167,,,0.083,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,786,6,-3.67439943921141,40.42145996230066,-3.67437375,40.421445250000005,2.4479488817486234e-07,24510315.737124663,0.0002576021718214159,0.0003548628072729659,0.00015528964621144915,0.00021513084741361702,Yes,,0.167,,,,0.167,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,787,8,-3.6692703375000004,40.41740552499999,-3.66913705,40.417414050000005,7.435451500037348e-07,10759265.93019915,0.0004804892710828939,0.0006514312354524849,0.00024375637908322106,0.0004384528131688771,Yes,,,0.125,,,0.125,0.125,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,0.125,,0.125,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,788,23,-3.6708463383565464,40.41881411406903,-3.6712675,40.4188061,7.283050958969616e-06,3158017.1729642777,0.0011572097253007732,0.0019578547585729447,0.0010225967662788192,0.000643886864778892,No,,,,,0.043,,0.043,,0.043,,,,,,0.087,,,,0.043,,,,,,,,,,,,,,,0.043,,0.043,,0.043,,,,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,789,7,-3.701544022280731,40.40096797620386,-3.7017703,40.400987,8.252726999971919e-07,8482044.78352891,0.00040860623167554436,0.0008201626392353242,0.0003967923010267716,0.00023108785098149994,No,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,790,6,-3.6970069057509156,40.39297895573403,-3.6969126672527475,40.39297315,4.642871291315638e-07,12923037.541925475,0.00028830744171356787,0.00046029940291299014,0.0002066194311711018,0.00023782011702406405,Yes,,0.333,0.167,0.167,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,791,29,-3.670027451724138,40.44234252068966,-3.6701321,40.4423144,4.5938569599807655e-06,6312778.184569644,0.0007461542416918181,0.0017635323246258346,0.0007164317055406784,0.0004048363648807202,Yes,,0.103,0.138,0.034,,0.034,,,,,,,,,0.069,,,,0.034,,0.034,0.034,0.034,,0.034,,0.103,,,,,,,,,,,,,0.034,,,,,,,,0.034,,,,,,,,,,0.034,,,,,0.069,,,,,,,,0.069,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,0.034,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,792,9,-3.672192755555555,40.43613716666667,-3.6722018,40.436105,7.05557850000094e-07,12755864.030141259,0.00028969367377405336,0.0005653074559515124,0.0002532399613502743,0.00023017969791754893,Yes,0.111,,0.556,,,0.111,,,,,0.111,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,793,17,-3.6706461969855293,40.435008385655195,-3.6706435,40.4351278,2.6344317127560578e-06,6453004.614879596,0.0005908728836401721,0.0013352607626774889,0.00035562039701469126,0.0005702115727652043,Yes,,0.059,0.118,,,,0.059,,,0.059,,,,,,0.059,,,,,,,,,,,,0.059,,,,,,,,,,,,,0.059,,,,0.059,,,,,,,,,,,,,,,,,,,,,,0.118,,,,0.059,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,794,21,-3.6798110142857143,40.434700904761904,-3.6797454,40.4346635,1.9886401499983043e-06,10559979.893807286,0.00045663964868983796,0.0010043430393571573,0.0004109678788117278,0.0003235184391240655,Yes,,0.048,0.19,,,0.048,0.19,,,,0.048,,,,,,,,,,,,,,,,,,0.048,,,0.095,,,,,0.048,,,,,,,,,,,0.048,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,795,33,-3.6983565198558073,40.39545751804608,-3.6981593,40.3952903,6.393696422603734e-06,5161333.572756846,0.0006858733114477944,0.0018011412043801136,0.0005287952568145354,0.0006246080509903773,Yes,,0.121,0.091,0.03,0.03,0.03,0.03,,,,,,,,0.061,0.03,,,,,0.03,0.061,,,,,0.061,,,,,0.061,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madrid_hdbscan_5_5,796,6,-3.68166085,40.43482363333333,-3.6815176,40.434709049999995,4.067179799955639e-07,14752236.918725459,0.00035929247525098054,0.0007618821148605286,0.0003738660667047798,0.00017018030307656545,Yes,,,,,,0.167,0.167,,,,0.167,,,,,,,,0.167,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
