param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_school,amenity_rel_restaurant,shop_rel_convenience,shop_rel_hairdresser,shop_rel_bakery,amenity_rel_community_centre,amenity_rel_bank,amenity_rel_library,amenity_rel_bar,amenity_rel_pharmacy,amenity_rel_atm,amenity_rel_pub,amenity_rel_cafe,amenity_rel_clinic,shop_rel_butcher,shop_rel_funeral_directors,amenity_rel_post_office,amenity_rel_taxi,amenity_rel_veterinary,amenity_rel_arts_centre,amenity_rel_post_box,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_car_repair,shop_rel_outdoor,shop_rel_wholesale,amenity_rel_vehicle_inspection,shop_rel_seafood,shop_rel_supermarket,amenity_rel_doctors,shop_rel_department_store,shop_rel_car,shop_rel_shoes,shop_rel_firearm_shop,shop_rel_mall,shop_rel_tyres,amenity_rel_fast_food,amenity_rel_cinema,amenity_rel_charging_station,amenity_rel_hospital,shop_rel_hardware,shop_rel_furniture,shop_rel_clothes,shop_rel_motorcycle,shop_rel_doityourself,shop_rel_sports,shop_rel_car_parts,shop_rel_variety_store,shop_rel_lighting,shop_rel_copyshop,shop_rel_beverages,shop_rel_yes,shop_rel_toys,shop_rel_signs,shop_rel_watches,shop_rel_garden_centre,shop_rel_florist,shop_rel_pet,shop_rel_laundry,shop_rel_interior_decoration,shop_rel_stationery,amenity_rel_dentist,shop_rel_electronics,shop_rel_optician,shop_rel_kitchen,shop_rel_gift,shop_rel_computer,shop_rel_beauty,shop_rel_greengrocer,shop_rel_mobile_phone,shop_rel_jewelry,shop_rel_cosmetics,shop_rel_hairdresser_supply,shop_rel_fashion_accessories,shop_rel_video_games,shop_rel_dry_cleaning,shop_rel_lottery,shop_rel_mobile_phone_accessories,shop_rel_tobacco,amenity_rel_language_school,shop_rel_window_blind,shop_rel_ticket,amenity_rel_biergarten,shop_rel_games,shop_rel_bicycle,shop_rel_deli,amenity_rel_theatre,shop_rel_travel_agency,shop_rel_herbalist,shop_rel_vacant,amenity_rel_college,amenity_rel_university,shop_rel_car_repair;car,shop_rel_chemist,amenity_rel_police,amenity_rel_studio,amenity_rel_car_sharing,shop_rel_trade,shop_rel_paint,shop_rel_fabric,shop_rel_books,shop_rel_massage,shop_rel_storage_rental,shop_rel_general,shop_rel_photo,shop_rel_tattoo,shop_rel_gas,shop_rel_builder,shop_rel_shoe_repair,shop_rel_cannabis,shop_rel_coffee,shop_rel_repair,shop_rel_musical_instrument,shop_rel_sewing,shop_rel_antiques,amenity_rel_parcel_locker,shop_rel_doors,shop_rel_perfumery,amenity_rel_gym,shop_rel_medical_supply,shop_rel_pastry,shop_rel_tailor,amenity_rel_events_venue,shop_rel_curtain,shop_rel_bag,shop_rel_hearing_aids,shop_rel_beer,shop_rel_frame,shop_rel_art,shop_rel_wine,shop_rel_brewing_supplies,shop_rel_tea,shop_rel_pawnbroker,shop_rel_second_hand,shop_rel_weapons,shop_rel_craft,shop_rel_bed,shop_rel_appliance,shop_rel_nutrition_supplements,shop_rel_pottery,amenity_rel_payment_centre,shop_rel_newsagent,amenity_rel_place_of_worship,shop_rel_kiosk,shop_rel_pet_grooming,shop_rel_locksmith,amenity_rel_marketplace,shop_rel_estate_agent,shop_rel_boutique,shop_rel_party,shop_rel_electrical,amenity_rel_bureau_de_change,shop_rel_houseware,shop_rel_carpet,amenity_rel_money_transfer,shop_rel_nuts,shop_rel_electronic_parts,shop_rel_video,shop_rel_health_food,shop_rel_hifi,shop_rel_erotic,shop_rel_music,shop_rel_collector,shop_rel_beauty;travel_agency,shop_rel_clock,shop_rel_rental,shop_rel_charity,shop_rel_baby_goods,shop_rel_grocery,shop_rel_bathroom_furnishing,shop_rel_chocolate,shop_rel_dairy,amenity_rel_payment_terminal
Zaragoza_hdbscan_5_5,20,10,-0.8388547442603169,41.66934674377622,-0.8389173319598244,41.66951435,1.9301902410749453e-06,5180836.472590849,0.0005920481853684972,0.0010352608037851871,0.00044246085368576877,0.0004936134955812372,Yes,0.1,0.4,,,,,,,,,,0.1,,,,,,,,,0.1,,,,,,,,0.1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,21,15,-0.8894966895327959,41.60831528310112,-0.8895857,41.6082126,1.233645780000931e-06,12159081.83951205,0.0005677423337624406,0.0010841413571171406,0.00019092289018812357,0.0005946624696577579,Yes,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,0.067,,,,,,,,,0.2,,,,0.067,,,,,,,,,,,,0.067,,0.067,0.067,,,0.067,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,22,9,-0.8709733477018233,41.69811499812663,-0.8707078479937256,41.69839391480241,4.1651097283091134e-05,216080.7418548774,0.0024834286407538057,0.005488818851518692,0.0017238882986033944,0.002203920208477419,No,,,,,,,,,,0.111,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,23,16,-0.8628578663106116,41.69177653258413,-0.8627922193408251,41.692482749999996,2.7162267592776495e-05,589052.4399463255,0.0021659188811277005,0.004097722878215262,0.0018369962322246347,0.001458464001050801,No,,0.188,,,,,,0.062,0.125,,,,0.062,0.062,,,,0.062,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,24,15,-0.8263264624637877,41.67043813124909,-0.8263255,41.6703816,3.375116351258953e-06,4444291.229961553,0.0008098846921659951,0.0016278498269191356,0.0008729485280837764,0.0003311255603975652,Yes,,0.133,,0.067,,,,,,,,0.067,,,,,,,0.067,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,0.067,0.067,,,,,0.067,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,25,94,-0.8865670087359816,41.60881638697675,-0.8866887,41.608852049999996,4.195186579997124e-06,22406631.55440978,0.0008695726485650247,0.002074663999621884,0.0009692300159476271,0.00023770961977799402,Yes,,0.096,,0.043,0.011,,,,,,0.011,0.011,0.032,,,,,,,,,0.021,,,,,,,,,,,0.074,,0.021,,,,0.011,,,,0.309,,,0.011,,0.043,,,,,0.021,,,,,,,,,,0.021,0.011,,0.043,,,,0.085,0.032,0.032,0.011,0.011,0.011,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,26,33,-0.8873891854105614,41.60776661238281,-0.8873345,41.60772790863273,1.3971314300017593e-06,23619825.08686276,0.0005222584014640941,0.0010798245567287222,0.0005573570310733057,0.00020761032312477019,Yes,,0.242,,,,,,,0.03,,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,0.03,,0.273,0.03,,,,,0.03,,,0.091,,,,,,,0.091,,,,,,,,,,0.03,,,0.03,,,,,,0.03,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,27,9,-0.8304732164544634,41.671928280856925,-0.8304585,41.6720139,2.9589914937405926e-06,3041576.840973848,0.0005341644540438292,0.0013206577766671185,0.00043360277185571124,0.000514216206037302,Yes,0.111,0.111,,,,,,,,,,0.222,,,,,,,,,,,,,,,,0.111,,,,,,,,,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,28,54,-0.8312555104953135,41.66710829230579,-0.83120225,41.6669648,1.5195639539995265e-05,3553651.0232340526,0.001320610277146025,0.0031361502732817088,0.0014732699587587648,0.0005278139560071362,Yes,,0.019,,0.056,0.037,0.093,0.074,0.019,,0.019,,0.056,0.037,,,,,,0.019,,0.019,0.019,,,,,,,0.037,,,,0.019,,,,0.037,,,,0.056,,0.037,,,,,0.037,,,,,0.019,,,,,,,,,0.019,,0.019,,,,,0.019,,,,,,,,,,0.037,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,29,13,-0.8250545013826992,41.66757022576228,-0.8249699,41.6676095,1.6468945999943225e-06,7893644.1955938265,0.00043820388428271467,0.0009484066768624921,0.0003080696070284847,0.0003873191868739655,Yes,,0.154,,0.077,,,,,,,,0.154,0.154,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,0.077,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,30,6,-0.8267282165299304,41.667076511232644,-0.8267361,41.666996100000006,1.0552605134967618e-06,5685799.784280862,0.0004803511913748892,0.0008666823592111426,0.0003374538836135374,0.00038775797449862683,Yes,,0.167,,,,,,,,0.167,,0.167,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,31,7,-0.9003979425454522,41.621921485067965,-0.9005131,41.622018,1.2085168085677257e-05,579222.3947878766,0.0013614750308119047,0.002802376615396094,0.0013983866591884303,0.0008944866998122178,Yes,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,32,10,-0.9271100240264927,41.62750597021999,-0.9271248999999999,41.627711700000006,5.949681331602145e-06,1680762.28669329,0.0006500218897073734,0.0026811549546571544,0.000635672593107375,0.0007079196429803694,No,0.1,0.6,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,33,11,-0.9299622818181816,41.62184392727272,-0.9299227,41.6224444,1.0348749840002927e-05,1062930.32202592,0.0014197327682957768,0.0023837598979439636,0.0007040817964079665,0.0014284719617892318,Yes,,0.273,,,,,0.091,,,,,0.091,,,,,,,,,0.091,,,,,,,,,,,,,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,34,8,-0.9249707625000001,41.61676047500001,-0.9250027000000001,41.6169177,1.2566250000082952e-06,6366258.828168459,0.0004485290457823161,0.0009541599994380153,0.0003891585696650346,0.0003509957362641331,Yes,,,,,,,,,0.125,0.125,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,0.125,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,35,7,-0.9242666151943139,41.620729580176594,-0.9245556,41.620715,2.8797306609616157e-06,2430782.883584856,0.0006947651591296186,0.0015616192534774313,0.000694486360165599,0.00041809557562330456,Yes,,,,,,,,,,0.143,,,,0.143,,,,,,,,,,,,,,,0.143,0.143,,,,,,,0.143,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,36,6,-0.9346922751940846,41.62481403165833,-0.9347924593969255,41.62441284327892,2.4058413939982103e-05,249392.99884722423,0.0021613417499505875,0.003833415878389557,0.001786078996217455,0.0015820527768689926,No,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,37,12,-0.9314361666666665,41.629782416666664,-0.9314574,41.6298538,2.1517892999993664e-06,5576754.1924311705,0.0005010366714795097,0.0011779505088829647,0.0002891024972027834,0.0005346442552967534,Yes,,0.25,0.083,,,,0.083,,,0.083,,,,,,,,0.083,0.083,0.083,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,38,6,-0.920705,41.62032935,-0.9207164999999999,41.6203029,4.405094399991928e-07,13620593.465626968,0.00024551833634208555,0.0005589932580099094,0.00022077534584580738,0.00021518683935866604,No,,,,,,,0.333,,0.167,0.167,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,39,7,-0.9231199386335384,41.633667848239945,-0.9230780958823026,41.6337749,1.3180577949342443e-05,531084.4506897528,0.0014772574298573874,0.0034573037864403834,0.0006977990171778006,0.00172494043791834,Yes,,0.143,0.143,,,,,,,,,,0.143,,,,,0.143,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,40,42,-0.9320934086611933,41.641642670776214,-0.9322082463930244,41.64138476456104,9.813418407021453e-05,427985.42014624795,0.003463444229340526,0.0070898374591249775,0.002777550204430187,0.002521722168157637,Yes,0.048,0.024,,0.024,0.048,0.071,0.024,0.024,,0.071,,0.024,0.071,0.024,,,,0.024,,,0.024,,,0.024,,,,,0.024,,,0.048,,,0.024,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,41,15,-0.9201598666666667,41.622444499999986,-0.920209,41.622376,9.586559999957708e-07,15646905.668004137,0.000348640194435517,0.0006406185040967571,0.00028555742835530015,0.00028619291628657434,Yes,,0.067,0.067,0.067,0.067,,,,0.067,0.067,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,0.067,0.067,,,0.067,,,,,,0.067,,,,,,,,,,,,,,,,,,,,0.067,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,42,13,-0.9187018461538462,41.622130907692295,-0.9187213,41.6221165,1.5788361600040267e-06,8233913.264291366,0.0004067259117585226,0.000981410375579251,0.0002362478086683323,0.0004434799856070758,Yes,0.077,0.077,,0.077,0.077,,,,0.077,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,0.077,,,,0.077,,,,0.077,,,,,,,0.077,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,43,26,-0.9397757243505468,41.659411112651895,-0.94073795,41.65939438932044,3.959448279493664e-05,656657.1442454829,0.002948637431299456,0.006710861346921295,0.0033165971088539516,0.0008004274619371732,Yes,0.038,0.115,,,0.038,0.077,,0.038,0.038,0.038,,,,0.038,,,,,,,0.077,,,,,,,,0.038,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,,,,,0.038,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,44,6,-0.9322657166542846,41.65559991018026,-0.9325911084268381,41.655811879905315,2.2040820559320425e-05,272222.1699437943,0.0026847952197900774,0.0038135120819387026,0.0011725009987125611,0.002660010172117535,Yes,0.167,0.333,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,45,36,-0.9080992649856579,41.62817781437084,-0.9079853,41.62841295950204,7.339065692344476e-05,490525.65420626104,0.0029141631752479785,0.0051240612958490805,0.0022531451261197963,0.0022059795379535327,Yes,0.194,0.111,0.028,,0.056,,,,,0.111,,0.028,0.028,,,,,0.056,0.028,,0.028,,,0.028,,,,,0.056,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,0.028,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,46,13,-0.8602992042081495,41.63515247690365,-0.8601684,41.63475624049691,1.0708531385505864e-05,1213985.3292670615,0.0015825182501980552,0.002278665660656318,0.0007843200741734238,0.001444880354293233,Yes,,0.154,0.077,,,,,,,,,,0.154,,,,,,,,,,,,,,,,,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,47,25,-0.9299013240311759,41.66287770421759,-0.9296952,41.6633765,7.063944743996834e-05,353909.90312099765,0.003364313981944496,0.006438032124557325,0.0033468135238053295,0.0016630826353810921,Yes,0.04,0.04,0.08,,0.04,,0.04,,,0.04,,,0.12,,,,,,,,,,0.04,0.08,,,,,,,,0.16,,,,,0.04,,0.04,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,48,24,-0.8868527180654372,41.684165569608076,-0.88717455,41.68399557558628,2.7757005550332535e-05,864646.582877254,0.0015572097120525555,0.003772418507423498,0.0012161066217803928,0.0012637255062547586,Yes,,0.042,,,,,0.083,0.083,,,0.042,,0.083,,,,,,,,0.042,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,49,5,-0.8704387407691734,41.686466107391084,-0.8710635,41.6868825,3.0789725919754163e-06,1623918.320361561,0.0010040768944610866,0.0013973495801480617,0.0008669876285337958,0.000574081655998014,Yes,0.2,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,50,25,-0.8753820836340149,41.687451159416504,-0.8752526,41.6873936,1.8489702221035378e-05,1352103.9820510459,0.0010923565766877952,0.002719650985407512,0.0008876916088788937,0.0009123266940127447,Yes,0.12,0.08,0.04,0.04,0.08,,0.04,0.04,0.04,0.04,,0.04,0.04,,,,,,,,,,,,,,,,0.12,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,51,7,-0.8972218741025125,41.67563841198967,-0.8971726896572426,41.6756746,9.721832350526403e-06,720028.8739417498,0.001341769376042292,0.0026149623199607577,0.0007908311302764755,0.0012574127067926724,Yes,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,52,46,-0.9015841961215524,41.670230350076835,-0.9016299000000001,41.67019105,3.0389317486776635e-05,1513689.8030044956,0.001472229310268922,0.00379048474656424,0.0017341871625144712,0.0005810576580832825,Yes,,0.065,,,,,,,,,,,0.022,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,0.022,,0.022,,,,,,,,0.022,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,53,31,-0.8836169647011176,41.66334951604008,-0.8838910000000003,41.6634192,2.3980037732202322e-05,1292741.919182667,0.001600795612543492,0.0033493626373434474,0.0012503998932510353,0.0012989031846158817,Yes,0.129,0.032,,,0.032,,0.032,,0.032,0.065,0.032,0.032,,0.065,,,,,,,0.032,,,,,,,,0.032,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,0.032,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,54,29,-0.8735008521832387,41.61812129791731,-0.8734752,41.6184377,3.2524072121236476e-05,891647.2664277655,0.0018853706203080342,0.003213611476612052,0.001416510184741264,0.0014951561585618961,Yes,0.034,0.034,0.069,,0.034,,,,,0.034,0.034,0.103,0.069,,,,,,,,0.034,0.034,,0.034,,,,0.034,0.069,,,,,,,,0.034,,,,,,,0.034,,,,,,,,,,,,,,,,,0.034,0.069,,,,,,0.034,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,55,5,-0.8827122189526888,41.676255716174026,-0.8829168491633113,41.6768456486845,1.9576719813145836e-06,2554054.0232089763,0.0008836910337340678,0.001445502645102254,0.0003370094785970793,0.0008666337415957041,No,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,56,7,-0.8709542003231391,41.68147139127474,-0.8706669278402578,41.6813497,7.3337492131431785e-06,954491.324499473,0.0010404728859659822,0.00183826274387142,0.0008756314821715934,0.0007569222105213708,Yes,0.286,,,,,,,,,,,0.143,,,,,,,,,,,,0.286,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,57,7,-0.8871714428571428,41.67765212857143,-0.8871237,41.677638,1.2923037399980731e-06,5416683.232697629,0.0004618629146672923,0.0007904903115446767,0.0003428320740835399,0.000367838690243949,Yes,,0.143,0.143,,,,,,,0.143,,0.143,0.143,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
