param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_school,amenity_rel_restaurant,shop_rel_convenience,shop_rel_hairdresser,shop_rel_bakery,amenity_rel_community_centre,amenity_rel_bank,amenity_rel_library,amenity_rel_bar,amenity_rel_pharmacy,amenity_rel_atm,amenity_rel_pub,amenity_rel_cafe,amenity_rel_clinic,shop_rel_butcher,shop_rel_funeral_directors,amenity_rel_post_office,amenity_rel_taxi,amenity_rel_veterinary,amenity_rel_arts_centre,amenity_rel_post_box,shop_rel_confectionery,amenity_rel_car_rental,shop_rel_car_repair,shop_rel_outdoor,shop_rel_wholesale,amenity_rel_vehicle_inspection,shop_rel_seafood,shop_rel_supermarket,amenity_rel_doctors,shop_rel_department_store,shop_rel_car,shop_rel_shoes,shop_rel_firearm_shop,shop_rel_mall,shop_rel_tyres,amenity_rel_fast_food,amenity_rel_cinema,amenity_rel_charging_station,amenity_rel_hospital,shop_rel_hardware,shop_rel_furniture,shop_rel_clothes,shop_rel_motorcycle,shop_rel_doityourself,shop_rel_sports,shop_rel_car_parts,shop_rel_variety_store,shop_rel_lighting,shop_rel_copyshop,shop_rel_beverages,shop_rel_yes,shop_rel_toys,shop_rel_signs,shop_rel_watches,shop_rel_garden_centre,shop_rel_florist,shop_rel_pet,shop_rel_laundry,shop_rel_interior_decoration,shop_rel_stationery,amenity_rel_dentist,shop_rel_electronics,shop_rel_optician,shop_rel_kitchen,shop_rel_gift,shop_rel_computer,shop_rel_beauty,shop_rel_greengrocer,shop_rel_mobile_phone,shop_rel_jewelry,shop_rel_cosmetics,shop_rel_hairdresser_supply,shop_rel_fashion_accessories,shop_rel_video_games,shop_rel_dry_cleaning,shop_rel_lottery,shop_rel_mobile_phone_accessories,shop_rel_tobacco,amenity_rel_language_school,shop_rel_window_blind,shop_rel_ticket,amenity_rel_biergarten,shop_rel_games,shop_rel_bicycle,shop_rel_deli,amenity_rel_theatre,shop_rel_travel_agency,shop_rel_herbalist,shop_rel_vacant,amenity_rel_college,amenity_rel_university,shop_rel_car_repair;car,shop_rel_chemist,amenity_rel_police,amenity_rel_studio,amenity_rel_car_sharing,shop_rel_trade,shop_rel_paint,shop_rel_fabric,shop_rel_books,shop_rel_massage,shop_rel_storage_rental,shop_rel_general,shop_rel_photo,shop_rel_tattoo,shop_rel_gas,shop_rel_builder,shop_rel_shoe_repair,shop_rel_cannabis,shop_rel_coffee,shop_rel_repair,shop_rel_musical_instrument,shop_rel_sewing,shop_rel_antiques,amenity_rel_parcel_locker,shop_rel_doors,shop_rel_perfumery,amenity_rel_gym,shop_rel_medical_supply,shop_rel_pastry,shop_rel_tailor,amenity_rel_events_venue,shop_rel_curtain,shop_rel_bag,shop_rel_hearing_aids,shop_rel_beer,shop_rel_frame,shop_rel_art,shop_rel_wine,shop_rel_brewing_supplies,shop_rel_tea,shop_rel_pawnbroker,shop_rel_second_hand,shop_rel_weapons,shop_rel_craft,shop_rel_bed,shop_rel_appliance,shop_rel_nutrition_supplements,shop_rel_pottery,amenity_rel_payment_centre,shop_rel_newsagent,amenity_rel_place_of_worship,shop_rel_kiosk,shop_rel_pet_grooming,shop_rel_locksmith,amenity_rel_marketplace,shop_rel_estate_agent,shop_rel_boutique,shop_rel_party,shop_rel_electrical,amenity_rel_bureau_de_change,shop_rel_houseware,shop_rel_carpet,amenity_rel_money_transfer,shop_rel_nuts,shop_rel_electronic_parts,shop_rel_video,shop_rel_health_food,shop_rel_hifi,shop_rel_erotic,shop_rel_music,shop_rel_collector,shop_rel_beauty;travel_agency,shop_rel_clock,shop_rel_rental,shop_rel_charity,shop_rel_baby_goods,shop_rel_grocery,shop_rel_bathroom_furnishing,shop_rel_chocolate,shop_rel_dairy,amenity_rel_payment_terminal
Zaragoza_hdbscan_5_5,58,11,-0.8623782454545453,41.67399460000001,-0.862328,41.6740834,1.397894819998473e-06,7868975.435513821,0.0003770852755474972,0.0009331122558843624,0.0002954136740961351,0.00035483008225429364,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,59,11,-0.8619453999999999,41.67139639090909,-0.8618916,41.6713353,1.4630488000011566e-06,7518546.202964183,0.00047003749460035305,0.0010872724723742571,0.00025580007818605814,0.0005070638859784763,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,60,8,-0.860609425,41.6694396625,-0.8606931,41.669268,1.2558399999984636e-06,6370238.2469182275,0.0005163811677182301,0.0008017213649609074,0.0003561508835802505,0.0004074448672448618,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,0.125,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,61,13,-0.8728369076923078,41.66643726923077,-0.8724968,41.6663211,8.642608639997344e-06,1504175.4800555212,0.001139772374446671,0.0018505022919602598,0.0010728260052931024,0.0006715606901772556,Yes,0.077,0.077,,,,,,,,0.077,,0.077,,0.077,,,,0.077,0.077,,0.077,,,,,,,,,,,,,,,,0.077,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,62,11,-0.8930225628241676,41.66740305349603,-0.8931652,41.6674484,2.611719163617305e-06,4211785.154099298,0.0005388143958374934,0.001288403325785192,0.0005465981729303312,0.0003296684849985084,Yes,0.182,0.182,,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,63,8,-0.8652155349428658,41.65568716313197,-0.865282582176766,41.655517505169264,4.7056771414266925e-06,1700074.1358924843,0.0009295019063215693,0.0014940111920922017,0.0006971277523281857,0.000676902208714778,No,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,64,5,-0.8715542875389509,41.672319616794354,-0.8715161,41.6722432,3.631076913393428e-07,13770019.526596155,0.0005192551632719264,0.0011500936700276764,6.326637461010163e-05,0.0007039369530040297,Yes,,0.2,,,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,65,8,-0.913181775,41.6595698125,-0.91350145,41.65956235,2.153288159997336e-06,3715248.218338737,0.0005885877549240994,0.0017061614660639156,0.000690634294960089,0.0002487274383608873,No,,,,,,,,,,,,,0.125,,,,,0.25,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,66,20,-0.9198220325375305,41.65895400991085,-0.9201322000000001,41.6594227,2.2823981924199937e-05,876271.2863347605,0.0016455186917184515,0.00437971858363456,0.0015811375836423038,0.0010347727788404255,Yes,0.05,0.2,,,,,,,,0.05,,,,,,,0.05,0.05,,,0.05,,,0.05,,,,,0.05,,,0.05,,,0.1,,0.05,,0.05,,,,,,0.05,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,67,28,-0.877320767857143,41.67405899285715,-0.8773593500000001,41.67406365,5.080446599997839e-06,5511326.504251006,0.0008832654762807646,0.0019389316928824125,0.0003206322638314628,0.0009840227635752763,Yes,,0.071,0.036,0.071,,,0.071,,,0.071,,,0.107,,0.036,,,,0.036,,,,,,,,,,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,0.036,,,,0.036,,,0.071,,,,,,,,,,0.036,,,,,,,,,,,,,,,0.036,,,,,0.036,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,68,19,-0.8718562165845625,41.677368605944785,-0.871514,41.677844699072295,1.2166575113846862e-05,1561655.5869018529,0.0012631357282477244,0.0026091130467061326,0.0011042994231991107,0.0008227237006020997,Yes,,0.105,0.053,0.158,0.158,,,,,0.053,,,0.211,,0.053,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,69,13,-0.8671097110553649,41.67659003161099,-0.8669918,41.6766674,3.852965155249089e-06,3374024.8032841524,0.0006436078776045341,0.00186017272179063,0.000754524681171076,0.00032941707892261045,Yes,,0.077,,,,,,,,,,,,,,,,,,,,,,0.154,,,,,,,,,,,,,,,,,,,,0.077,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,70,5,-0.8785580811939753,41.669824421653274,-0.8785256,41.6697993,7.912014284474701e-07,6319503.251923114,0.00037482437850278294,0.0006730322851678578,0.00033899472058836823,0.0002575891008293683,No,0.4,0.2,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,71,12,-0.8768010999999999,41.67015193333334,-0.8766689999999999,41.67018265,2.2922796599993956e-06,5234963.346489391,0.0008050363332815876,0.0012801402010882252,0.00030634010783224633,0.0008000016680546762,Yes,,0.167,0.083,,0.083,,0.25,,,0.083,,,0.083,,,,,,,,,0.083,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,72,15,-0.8850873333333332,41.67377069333334,-0.8848087,41.6735198,3.616682700000764e-06,4147447.05140897,0.0007071375667079035,0.0014024817531159517,0.0005538974618304438,0.0005187744898205485,Yes,,,,,0.067,,0.067,,,0.067,,,0.2,,0.133,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,0.067,,,,,,,,,0.067,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,73,21,-0.8890334819309886,41.675808963798055,-0.8890772,41.6757678,2.2810868782227295e-06,9206137.74095347,0.0009149476726362225,0.0018601886928386422,0.00013466919819649656,0.0010790552521605307,Yes,,0.095,,0.048,0.048,0.048,0.048,,,0.048,,,0.048,,,,,,,,0.048,0.048,,,,,,,0.048,,,,,,,,0.048,,,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,74,7,-0.8875973428571429,41.67346481428571,-0.8874125,41.6734847,2.809965000041905e-07,24911342.311721355,0.00035107194804460815,0.000694698782031033,0.00038488029625970865,8.127279335060223e-05,Yes,,0.286,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,0.143,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,75,7,-0.8909864857142857,41.670233085714294,-0.8909776,41.6702424,4.561052999982776e-07,15347333.17070956,0.000311736317835583,0.0005617532367234073,0.00015050218250502883,0.0003344347360136988,Yes,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,0.143,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,76,5,-0.89031334,41.66833018,-0.8902718,41.6681761,1.9512463999981322e-07,25624646.89239035,0.000273608571544595,0.0003532703129321545,0.00012358300206745054,0.00025437370461613097,Yes,,,,,,,,,0.2,,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,77,18,-0.8880672722222221,41.669344216666666,-0.88804085,41.6694071,2.7116783400035563e-06,6637955.4442199785,0.000585428170021137,0.0011123803341107485,0.0005493380378090982,0.00033797026373154793,Yes,,0.167,0.056,,,,0.111,,,0.056,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,0.056,0.056,,,,,0.056,,,,,,,,,0.056,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,78,15,-0.8897707799999999,41.66976919333333,-0.889766,41.6698469,7.65861070002582e-07,19585797.721706145,0.0003411708605755608,0.0007034099651768091,0.0002008147013210578,0.00031949472289216575,Yes,,0.467,,,,,,,0.067,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,79,28,-0.8838368892857142,41.670346314285716,-0.88388285,41.67037435,3.7048313399932062e-06,7557698.969381787,0.0006558844554428093,0.0013275869453480975,0.0004682500403014862,0.0005697927547510038,Yes,0.036,0.036,,0.143,0.036,,,,0.036,0.036,,0.036,0.036,,,,,,,,,,,,,,,,,0.036,0.036,,0.036,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,0.036,0.143,0.036,0.036,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,80,50,-0.8849566699999998,41.668335202,-0.8848333,41.66820075,4.280192479996786e-06,11681717.64089393,0.0008896393763876223,0.0018385654190446413,0.0009275359827521466,0.0003847115883308734,Yes,,0.02,,0.14,0.02,,0.02,,,0.02,,0.08,0.02,,0.08,,,,,,,,,0.02,,,,0.04,0.02,0.02,0.04,,0.02,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,0.02,0.02,,,,,0.02,0.02,0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,,,,0.02,,0.04,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,81,8,-0.8868637749999999,41.67108615,-0.88682185,41.671103650000006,8.212959599984216e-07,9740702.973889431,0.00029839595471266734,0.0006479467980670424,0.00030810728549484674,0.00019640800009131172,Yes,,0.375,0.125,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,82,7,-0.8898891571428571,41.67138655714286,-0.889913,41.6714235,9.044448000101768e-08,77395546.9689387,0.00013214506182690676,0.0002976211483752929,0.00013505273950933756,7.202886042930164e-05,Yes,,,,,,,0.143,,,,,,0.143,,,,0.143,,,,,0.143,,,,,,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,83,16,-0.88871686875,41.67187000625,-0.8887993,41.6719214,1.514812050000353e-06,10562366.466517264,0.0004908407168112183,0.0008693489768359432,0.0004330813790714546,0.0002962439671727187,Yes,,0.125,0.125,0.188,,,,,,0.062,,,0.062,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,0.125,,,0.062,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,84,5,-0.8937422919866611,41.63212757873451,-0.8937750140494257,41.63223376962581,8.981249967898159e-07,5567153.812522298,0.0004413276603384544,0.000836872073766566,0.0004268805073214242,0.0002706598457076241,No,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,85,24,-0.8580252748550206,41.65759093927709,-0.8580375482602471,41.6571975,4.131066984069371e-06,5809637.096796342,0.0007662295408368602,0.002170750617596505,0.0004251596202861028,0.0007617143027418878,Yes,,,,0.042,0.042,,,,0.083,0.083,0.042,,,,0.042,,,,,,,0.042,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,0.042,,0.042,,,,,0.042,,0.042,,,,,,,,,,,0.042,0.042,,,,,,,,,0.083,,,,,,,,,,,,,,,,0.083,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,86,6,-0.8589982263480356,41.66141676781272,-0.8589548290441067,41.66142995,4.344799353819245e-07,13809613.543432726,0.00029814403444800236,0.0004413185219412515,0.0002517634401944476,0.00018911543746235191,Yes,,,,,0.167,,,,,0.167,,,,0.167,,,,,,,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,87,6,-0.8594882250741338,41.65990782027392,-0.8594376801711991,41.65994943056122,3.5151813110527196e-07,17068820.834744174,0.00034333961931171325,0.000651510968326191,0.0003628863245676528,0.00012029437625232062,No,,0.167,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,88,18,-0.8692709366881409,41.66243656966497,-0.8692136550356545,41.6623474,8.469782848773606e-06,2125202.0649627796,0.0010223921848455018,0.0019397232176296044,0.0008091431862556721,0.0007826484127283926,Yes,,0.056,0.111,,,0.056,,0.056,,0.111,,0.111,,0.056,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,89,12,-0.8609324916666665,41.66363044166666,-0.86098785,41.66367655,3.5605386999974706e-06,3370276.5258550695,0.000502766230137096,0.0014368899181202467,0.00045730028329013257,0.00046297791246454424,Yes,,0.167,,,,,0.083,,,,,,0.083,,,,0.083,0.083,,,,,,,,,,,,0.083,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,90,5,-0.871290087233103,41.6593506530633,-0.8712036,41.6592426,9.84903429805199e-07,5076639.849846939,0.00045544253550103676,0.0008827836083013151,0.00047660950810802166,0.0002531023657572307,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,91,5,-0.8627620852088341,41.66092275858072,-0.862534,41.6608884,1.632315119360188e-06,3063134.0362514257,0.0005900556329755419,0.0009495038279842056,0.00041597391035204454,0.0005095951811747542,Yes,,,,,0.2,,,,,0.2,,,,,0.2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,92,12,-0.8760645992583379,41.661265465812086,-0.8759685756024296,41.6612607,2.3385851699986635e-06,5131307.661549422,0.0006096643575413869,0.0012402782242867212,0.0004129553708324562,0.0005246917431798003,Yes,,0.167,,0.083,,0.083,,0.083,0.083,0.083,,,,,,,,,,,0.083,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,93,55,-0.8741737096127238,41.66016885397929,-0.8739012,41.6602384,2.167595164001696e-05,2537374.1791553916,0.0014293980865395237,0.0034097876223434897,0.0011712874277606052,0.0011497832264214338,Yes,0.018,0.055,0.018,0.018,0.055,,0.055,,,0.073,,0.036,0.109,,0.036,,,0.018,,,0.018,0.018,,0.018,,,,,0.055,,,,0.018,,,,0.018,,,,0.018,,0.018,,,,,,,,,,,,,0.018,,,,0.036,0.018,,0.018,0.018,,0.036,,0.018,,,,,,,,0.018,0.036,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,0.018,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,94,8,-0.8632441625,41.662658900000004,-0.86324315,41.662644,1.247324389999889e-06,6413728.508909148,0.00045443121664736144,0.0010667165843880977,0.0004591006342227509,0.00029186671187356346,Yes,,0.375,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zaragoza_hdbscan_5_5,95,15,-0.8657892400633745,41.661547054030805,-0.8659394,41.6615831,3.216067429993829e-06,4664081.312508047,0.0008196341641687336,0.0016010947251874385,0.0008772431649095968,0.00029080453750826774,Yes,,,0.067,,,,0.067,,,,,,0.267,,,,,,0.067,,0.067,,,0.067,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
