Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,amenity_rel_cafe,amenity_rel_school,amenity_rel_doctors,shop_rel_supermarket,shop_rel_convenience,shop_rel_sports,shop_rel_bakery,shop_rel_greengrocer,shop_rel_variety_store,shop_rel_clothes,shop_rel_laundry,amenity_rel_restaurant,amenity_rel_bar,amenity_rel_bank,amenity_rel_pharmacy,amenity_rel_dentist,amenity_rel_post_office,amenity_rel_veterinary,shop_rel_butcher,amenity_rel_pub,amenity_rel_clinic,amenity_rel_community_centre,shop_rel_car_repair,shop_rel_hardware,amenity_rel_post_box,shop_rel_florist,shop_rel_department_store,amenity_rel_fast_food,shop_rel_car,shop_rel_bicycle,shop_rel_garden_centre,shop_rel_furniture,amenity_rel_college,amenity_rel_events_venue,shop_rel_newsagent,amenity_rel_library,shop_rel_agrarian,shop_rel_charity,amenity_rel_atm,shop_rel_confectionery,shop_rel_stationery,shop_rel_seafood,shop_rel_beauty,shop_rel_optician,shop_rel_funeral_directors,shop_rel_shoes,shop_rel_tobacco,shop_rel_doityourself,shop_rel_books,shop_rel_hairdresser,shop_rel_curtain,amenity_rel_theatre,shop_rel_medical_supply,shop_rel_electronics,shop_rel_toys,shop_rel_video_games,shop_rel_interior_decoration,shop_rel_mall,amenity_rel_charging_station,amenity_rel_cinema,shop_rel_outdoor,shop_rel_pet,shop_rel_lottery,shop_rel_boutique,amenity_rel_biergarten,shop_rel_pastry,shop_rel_telecommunication,amenity_rel_parcel_locker,shop_rel_jewelry,amenity_rel_university,shop_rel_appliance,shop_rel_health_food,shop_rel_bookmaker,shop_rel_craft,shop_rel_computer,shop_rel_art,shop_rel_antiques,shop_rel_perfumery,shop_rel_copyshop,shop_rel_cosmetics,shop_rel_car_parts,amenity_rel_car_rental,shop_rel_yes,shop_rel_lighting,shop_rel_doors,shop_rel_second_hand,shop_rel_dry_cleaning,shop_rel_tyres,shop_rel_mobile_phone,shop_rel_chemist,shop_rel_gun,shop_rel_frame,shop_rel_alcohol,shop_rel_photo,shop_rel_pawnbroker,shop_rel_kiosk,shop_rel_musical_instrument,amenity_rel_hospital,shop_rel_motorcycle,shop_rel_printing,shop_rel_bathroom_furnishing,shop_rel_nutrition_supplements,amenity_rel_taxi,amenity_rel_language_school,shop_rel_car;car_repair,shop_rel_herbalist,shop_rel_vacant,amenity_rel_arts_centre,shop_rel_deli,shop_rel_pet_grooming,shop_rel_electrical,shop_rel_travel_agency,amenity_rel_bureau_de_change,shop_rel_cannabis,shop_rel_watches,shop_rel_houseware,amenity_rel_music_venue,shop_rel_nuts,shop_rel_grocery,shop_rel_bag,shop_rel_fashion_accessories,shop_rel_gift,shop_rel_fabric,shop_rel_tattoo,shop_rel_wine,shop_rel_bed,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Mercadona,has_McDonald's,has_Burger King,has_Dia,has_Consum,has_Spar,has_Lidl,has_ALDI,has_Carrefour,has_Decathlon,has_Telepizza,has_KFC,has_Foster's Hollywood,has_Covirán,has_Carrefour Express,has_Amazon Hub,has_Popeyes,has_Pizza Hut,has_Orange,has_Zara,has_Bershka,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
0,Murcia_hdbscan_5_5,0,6,-1.0829726531215274,37.72916028840832,-1.082164511985302,37.729672473126186,3.66718579056456e-05,163613.19940313976,0.0027791134007758,0.0057970077714907,0.0026946875575603,0.0016727082998076,No,0.167,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.087914388415793 37.72612968592958, -1.083047642906345 37.72989586670435, -1.080497393726326 37.73096789799048, -1.080334758287138 37.72944907954803, -1.087914388415793 37.72612968592958))",43.0,41.81,16.76,13017.0,96.18,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Urban
1,Murcia_hdbscan_5_5,1,39,-0.9458838676445214,37.88886856177174,-0.941985,37.8902157,0.0013731684062585,28401.469056707458,0.007792931148901,0.0391903887446411,0.0086461573137169,0.0072800902172284,Yes,0.103,0.026,0.026,0.051,0.051,0.026,0.026,0.026,0.026,0.026,0.026,0.179,0.154,0.103,0.026,0.026,0.026,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-0.941102 37.849971, -0.9589695 37.8721444, -0.9694265 37.8932658, -0.968927540714579 37.89374091281108, -0.9686339 37.8939135, -0.9466152 37.8922149, -0.9461434 37.8921448, -0.9456386 37.8920472, -0.941703237902591 37.89111141041779, -0.938177290094816 37.88978892088937, -0.941102 37.849971))",3792.0,41.81,16.76,13017.0,96.18,1414.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Urban
2,Murcia_hdbscan_5_5,2,9,-1.0121178686893826,37.86573586188795,-1.0116037,37.864418230204656,0.0011154613756,8068.410253254002,0.0093091729564805,0.0238457449522982,0.0096809755362976,0.0079695557859036,Yes,0.111,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.0317472 37.8521967, -1.0106638 37.879663, -0.9911352 37.8605946, -1.0317472 37.8521967))",2429.0,41.81,16.76,13017.0,96.18,1126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Local
3,Murcia_hdbscan_5_5,3,7,-1.212182157142857,37.8272155,-1.2115334,37.8273476,3.258234713997745e-05,214840.2621188464,0.0018245398581169,0.0051607201502278,0.0019906387495023,0.0013463593820789,Yes,,,,,,,0.429,,,,,,,,,,,,0.143,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.2122393 37.8244527, -1.2168472 37.8294224, -1.210291 37.827387, -1.2122393 37.8244527))",60.0,41.81,16.76,13017.0,96.18,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Local
4,Murcia_hdbscan_5_5,4,8,-1.0768345543568554,37.81783766769823,-1.0770132228675338,37.81763645177351,1.3590942715021093e-05,588627.3062690622,0.0017225656565497,0.0039587957030677,0.0018855129654144,0.0007986435020991,No,,0.125,,,,,,,,,,,,,,,,,,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.07694352060904 37.816837294175635, -1.0806384 37.8189344, -1.077205634099937 37.81879036209405, -1.074157590802347 37.8177046806758, -1.074342270486615 37.817568222871216, -1.07694352060904 37.816837294175635))",33.0,41.81,16.76,13017.0,96.18,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Local
5,Murcia_hdbscan_5_5,5,41,-1.1558410351183817,37.83454202067949,-1.1589239,37.8296653,0.0039742611549622,10316.38294549617,0.0111157203061925,0.0704298793093766,0.0109853525018308,0.013284613465689,Yes,,0.024,,0.049,,,0.098,,,,,0.171,0.024,0.073,0.024,0.024,,0.024,0.024,0.098,0.024,0.024,0.049,0.049,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.162267208918033 37.82579191098862, -1.1737211 37.8292267, -1.1747162 37.8381084, -1.113844408721516 37.89108095656279, -1.134894224239699 37.83101888840702, -1.162267208918033 37.82579191098862))",7876.0,41.81,16.76,13017.0,96.18,2125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,Urban
6,Murcia_hdbscan_5_5,6,6,-1.260952383252199,37.94379960673936,-1.262431100826389,37.94282288194475,5.741774244351278e-05,104497.31641578845,0.0040730328422317,0.0062262643446656,0.0034986677101795,0.0027596779710543,No,,0.167,,,,,,,,,,0.667,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.264762049452543 37.941005191743415, -1.262113062385559 37.943365829066884, -1.256318414569821 37.947536526719986, -1.25597389945722 37.947538733213925, -1.263797734380831 37.94107142486934, -1.264762049452543 37.941005191743415))",27.0,41.81,16.76,13017.0,96.18,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,Urban
7,Murcia_hdbscan_5_5,7,11,-1.001799300930784,38.00880988395618,-1.0009929,38.009034740878526,0.0002547980147099,43171.45097272776,0.003835184189808,0.0182877940738208,0.0055239954722599,0.0029156089935996,Yes,,0.182,0.182,,,,,,,,,0.091,,,0.091,,,0.091,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.0180619 38.000445, -0.999825992060953 38.010476553179544, -0.998667059825069 38.01111157166501, -0.9959396 38.0119627, -0.997888512262899 38.01046860623071, -1.001596033259827 38.00766640549022, -1.0180619 38.000445))",110.0,41.81,16.76,13017.0,96.18,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,Mixed
8,Murcia_hdbscan_5_5,8,10,-1.2171691238357365,37.95561622763841,-1.2170001119116174,37.95555975717927,8.9154115846635e-06,1121653.2074864872,0.0012932433144159,0.0019329916784223,0.0008650993822886,0.0010111603514424,Yes,,,,0.1,,0.2,,,,0.1,,,,,,,,,,,,,,,,,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.216907123823235 37.953895758389656, -1.218353460279939 37.95541801435854, -1.218476164405196 37.95704034202238, -1.2166857 37.9564251, -1.215641 37.9557015, -1.216907123823235 37.953895758389656))",25.0,41.81,16.76,13017.0,96.18,281.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Local
9,Murcia_hdbscan_5_5,9,8,-1.2252510618992374,37.96345361326159,-1.2249208300019512,37.96356997813936,4.6264495686032e-06,1729187.767287244,0.0008861763079589,0.001812838267297,0.0006170149698758,0.0007868434618576,Yes,0.125,,,0.125,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-1.2258324 37.9622299, -1.226478066450657 37.96478809533872, -1.224959862622755 37.963981943316085, -1.224881797381147 37.96383983511742, -1.224722965120703 37.96347778973881, -1.22466958470629 37.96327787604184, -1.2256581 37.9623713, -1.2258324 37.9622299))",12.0,41.81,16.76,13017.0,96.18,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Local
