Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,shop_rel_greengrocer,shop_rel_convenience,shop_rel_hardware,shop_rel_supermarket,shop_rel_butcher,shop_rel_bicycle,shop_rel_kiosk,shop_rel_travel_agency,shop_rel_florist,shop_rel_alcohol,shop_rel_seafood,shop_rel_computer,shop_rel_optician,shop_rel_jewelry,shop_rel_laundry,amenity_rel_pub,amenity_rel_bar,amenity_rel_restaurant,amenity_rel_bank,amenity_rel_post_box,amenity_rel_cafe,amenity_rel_pharmacy,amenity_rel_school,amenity_rel_community_centre,amenity_rel_fast_food,amenity_rel_dentist,amenity_rel_post_office,amenity_rel_veterinary,amenity_rel_library,amenity_rel_clinic,shop_rel_tobacco,shop_rel_repair,amenity_rel_theatre,amenity_rel_arts_centre,shop_rel_clothes,amenity_rel_college,amenity_rel_university,shop_rel_car_repair,shop_rel_beauty,shop_rel_storage_rental,amenity_rel_charging_station,amenity_rel_taxi,shop_rel_car,shop_rel_pet,shop_rel_variety_store,shop_rel_curtain,shop_rel_furniture,shop_rel_kitchen,amenity_rel_atm,shop_rel_interior_decoration,shop_rel_motorcycle,shop_rel_motorcycle_repair,shop_rel_yes,shop_rel_medical_supply,shop_rel_carpet,shop_rel_lighting,shop_rel_fabric,shop_rel_confectionery,shop_rel_newsagent,shop_rel_copyshop,shop_rel_video,amenity_rel_car_rental,shop_rel_sports,amenity_rel_hospital,shop_rel_video_games,shop_rel_massage,shop_rel_electronics,shop_rel_books,shop_rel_herbalist,amenity_rel_language_school,shop_rel_hearing_aids,shop_rel_farm,shop_rel_lottery,shop_rel_tyres,shop_rel_sewing,amenity_rel_doctors,shop_rel_shoes,shop_rel_cosmetics,shop_rel_mobile_phone,shop_rel_printer_ink,amenity_rel_biergarten,shop_rel_nutrition_supplements,shop_rel_locksmith,shop_rel_pawnbroker,shop_rel_erotic,shop_rel_mall,shop_rel_chemist,shop_rel_gift,shop_rel_ice_cream,shop_rel_wine,shop_rel_houseware,shop_rel_estate_agent,shop_rel_photo,shop_rel_hifi,shop_rel_frame,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_stationery,shop_rel_baby_goods,shop_rel_vacant,shop_rel_toys,shop_rel_tattoo,shop_rel_appliance,amenity_rel_parcel_locker,shop_rel_deli,shop_rel_paint,shop_rel_music,shop_rel_pastry,shop_rel_outdoor,shop_rel_second_hand,shop_rel_bag,shop_rel_craft,shop_rel_fashion_accessories,shop_rel_garden_centre,shop_rel_bed,shop_rel_tea,shop_rel_art,shop_rel_party,shop_rel_model,shop_rel_catalogue,shop_rel_wool,shop_rel_department_store,shop_rel_wigs,shop_rel_dry_cleaning,shop_rel_bookmaker,shop_rel_leather,shop_rel_skate,shop_rel_musical_instrument,shop_rel_cheese,shop_rel_antiques,shop_rel_esoteric,amenity_rel_ice_cream,shop_rel_pet_grooming,shop_rel_collector,shop_rel_tiles,amenity_rel_money_transfer,shop_rel_funeral_directors,shop_rel_tailor,shop_rel_perfumery,shop_rel_charity,shop_rel_printing,amenity_rel_bureau_de_change,shop_rel_spy,shop_rel_rental,shop_rel_hairdresser_supply,amenity_rel_bicycle_rental,shop_rel_food,shop_rel_shoe_repair,shop_rel_russian,shop_rel_car_parts,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Eroski,has_BM,has_Dia,has_Lidl,has_Covirán,has_Telepizza,has_General Óptica,has_Burger King,has_McDonald's,has_Clarel,has_Mercadona,has_Carrefour Express,has_Alain Afflelou,has_KFC,has_Calzedonia,has_Vitaldent,has_Movistar,has_Orange,has_Mango,has_Halcón Viajes,has_Vodafone,has_Marionnaud,has_Domino's,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,Predicted_Segment
10,Bilbao_hdbscan_5_5,10,9,-2.9037006329230195,43.248919571018746,-2.9035497,43.2485853,9.282431379904928e-06,969573.5558555976,0.001220210219837,0.0019291827157429,0.0007510754212005,0.0010816646118976,Yes,,,,,,0.111,,,,,,,,,,,,,,,,,,0.111,,,0.111,,,,,,,,,,,,,,,0.111,0.222,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9040959754636 43.24703133103762, -2.9053053 43.248156, -2.9042083 43.2503597, -2.903240037411462 43.2504298118544, -2.902573952706804 43.24876394231129, -2.9040959754636 43.24703133103762))",409.0,47.42,25.03,17870.0,90.34,2468.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,Local
11,Bilbao_hdbscan_5_5,11,10,-2.92248589,43.25071348,-2.92242185,43.2507686,2.082599999997952e-06,4801690.194953345,0.0005492860628624,0.0010761175244809,0.0004645495440746,0.0004237110897765,Yes,,0.2,,0.1,,,,,,,,,,,,,,0.2,,,,,0.1,0.1,,,,,,,,,,,,,,,,0.1,,,,,,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9219086 43.2499088, -2.922942 43.250924, -2.9230684 43.2510855, -2.9232086 43.2515108, -2.9221315 43.2507469, -2.9219808 43.2504669, -2.9219086 43.2499088))",44.0,47.42,25.03,17870.0,90.34,1767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,Local
12,Bilbao_hdbscan_5_5,12,13,-2.959115507490949,43.28062289552976,-2.9592692,43.2806881,3.2911243199936666e-06,3950017.907565709,0.0007795612455231,0.0014657054874153,0.0004701672129203,0.0007248045162542,Yes,,,,,,,0.077,,,,,,,,,,,,0.231,,,0.077,,,,,,,,,,,,,,,,,,0.231,,,,,,,0.077,0.077,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.958143 43.2795263, -2.9585364 43.279581, -2.959372197382335 43.28008574188693, -2.9596654 43.2816881, -2.9584845 43.280126, -2.958143 43.2795263))",81.0,47.42,25.03,17870.0,90.34,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed
13,Bilbao_hdbscan_5_5,13,6,-2.937520739714972,43.27093458527499,-2.93745375,43.2709679,1.6168264114053577e-06,3710973.520518356,0.0005325093083606,0.0013002994610726,0.0006806271196403,0.0002406879100618,No,,,,,,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.936468018476746 43.27052185720311, -2.93763 43.2708126, -2.938789719813085 43.27121825444684, -2.9373292 43.271119, -2.936468018476746 43.27052185720311))",35.0,47.42,25.03,17870.0,90.34,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Mixed
14,Bilbao_hdbscan_5_5,14,7,-2.958370971428572,43.274193471428575,-2.9584185,43.2742221,3.596468399989239e-07,19463538.175452743,0.0002096958419862,0.0006258087705895,0.0002971351290203,9.914777879906393e-05,Yes,0.143,,,0.143,,0.143,,,,0.143,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9588395 43.273977, -2.9584815 43.2742676, -2.9577559 43.2743089, -2.9588395 43.273977))",7.0,47.42,25.03,17870.0,90.34,1383.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Local
15,Bilbao_hdbscan_5_5,15,13,-2.9568614166550047,43.2753736500633,-2.9567878,43.275320150822914,8.288431199997824e-07,15684512.166793896,0.0004011408661106,0.0007153305117924,0.0002230696134645,0.0003770969301987,Yes,0.077,0.154,,,,,,,0.077,,,,,,,,,0.077,0.077,0.077,,,0.385,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9572519 43.2747743, -2.9573017 43.2750378, -2.9568133 43.2759587, -2.9566987 43.2758971, -2.9566019 43.2758423, -2.95660241651506 43.275320150822914, -2.9567143 43.2750431, -2.9572519 43.2747743))",35.0,47.42,25.03,17870.0,90.34,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Local
16,Bilbao_hdbscan_5_5,16,14,-2.9573370785714284,43.27660398571428,-2.95729915,43.2766521,1.7660112000039767e-06,7927469.542644166,0.0007067028591171,0.0011845349892082,0.0007398178242731,0.0002191327675085,Yes,0.071,0.071,,,,0.071,,,,,,,,,,,,0.071,,0.214,0.143,,0.286,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9581849 43.2761663, -2.9585104 43.2766021, -2.9581064 43.2768187, -2.9569053 43.2769283, -2.9564529 43.2767273, -2.956424 43.2767021, -2.9561928 43.2762978, -2.9581849 43.2761663))",95.0,47.42,25.03,17870.0,90.34,1808.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,Local
17,Bilbao_hdbscan_5_5,17,5,-2.947035356882311,43.27433516379124,-2.947036,43.2745288,1.1385689087233944e-06,4391477.724089784,0.0005344457794171,0.0008567321987746,0.0003343039415132,0.0004641666422827,No,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.946461960575744 43.27369860528173, -2.946946523835809 43.27388291367446, -2.9473257 43.2745288, -2.9474066 43.2749039, -2.947036 43.2746616, -2.946461960575744 43.27369860528173))",27.0,47.42,25.03,17870.0,90.34,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Local
18,Bilbao_hdbscan_5_5,18,8,-2.9618736875,43.276421525,-2.9619658,43.2764728,5.242962399966145e-07,15258549.25080458,0.0003411457478929,0.0005995801037207,0.0002830826797841,0.000223783085541,Yes,,,0.125,0.25,,0.125,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9619506 43.27602, -2.9621629 43.2764657, -2.9621689 43.2764799, -2.961981 43.2765651, -2.9616397 43.2766586, -2.9616039 43.2766684, -2.9613603 43.2761118, -2.9619506 43.27602))",25.0,47.42,25.03,17870.0,90.34,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Local
19,Bilbao_hdbscan_5_5,19,8,-2.96276295,43.280967525,-2.9627644,43.28096945,7.006564199971795e-07,11417864.40782517,0.0003015017159702,0.0006440803157386,0.0002008922783483,0.0003010005263688,Yes,,,0.125,,,,,,,,,,,,,,,,0.125,,0.125,,0.25,,,,,,,,0.125,,,,,,0.125,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9625467 43.2804768, -2.9626814 43.2806695, -2.9631327 43.2814949, -2.9624445 43.2812493, -2.9625467 43.2804768))",22.0,47.42,25.03,17870.0,90.34,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Urban
20,Bilbao_hdbscan_5_5,20,11,-2.9101081707718475,43.2473201400722,-2.9102532,43.2473027,8.428933369118553e-06,1305028.7050911062,0.0009443151674583,0.0022909791740333,0.0007831246237027,0.0007599515191619,Yes,,,,,,0.091,,,,,,,,,,,,,,0.091,,,,,,,,,,,,0.091,,,,,,,,0.182,,0.091,,,,,,,,,,0.091,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.910073540993769 43.24618935292288, -2.910342921929967 43.24660252537404, -2.9108361 43.2474195, -2.9113346 43.2492552, -2.9085853 43.247457, -2.910073540993769 43.24618935292288))",263.0,47.42,25.03,17870.0,90.34,2377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,Local
21,Bilbao_hdbscan_5_5,21,6,-2.94789675,43.25162191666667,-2.94781035,43.2515307,7.858327800004332e-07,7635212.163072011,0.0004142555125166,0.0006911712591242,0.000348049616913,0.0002810426030385,Yes,0.167,,,,0.167,,,,,,,,,,,,,,,,,,0.167,0.167,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9478397 43.2513699, -2.9484551 43.25147, -2.9482505 43.2522157, -2.947526 43.251645, -2.9475282 43.2515914, -2.9478397 43.2513699))",33.0,47.42,25.03,17870.0,90.34,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,Local
22,Bilbao_hdbscan_5_5,22,6,-2.9172624500000004,43.2604365,-2.9172781,43.26045595,3.794874499991397e-07,15810799.540310496,0.0003509606912968,0.0004519279505651,0.000195861887989,0.0002975475760272,Yes,,,,0.167,,,,,,,,,,,,,,,0.333,,0.167,,0.167,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9171602 43.260103, -2.917355 43.2601196, -2.9174978 43.2607123, -2.9174434 43.2607565, -2.9169171 43.260728, -2.9171602 43.260103))",19.0,47.42,25.03,17870.0,90.34,1393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Local
23,Bilbao_hdbscan_5_5,23,14,-2.9193942713399323,43.25018670258088,-2.9196422349886584,43.25017076180855,4.933989667401508e-06,2837460.340157769,0.0007769834691277,0.0016576050898666,0.0006683793839961,0.0005647613809738,No,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.919720192745807 43.24908286939399, -2.920107095435449 43.249632233390734, -2.920229626839677 43.250850194833276, -2.9181779 43.2513128, -2.91801700656616 43.24997488704728, -2.919720192745807 43.24908286939399))",253.0,47.42,25.03,17870.0,90.34,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Mixed
24,Bilbao_hdbscan_5_5,24,27,-2.961523711111111,43.278815833333326,-2.9615006,43.2787561,1.9447934000023206e-06,13883222.76287434,0.000437098586492,0.0010508299540659,0.0002807780385172,0.0004410263652154,Yes,,,,,,,,,,0.037,0.037,,,,,,,,0.037,,,,0.148,0.037,,,,,0.037,,,,,,,,0.222,,,,,,,,,0.037,,,,0.037,,,,,0.074,0.074,0.037,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9612186 43.2782269, -2.9612394 43.2782513, -2.9614126 43.2785368, -2.9620503 43.2797252, -2.9607523 43.2782676, -2.9612186 43.2782269))",29.0,47.42,25.03,17870.0,90.34,1740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,Urban
25,Bilbao_hdbscan_5_5,25,8,-2.960787575,43.2774976125,-2.96084695,43.27749545,3.972295999978051e-07,20139486.080705475,0.0002204790730479,0.000589817317718,0.0002179489031287,0.0001744155485996,Yes,,,,,,,,,,,,,,,0.125,0.125,,,,,0.125,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9602484 43.2772585, -2.9607335 43.2772713, -2.9609532 43.2776831, -2.9609895 43.2777945, -2.9602484 43.2772585))",10.0,47.42,25.03,17870.0,90.34,1362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Local
26,Bilbao_hdbscan_5_5,26,5,-2.9597567600000003,43.277218780000005,-2.9596962,43.2771846,1.3289093999921913e-07,37624837.329236895,0.0001701252529008,0.0002593845099446,0.0001377242549443,0.000121355912917,No,,,,,,,,,,,,,,,,,,,0.6,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9596152 43.27705, -2.9599995 43.2773102, -2.9598119 43.2773958, -2.959661 43.2771533, -2.9596152 43.27705))",3.0,47.42,25.03,17870.0,90.34,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Local
27,Bilbao_hdbscan_5_5,27,13,-2.946318161538462,43.25081209230769,-2.9463441,43.25089,4.900390999970608e-07,26528495.379405383,0.0002413877954532,0.0006462532963712,0.0001273504585384,0.0002711978030922,Yes,,0.231,,,,0.077,,,,,,,,,,,,,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9460261 43.2502356, -2.9465626 43.2503118, -2.9463219 43.251149, -2.946093 43.2509593, -2.9460261 43.2502356))",23.0,47.42,25.03,17870.0,90.34,1467.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,Local
28,Bilbao_hdbscan_5_5,28,10,-2.9464961899999995,43.24946578,-2.946529,43.2494625,4.557972300005621e-07,21939580.457712896,0.0002864006066581,0.0006006894959124,0.0003134668928291,0.0001241430529667,Yes,0.1,,,,,0.1,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9463439 43.2492311, -2.9470836 43.2494747, -2.9467914 43.2496148, -2.94614 43.2495733, -2.9458957 43.2494503, -2.9463439 43.2492311))",19.0,47.42,25.03,17870.0,90.34,1412.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,Local
29,Bilbao_hdbscan_5_5,29,18,-2.944580827011936,43.25193716372279,-2.94460845,43.2519214,1.394434605162451e-06,12908457.616700504,0.0003693414288792,0.0010193093043898,0.0003210152540655,0.0002898763845513,Yes,,0.056,,,,0.056,0.056,,,,,,,,,,0.056,,0.278,0.111,0.278,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.944255686214837 43.251403547010256, -2.944887 43.2517353, -2.9449581 43.2517907, -2.9450763 43.2524154, -2.9448653 43.2523179, -2.944093 43.2519318, -2.9436982 43.2514273, -2.944255686214837 43.251403547010256))",49.0,47.42,25.03,17870.0,90.34,1634.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,Local
30,Bilbao_hdbscan_5_5,30,12,-2.945724633333333,43.253133166666665,-2.94570665,43.2530752,8.341500000003805e-07,14385901.816213544,0.0003604435610606,0.0006075420003764,0.0002310007623844,0.0003132872067108,Yes,,0.167,0.083,,,0.167,0.083,,,,,,,,,,,,0.083,,,,0.083,0.083,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9457162 43.2526896, -2.9462031 43.252891, -2.9454718 43.2536856, -2.9453656 43.2534764, -2.9454995 43.2531727, -2.9457162 43.2526896))",26.0,47.42,25.03,17870.0,90.34,1501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Local
31,Bilbao_hdbscan_5_5,31,29,-2.9178164373882973,43.26688784295983,-2.917798426247246,43.2666805,8.507650223600091e-06,3408696.789103347,0.0009554213397611,0.0020676581269281,0.0006894059594569,0.0008159563087705,Yes,0.069,0.034,,,,0.138,,,,,,,,,,0.034,,,0.138,0.069,0.103,0.069,0.034,0.034,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9172485 43.2656214, -2.9187452 43.2659404, -2.919268 43.2666718, -2.919521205902031 43.26711948629022, -2.918014237121472 43.268227067316815, -2.9166785 43.2686142, -2.9168844 43.2674233, -2.9172485 43.2656214))",384.0,47.42,25.03,17870.0,90.34,2555.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,Local
32,Bilbao_hdbscan_5_5,32,9,-2.9502736,43.25755304444445,-2.950413,43.2576311,1.824731120002984e-06,4932233.522704038,0.0005436905582678,0.000978143378937,0.0004646478547124,0.0003952254324686,Yes,0.111,,,,,0.111,,,,,,,,,,,0.111,,0.111,,0.222,0.111,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-2.9508858 43.25707, -2.9507362 43.2582917, -2.9496553 43.2574495, -2.9493922 43.2571289, -2.9501114 43.257073, -2.9508858 43.25707))",75.0,47.42,25.03,17870.0,90.34,1767.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Local
