param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_convenience,amenity_rel_pharmacy,amenity_rel_post_box,amenity_rel_cafe,amenity_rel_school,amenity_rel_doctors,amenity_rel_restaurant,shop_rel_kiosk,amenity_rel_community_centre,shop_rel_bakery,shop_rel_supermarket,amenity_rel_pub,amenity_rel_bank,amenity_rel_library,shop_rel_tobacco,shop_rel_hardware,shop_rel_appliance,shop_rel_hairdresser,amenity_rel_bench,amenity_rel_veterinary,amenity_rel_clinic,amenity_rel_taxi,shop_rel_frozen_food,shop_rel_electrical,shop_rel_car,shop_rel_truck,shop_rel_caravan,shop_rel_tyres,amenity_rel_car_rental,amenity_rel_charging_station,amenity_rel_post_office,amenity_rel_dentist,shop_rel_greengrocer,shop_rel_butcher,amenity_rel_bar,amenity_rel_fast_food,shop_rel_copyshop,shop_rel_beauty,shop_rel_dry_cleaning,shop_rel_florist,amenity_rel_college,amenity_rel_hospital,shop_rel_confectionery,shop_rel_furniture,shop_rel_optician,shop_rel_bed,shop_rel_curtain,shop_rel_kitchen,shop_rel_electronics,amenity_rel_atm,shop_rel_doityourself,shop_rel_sports,shop_rel_fabric,shop_rel_car_repair,amenity_rel_cinema,shop_rel_bicycle,shop_rel_pastry,shop_rel_shoes,shop_rel_clothes,shop_rel_trade,shop_rel_laundry,amenity_rel_theatre,shop_rel_boutique,shop_rel_travel_agency,shop_rel_alcohol,shop_rel_bathroom_furnishing,shop_rel_bag,shop_rel_cosmetics,shop_rel_jewelry,shop_rel_mobile_phone,shop_rel_interior_decoration,shop_rel_variety_store,shop_rel_houseware,shop_rel_fashion_accessories,shop_rel_mall,shop_rel_gift,shop_rel_wine,amenity_rel_bureau_de_change,shop_rel_garden_centre,amenity_rel_research_institute,shop_rel_newsagent,shop_rel_books,shop_rel_toys,shop_rel_deli,shop_rel_stationery,shop_rel_motorcycle,shop_rel_car_parts,shop_rel_coffee,shop_rel_pet,shop_rel_boat,shop_rel_lottery,shop_rel_fuel,shop_rel_nutrition_supplements,shop_rel_party,shop_rel_second_hand,shop_rel_yes,shop_rel_paint,shop_rel_shoe_repair,shop_rel_model,amenity_rel_events_venue,shop_rel_pet_grooming,amenity_rel_language_school,shop_rel_computer,shop_rel_seafood,shop_rel_beverages,shop_rel_department_store,amenity_rel_university,shop_rel_bookmaker,shop_rel_funeral_directors,shop_rel_telecommunication,amenity_rel_telephone,shop_rel_watches,shop_rel_locksmith,shop_rel_e-cigarette,shop_rel_perfumery,shop_rel_chemist,shop_rel_health_food,shop_rel_ticket,shop_rel_tailor,amenity_rel_social_facility,shop_rel_medical_supply,shop_rel_lighting,amenity_rel_music_school,amenity_rel_arts_centre,shop_rel_haberdashery,shop_rel_tattoo,shop_rel_charity,shop_rel_storage_rental,shop_rel_frame,shop_rel_massage,shop_rel_photo,shop_rel_herbalist,shop_rel_hvac,shop_rel_art,shop_rel_general,shop_rel_musical_instrument,shop_rel_vacant,shop_rel_window_blind,shop_rel_grocery,shop_rel_sewing,amenity_rel_place_of_worship,shop_rel_music,amenity_rel_marketplace,shop_rel_gas,shop_rel_new_age,shop_rel_video_games,shop_rel_erotic,shop_rel_antiques,shop_rel_religion,shop_rel_collector,shop_rel_tea,shop_rel_craft,shop_rel_tiles,shop_rel_orthopedics,shop_rel_religion;candles,shop_rel_esoteric,shop_rel_locksmith;shoe_repair,shop_rel_camera,shop_rel_anime,shop_rel_repair,shop_rel_weapons,shop_rel_motorcycle_repair,shop_rel_farm,shop_rel_hearing_aids,amenity_rel_exhibition_centre,amenity_rel_parcel_locker,amenity_rel_trade_school,amenity_rel_coworking_space,amenity_rel_public_bath
Malaga_hdbscan_5_5,131,5,-4.429555615208334,36.71124555376097,-4.4294513,36.7113003,4.562240400014144e-07,10959527.69166767,0.0002759241877787059,0.0006045331349397547,0.00028340821766825063,0.0001837336664115716,Yes,,,,,,,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,132,11,-4.428985313210297,36.721451918163005,-4.4289842,36.7216473,1.7393510399922453e-06,6324197.788187163,0.00044903388848874725,0.0012064283830783078,0.00043547102656786487,0.0003232764655296668,Yes,,0.091,,0.091,,,,,,,0.091,,0.091,,0.091,,,0.091,,,,0.091,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,0.091,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,133,14,-4.42926624450369,36.719093359990964,-4.4293293,36.719184,3.653597745609022e-06,3831839.4565536184,0.0007681805776725665,0.0012563649709396462,0.00048466646444075004,0.0007014601417965622,Yes,,0.143,0.071,,,,,0.071,,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,0.071,,,,,,,,0.071,,,,,,,,,,,0.071,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,134,28,-4.427925080217207,36.71396444834077,-4.427808049999999,36.713789500000004,7.142379959993191e-06,3920261.8954518195,0.0009084739935542993,0.0018924507539247611,0.0006642794235963115,0.0008055219543234628,Yes,0.036,0.143,0.036,0.036,,,0.214,0.036,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,0.036,,,,,,,,0.036,,0.071,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,135,9,-4.429096546534567,36.715965713542616,-4.4291684,36.7160343,1.34212147999584e-06,6705801.325844137,0.0004550283982079769,0.0009570141109418221,0.0004092430442447203,0.0003066881692710295,Yes,,,,0.111,0.111,,,0.111,,,,,0.111,,0.111,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,136,13,-4.429946130378144,36.71405250958324,-4.4299163,36.7139545,2.627626860001537e-06,4947430.016753747,0.0006791117967231406,0.0011932145875473243,0.0003907342435231909,0.0006276644725185046,No,,0.077,,,,,0.077,,0.308,,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,137,11,-4.430743928801339,36.712355356953736,-4.43072678300084,36.7123944,1.114736369740768e-06,9867803.992578128,0.00037144925217464167,0.0006606488810690205,0.0003202072283201069,0.0002629881324832972,Yes,0.091,0.091,,,,,0.091,0.091,,,,0.091,,,,,,,,,,,,,,,,,,,0.091,,,,0.091,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,138,7,-4.431720159974352,36.711336821289855,-4.4317254,36.7112783,3.430288074798552e-07,20406449.392478745,0.0002246497034847549,0.0004508484923699876,0.0001822426418331166,0.00018830609387417082,Yes,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,0.429,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,139,16,-4.433910468611957,36.713224019795796,-4.433874299999999,36.71315041491238,2.090805660002341e-06,7652552.4615148045,0.0005433937320910699,0.0010956083669766336,0.0005295449340816775,0.0003097984241888146,Yes,,,0.062,0.062,,,,0.125,,0.062,,,,,,,,0.062,,,,0.062,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,140,7,-4.432630171428571,36.712417,-4.432698,36.7123341,4.513194500004093e-07,15510078.282674616,0.00030604486097406483,0.00040389956950011193,0.0002019466670349345,0.00024973216509988354,Yes,,,,0.143,,,0.143,,,,0.143,,,,,,,,,,,,,,,,,,0.286,,,,,,,0.143,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,141,12,-4.418477809611629,36.729460003489386,-4.418545466469518,36.729483899840076,1.101929488011523e-06,10889988.99707684,0.0005137450488483846,0.0007934771677819607,0.0005102635717651742,0.00018614270985585835,Yes,,,,0.083,,,0.25,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,0.083,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaga_hdbscan_5_5,142,1578,-4.419531045977404,36.723355992168415,-4.4202196533694655,36.7223878,0.00031840515570001203,4955949.901410282,0.005510394054960313,0.013349520987746034,0.003579877103111615,0.005053601025735239,Yes,0.023,0.016,0.006,0.062,0.004,0.008,0.152,0.012,0.01,0.016,0.01,0.03,0.022,0.001,0.009,0.003,,0.034,,0.001,0.003,0.009,0.001,0.002,,,,0.001,,0.001,0.001,0.01,0.013,0.01,0.03,0.035,0.006,0.014,,0.009,0.001,0.001,0.004,0.002,0.011,,0.001,0.001,0.001,0.013,0.001,0.003,0.002,0.005,0.001,0.007,0.003,0.015,0.046,,0.006,0.003,,0.004,,,0.001,0.004,0.008,0.004,0.003,0.006,0.001,0.002,,0.015,0.001,0.002,,,0.004,0.013,0.002,0.003,0.006,0.001,0.001,0.003,0.003,,0.006,,0.001,0.001,,,0.001,0.001,,0.001,0.002,0.003,0.001,0.001,0.002,,,,,,,0.001,,0.001,0.004,0.003,,0.001,0.001,,,,,0.002,,0.004,0.002,0.002,0.001,0.001,0.002,0.004,,0.002,,0.001,0.001,,0.002,0.003,0.004,0.001,0.001,,,,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
