param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_butcher,shop_rel_car_repair,shop_rel_bakery,shop_rel_supermarket,amenity_rel_restaurant,amenity_rel_post_box,amenity_rel_doctors,amenity_rel_pharmacy,amenity_rel_school,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_atm,amenity_rel_cafe,amenity_rel_clinic,amenity_rel_pub,shop_rel_copyshop,shop_rel_pet,shop_rel_tobacco,shop_rel_garden_centre,amenity_rel_library,shop_rel_hardware,shop_rel_convenience,amenity_rel_post_office,amenity_rel_events_venue,amenity_rel_biergarten,amenity_rel_theatre,shop_rel_furniture,shop_rel_wholesale,shop_rel_sports,shop_rel_electronics,shop_rel_doityourself,amenity_rel_fast_food,shop_rel_car,shop_rel_gift,shop_rel_variety_store,amenity_rel_charging_station,amenity_rel_car_rental,shop_rel_tyres,shop_rel_bathroom_furnishing,shop_rel_funeral_directors,amenity_rel_university,amenity_rel_veterinary,shop_rel_security,shop_rel_optician,shop_rel_clothes,shop_rel_houseware,shop_rel_car_parts,amenity_rel_cinema,shop_rel_stationery,shop_rel_books,shop_rel_sewing,shop_rel_jewelry,shop_rel_beauty,amenity_rel_bank,amenity_rel_dentist,shop_rel_mall,shop_rel_motorcycle,shop_rel_fuel,shop_rel_interior_decoration,amenity_rel_taxi,shop_rel_shoes,shop_rel_household_linen,shop_rel_pastry,shop_rel_hairdresser,shop_rel_bicycle,shop_rel_florist,shop_rel_yes,shop_rel_estate_agent,shop_rel_greengrocer,shop_rel_laundry,amenity_rel_language_school,shop_rel_toys,shop_rel_video_games,shop_rel_dry_cleaning,shop_rel_mobile_phone,shop_rel_kiosk,shop_rel_newsagent,shop_rel_vacant,shop_rel_medical_supply,shop_rel_doors,shop_rel_nutrition_supplements,shop_rel_lottery,shop_rel_perfumery,shop_rel_hearing_aids,shop_rel_confectionery,amenity_rel_college,shop_rel_seafood,shop_rel_boutique,shop_rel_e-cigarette,shop_rel_art,shop_rel_fabric,shop_rel_computer,shop_rel_chemist,shop_rel_appliance,shop_rel_ticket,shop_rel_outdoor,shop_rel_photo_studio,shop_rel_pet_grooming,shop_rel_kitchen,shop_rel_lighting,shop_rel_hifi,shop_rel_wine,shop_rel_erotic,shop_rel_second_hand,shop_rel_weapons,shop_rel_cosmetics,shop_rel_massage,amenity_rel_money_transfer,shop_rel_nuts,amenity_rel_arts_centre,shop_rel_leather,amenity_rel_place_of_worship,shop_rel_deli,shop_rel_fashion_accessories,shop_rel_craft,shop_rel_bag,amenity_rel_music_venue,shop_rel_tea,shop_rel_dairy,shop_rel_antiques,shop_rel_mobile_phone_accessories
Cordoba_hdbscan_5_5,81,10,-4.78327074,37.88467415000001,-4.7832951999999995,37.88472315,4.423584000024197e-07,22606104.00965665,0.0002750827720176986,0.0004530813482121783,0.00025502933635174034,0.000156653632259389,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,0.3,,,,,0.1,,,,0.1,,,,,,,0.1,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordoba_hdbscan_5_5,82,10,-4.77447641,37.880611269999996,-4.7744155500000005,37.8805368,9.35508419993713e-07,10689374.661178574,0.0003973266207303862,0.0008803294275443635,0.0003306161292193439,0.00029873356038394045,No,,,,,0.5,,,0.1,,,,,,,0.1,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordoba_hdbscan_5_5,83,15,-4.775418496679469,37.88010697691491,-4.7754214,37.880114,4.981001984598318e-07,30114422.853837997,0.00027740562126671515,0.0006262470702767619,0.00027003191407179965,0.0001558820838131226,Yes,,,,,0.333,0.067,,,,,0.2,,0.067,,0.067,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordoba_hdbscan_5_5,84,22,-4.777206011669151,37.87938043649711,-4.7773721,37.87951520146814,1.697041689999534e-06,12963735.734745586,0.00048175091130566133,0.0008650571049573223,0.0003935919878357188,0.0003461602804756736,Yes,,,,,0.409,,,,,,0.091,,0.045,,,,,,,,,0.045,,,,,,,,,,0.136,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,
Cordoba_hdbscan_5_5,85,29,-4.778863611430229,37.878506691076204,-4.7789085,37.8785136,1.45144328000334e-06,19980112.484955847,0.00047060781123228307,0.0008398410319273297,0.00046788306889745886,0.00022816043943570135,Yes,,,,,0.138,,,,,,0.034,0.034,0.103,,0.034,,,,,,,,,,,,,,,,,,,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,0.034,,,,,,,,,
Cordoba_hdbscan_5_5,86,148,-4.780526256027646,37.879814376881086,-4.7805458,37.8797936,1.7367818800010915e-05,8521507.605774134,0.0010652265637100043,0.0023834672155392963,0.0010176033605290174,0.0006428041032059452,Yes,0.007,,,0.007,0.291,0.007,,,,,,0.014,0.034,,0.014,,,0.007,,,,0.007,,,,0.007,,,,,,0.034,,0.203,,,,,,,,,,,0.027,,,,,,,0.041,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,0.007,,,0.007,,,0.007,,,,,,,0.007,,,,,,,,,,,,,,,,,0.007,0.02,0.007,0.007,0.007,,,,,
Cordoba_hdbscan_5_5,87,11,-4.780360354545454,37.88610694545455,-4.7803137,37.8860994,1.659600599984631e-07,66281007.611722164,0.00016412571744620237,0.0003316845839332895,8.695070038547334e-05,0.00016465716649787893,Yes,,,,,,,,0.182,,,,,0.091,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordoba_hdbscan_5_5,88,10,-4.776194819999999,37.88420891,-4.77628205,37.88415885,4.2741389999338144e-07,23396525.008089002,0.0002725871630251957,0.000613557588576314,0.0002837913275629955,0.00013776501333661594,No,,,,,0.3,,,,0.1,,0.3,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,
Cordoba_hdbscan_5_5,89,15,-4.779843358532925,37.882977665768415,-4.7798753,37.883149,7.676915723363865e-07,19539096.87239254,0.00036260619046673344,0.0007110433151547258,0.00013679910886182432,0.0003704494250761153,Yes,0.067,,,,0.067,,,0.067,,,0.067,,0.067,,,,,,,,,0.067,,,,0.067,,,,,,,,0.133,,,,,,,,,,,0.067,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,0.067,,,
Cordoba_hdbscan_5_5,90,10,-4.77899921,37.88419631000001,-4.77902735,37.88420975,2.698324200006529e-07,37060038.967800096,0.00020493300609551686,0.00033992889874592596,0.0001465552759200793,0.00017249786346437172,Yes,,,,0.1,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
Cordoba_hdbscan_5_5,91,5,-4.7771378,37.884533,-4.7771431,37.8845343,4.114275000247159e-08,121528094.24988928,0.00016679568293286729,0.0002687470557980161,0.0001882883214648043,2.875635582089863e-05,Yes,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordoba_hdbscan_5_5,92,11,-4.7779180636363625,37.884334936363636,-4.7778784,37.8844596,2.9622394000144195e-07,37134068.23211674,0.00022060297289273594,0.00037006610454916756,0.00016804212281846452,0.00016922159905600144,Yes,,,,,0.091,,,,,,,,0.182,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,0.091,,,,,0.091,,0.091,,,,,,,0.091,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cordoba_hdbscan_5_5,93,10,-4.781792562125135,37.88335107084166,-4.7816019,37.8834266,1.2915810800062604e-06,7742448.50346641,0.0005257669061040392,0.0011400187015629909,0.0005474385286353995,0.00022465072706506176,Yes,,,,0.1,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,
Cordoba_hdbscan_5_5,94,47,-4.780830487234042,37.884515934042554,-4.7807507,37.8845636,2.2495342600023683e-06,20893213.691242255,0.0005807977870591358,0.0011306669680313834,0.0006080830219132546,0.0002121142549172186,Yes,,,,,0.021,,,0.043,0.021,,0.021,,0.085,,,,,,,,,0.021,,,,,,,0.021,,,,,,0.021,,,,,,,,,0.021,0.404,,,,,,,0.043,,0.043,,,,,0.021,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,0.021,,,,,,,,,,,,,0.043,,,,,,,,0.021,,,,,,,0.021
Cordoba_hdbscan_5_5,95,27,-4.779461825925926,37.88526620740741,-4.779455,37.8852213,1.0600362499991335e-06,25470827.059001114,0.00041280562080846147,0.0007310844301802189,0.0002594256185307869,0.00035627260050527813,Yes,,,,,0.222,,,0.037,,,0.148,,0.037,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,0.037,,0.037,,,,,,,0.037,,,0.037,,,,,,,,,,,0.037,,,,,,,,,,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,
