,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_gift,shop_rel_clothes,shop_rel_convenience,shop_rel_confectionery,shop_rel_optician,shop_rel_deli,shop_rel_fashion_accessories,shop_rel_books,amenity_rel_restaurant,amenity_rel_fast_food,amenity_rel_car_rental,amenity_rel_cafe,amenity_rel_post_box,amenity_rel_bar,amenity_rel_atm,amenity_rel_pharmacy,amenity_rel_pub,amenity_rel_college,shop_rel_doors,amenity_rel_hospital,shop_rel_supermarket,shop_rel_hairdresser,shop_rel_bicycle,shop_rel_chemist,shop_rel_motorcycle,shop_rel_car_repair,shop_rel_florist,shop_rel_herbalist,shop_rel_car,shop_rel_variety_store,amenity_rel_community_centre,amenity_rel_school,amenity_rel_bank,amenity_rel_clinic,amenity_rel_veterinary,amenity_rel_dentist,amenity_rel_library,amenity_rel_charging_station,shop_rel_car_parts,amenity_rel_post_office,shop_rel_bakery,shop_rel_kiosk,shop_rel_hardware,shop_rel_seafood,shop_rel_sports,shop_rel_mall,amenity_rel_cinema,shop_rel_greengrocer,shop_rel_mobile_phone,shop_rel_paint,amenity_rel_language_school,shop_rel_butcher,shop_rel_wholesale,shop_rel_doityourself,amenity_rel_theatre,shop_rel_computer,shop_rel_laundry,shop_rel_ticket,amenity_rel_university,amenity_rel_events_venue,amenity_rel_doctors,amenity_rel_conference_centre,shop_rel_e-cigarette,shop_rel_pawnbroker,amenity_rel_taxi,shop_rel_lottery,shop_rel_stationery,shop_rel_shoes,shop_rel_tattoo,shop_rel_dry_cleaning,shop_rel_pet,shop_rel_furniture,shop_rel_electronics,shop_rel_vacant,shop_rel_beauty,shop_rel_sewing,shop_rel_hairdresser_supply,shop_rel_perfumery,shop_rel_toys,shop_rel_grocery,shop_rel_tobacco,shop_rel_bed,shop_rel_photo,shop_rel_musical_instrument,shop_rel_travel_agency,shop_rel_interior_decoration,shop_rel_coffee,shop_rel_fuel,shop_rel_games,shop_rel_kitchen,shop_rel_baby_goods,shop_rel_tyres,shop_rel_pet_grooming,amenity_rel_marketplace,shop_rel_pastry,shop_rel_locksmith,shop_rel_department_store,shop_rel_radiotechnics,shop_rel_motorcycle_repair,shop_rel_jewelry,shop_rel_electrical,shop_rel_party,shop_rel_funeral_directors,shop_rel_tattoo;hairdresser,amenity_rel_biergarten,amenity_rel_post_depot,shop_rel_copyshop,shop_rel_watches,shop_rel_cosmetics,shop_rel_video_games,shop_rel_mobile_phone_accessories,shop_rel_yes,shop_rel_carpet,shop_rel_general,amenity_rel_arts_centre,shop_rel_estate_agent,shop_rel_telecommunication,shop_rel_fabric,shop_rel_tailor,shop_rel_storage_rental,shop_rel_antiques,shop_rel_massage,shop_rel_craft,shop_rel_newsagent,shop_rel_second_hand,shop_rel_lighting,shop_rel_hearing_aids,shop_rel_printer_ink,shop_rel_appliance,shop_rel_glaziery,shop_rel_repair,shop_rel_wine,shop_rel_boutique,shop_rel_windows,shop_rel_farm,shop_rel_medical_supply,shop_rel_fireplace,shop_rel_hifi,shop_rel_bookmaker,shop_rel_houseware,shop_rel_bag,shop_rel_video,amenity_rel_money_transfer,shop_rel_frame,shop_rel_anime,shop_rel_design,shop_rel_flooring,shop_rel_window_blind,shop_rel_psychic,shop_rel_art,shop_rel_hvac,shop_rel_household_linen,shop_rel_spices,shop_rel_health_food,shop_rel_trade,shop_rel_frozen_food,amenity_rel_laundry,shop_rel_ice_cream,shop_rel_alcohol,shop_rel_scooter,shop_rel_charity,amenity_rel_training,"shop_rel_bulk,_ecologic_food",shop_rel_tea,shop_rel_furniture;interior_decoration,shop_rel_music,shop_rel_greengrocer;seafood,shop_rel_leather,shop_rel_garden_centre,shop_rel_religion,amenity_rel_bureau_de_change,shop_rel_chocolate,shop_rel_vacuum_cleaner,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_El Jamón,has_Mercadona,has_Carrefour Express,has_Telepizza,has_Supersol,has_McDonald's,has_Lidl,has_ALDI,has_100 Montaditos,has_Starbucks,has_Movistar,has_Vodafone,has_Dia Market,has_Orange,has_Pull & Bear,has_Petit Palace Hotels,has_Carrefour,has_El Corte Inglés,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer
160,Seville_hdbscan_5_5,160,16,-5.990672482569017,37.40591814278501,-5.990923945993323,37.406082566116005,6.575177846622032e-06,2433394.2553690663,0.000951518017086,0.0016194161764508,0.0008325295698357,0.0005950857881221,Yes,,,,,,,,,,0.062,,,,0.062,,0.062,,,,,0.062,,,,,,,,,0.062,0.062,0.062,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9906879 37.4042988, -5.991653910577516 37.40584728858266, -5.991632554683775 37.406318174254764, -5.9915315 37.4068851, -5.9897152 37.4065108, -5.9891116 37.4059997, -5.9906879 37.4042988))",176.0,44.24,20.65,13985.0,90.16,1361.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
161,Seville_hdbscan_5_5,161,6,-5.9836221499999995,37.40227216666667,-5.98366665,37.4021231,5.657934799989234e-07,10604576.07254756,0.0003877108569276,0.0007649074782412,0.0001695526638932,0.0004000186023441,Yes,,,,,,,,,,,,,,0.167,,,,,,,0.167,0.333,,,,,,,,,,,,,,0.167,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9833758 37.4018393, -5.9837432 37.4019885, -5.9838482 37.402522, -5.9836115 37.403037, -5.9833758 37.4018393))",14.0,44.24,20.65,13985.0,90.16,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,Seville_hdbscan_5_5,162,8,-5.967731375,37.374552412499995,-5.96763715,37.37455115,2.1722954400052083e-06,3682740.3182233903,0.0005550018237805,0.0011373056276983,0.00035905370333,0.0005670841944497,Yes,,,,,,,,,,,,0.125,,0.125,,0.125,,,,,0.125,,0.125,,,0.125,,,,,,,0.125,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9674619 37.3734596, -5.9680755 37.3741184, -5.9684555 37.3754294, -5.9675074 37.3751817, -5.9673527 37.3745571, -5.9674619 37.3734596))",57.0,44.24,20.65,13985.0,90.16,1106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
163,Seville_hdbscan_5_5,163,5,-5.98333098,37.39772204,-5.9833973,37.3976694,6.949465599959676e-07,7194797.827373967,0.0003959686744916,0.0006800517642061,0.0003731124195199,0.0002249644202964,Yes,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9836839 37.3974083, -5.9836608 37.3976694, -5.9833973 37.3980859, -5.9826583 37.3978219, -5.9836839 37.3974083))",15.0,44.24,20.65,13985.0,90.16,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
164,Seville_hdbscan_5_5,164,36,-5.984622362108441,37.399272013733835,-5.98468925,37.39920345,5.500145564757527e-06,6545281.315947691,0.0007860141422197,0.0014634108475912,0.0006044435054518,0.0006318751191438,Yes,,,0.028,,,,,,0.083,,,,0.028,0.083,0.028,0.056,0.028,,,,0.028,0.028,,,,,,,,0.028,0.056,0.028,,,0.028,,0.028,,,,0.056,0.028,,0.028,,,,0.028,,,,0.028,,,,0.028,0.028,,,,0.028,,,,,,0.028,,,,0.028,,,,0.028,,,,0.028,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9854906 37.3981527, -5.9856384 37.398644, -5.9855208 37.3994947, -5.9846319 37.4005654, -5.9844703 37.4005191, -5.9834767 37.3997976, -5.98335873590386 37.398533894418314, -5.9851372 37.3981643, -5.9854906 37.3981527))",184.0,44.24,20.65,13985.0,90.16,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
165,Seville_hdbscan_5_5,165,14,-6.008972560714286,37.378161746428574,-6.008977,37.37816085,4.764146399997143e-07,29386166.63838961,0.0002565166486113,0.0005017770472286,0.00015454741087,0.0002487249402054,Yes,0.071,0.071,,,,,,,,,,0.071,,0.071,,0.071,0.071,,,,,0.071,,,,,,,,,,,,0.071,,,,,,,,0.071,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-6.0089788 37.3776943, -6.0091679 37.3779321, -6.0092328 37.3780149, -6.0089752 37.3784304, -6.0086946 37.3785795, -6.0087535 37.3782608, -6.0089788 37.3776943))",10.0,44.24,20.65,13985.0,90.16,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
166,Seville_hdbscan_5_5,166,7,-5.970272057142857,37.37612367142857,-5.9703188,37.3760284,4.262361000008597e-07,16422822.937770596,0.0002810332094461,0.0005531448400575,0.0002493771604683,0.0001843148991289,Yes,,,,,,,,,0.143,0.143,,0.143,,,,0.143,,,,,0.143,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9700539 37.3758915, -5.9704437 37.3759881, -5.9704945 37.3760015, -5.9705876 37.3760284, -5.9703188 37.3762312, -5.9698266 37.3764516, -5.9700539 37.3758915))",9.0,44.24,20.65,13985.0,90.16,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Seville_hdbscan_5_5,167,8,-5.969314575,37.377598275,-5.96925795,37.37754245,7.399049999990844e-07,10812198.863380974,0.0003564086168371,0.0006435328905741,0.0003144779791576,0.0002529857592333,Yes,,,,,,,,,,,,,,0.75,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9697668 37.3772356, -5.9696832 37.3776021, -5.9690293 37.3779502, -5.9688448 37.3780381, -5.9690863 37.3774863, -5.9697668 37.3772356))",14.0,44.24,20.65,13985.0,90.16,855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Seville_hdbscan_5_5,168,12,-5.976831773478942,37.377410020822346,-5.9769634499999995,37.37744555,1.0206810981388711e-06,11756855.32129577,0.0003894171523326,0.000763167388326,0.0004015693868008,0.0002020331014255,Yes,,,,,,,,0.083,0.167,,,0.167,,0.417,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9769752 37.3769071, -5.977499981747302 37.37721444986817, -5.9771253 37.377626, -5.977016 37.3776072, -5.9760802 37.3772775, -5.9769752 37.3769071))",25.0,44.24,20.65,13985.0,90.16,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
169,Seville_hdbscan_5_5,169,21,-5.97394220952381,37.37711713809525,-5.9738338,37.3771625,4.91039561999305e-06,4276641.155856546,0.0007094913629649,0.001430162298519,0.0005840073506589,0.0005399611895013,Yes,,,,,,,,,0.143,0.19,,,0.048,0.095,,0.048,,,,,0.095,,,,,,0.048,,,,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9732095 37.3759938, -5.9740707 37.3763007, -5.9748495 37.3769814, -5.9752495 37.3776971, -5.974482 37.3781544, -5.9737628 37.3775922, -5.9729768 37.3767678, -5.9732095 37.3759938))",118.0,44.24,20.65,13985.0,90.16,1230.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,Seville_hdbscan_5_5,170,31,-5.978714580645159,37.38482307741935,-5.9786739,37.3847842,1.4532370400009466e-05,2133168.860049136,0.0011758154447346,0.0025583123748579,0.0011573414224041,0.0007071849234406,Yes,,,,,,,,,0.226,0.032,,0.065,,0.065,0.065,0.065,0.032,0.032,,,0.065,,,,,0.032,,,,0.032,,,0.065,,,,,,,,0.032,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.977607 37.383511, -5.9805404 37.384449, -5.9812677 37.384986, -5.977008 37.386665, -5.9766601 37.3859989, -5.9772443 37.3838759, -5.977607 37.383511))",364.0,44.24,20.65,13985.0,90.16,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
171,Seville_hdbscan_5_5,171,10,-5.966136530000001,37.3817998,-5.966151999999999,37.38194215,2.0036043999969728e-06,4991005.2104173405,0.0005799581867012,0.0010548863440627,0.0004083688383067,0.0004777642514884,Yes,,,,,,,,,0.1,,,0.2,0.1,,,,,,,,0.3,,,,,,,,,,,,0.2,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9660787 37.3807465, -5.9667586 37.3816448, -5.966426 37.3819518, -5.9658968 37.382295, -5.9654876 37.3823229, -5.9654973 37.3821322, -5.9660787 37.3807465))",47.0,44.24,20.65,13985.0,90.16,1029.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0
172,Seville_hdbscan_5_5,172,8,-5.967518925,37.381953425000006,-5.967544650000001,37.3819634,2.523873599974147e-07,31697308.45507456,0.0001549258810678,0.000370543561873,0.000146068577644,0.0001348584327161,No,,,,,,,,,,,,,,,0.375,0.125,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9677133 37.3816641, -5.9676572 37.3819859, -5.9672396 37.3821969, -5.9673995 37.3819343, -5.9677133 37.3816641))",4.0,44.24,20.65,13985.0,90.16,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
173,Seville_hdbscan_5_5,173,10,-5.968530915329138,37.38729385997415,-5.968481049999999,37.38736925,3.3978150097142034e-06,2943067.816055448,0.0007037028265238,0.0016266633803102,0.0006178111790469,0.0005220762267667,No,,,,,,,,,0.2,,,0.1,,0.1,,0.1,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.969696123351394 37.38615881635485, -5.96925 37.3872782, -5.968611129939979 37.38772998338661, -5.9679701 37.3878413, -5.9676766 37.3876873, -5.9678995 37.3873872, -5.9691009 37.3864933, -5.969696123351394 37.38615881635485))",60.0,44.24,20.65,13985.0,90.16,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
174,Seville_hdbscan_5_5,174,6,-5.971476569548216,37.3811053294724,-5.971425,37.38111055,3.131020475352138e-07,19163081.325187422,0.0002523310480044,0.0004400214400533,0.0001320576567731,0.0002512876336554,Yes,,,,,,,,,0.167,,,,,,,0.167,,,,,0.333,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9714167 37.3806694, -5.9717684 37.3810555, -5.9714147 37.3814764, -5.971380417289297 37.38098497683438, -5.9714167 37.3806694))",7.0,44.24,20.65,13985.0,90.16,795.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,Seville_hdbscan_5_5,175,14,-5.973839157754595,37.38035518034983,-5.97374325,37.38021955,1.95380928266323e-06,7165489.5512199905,0.0005990188600839,0.0010276337282575,0.000521461390156,0.0003556020660997,Yes,,,0.071,,,,,,,0.071,,0.071,,0.071,,0.071,,,,,0.071,,,0.071,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9737837 37.3798898, -5.9745821 37.3801239, -5.9742615 37.3807686, -5.973135408564337 37.38110402489756, -5.972973 37.3802664, -5.9734507 37.379956, -5.9737837 37.3798898))",60.0,44.24,20.65,13985.0,90.16,1025.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
176,Seville_hdbscan_5_5,176,17,-5.986528894117647,37.38262445294117,-5.9866722,37.3826165,3.2740985999996863e-06,5192268.797281068,0.0008593896327332,0.0013477211205227,0.0003877695608454,0.0008375516286937,Yes,,,,,,,,,0.235,,,0.059,0.059,0.059,,0.176,,,,,,,,,,,,,,,,,0.059,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9864001 37.3812829, -5.9866722 37.3816633, -5.9870818 37.3832249, -5.9870423 37.3833624, -5.9867687 37.3838995, -5.9867359 37.3839265, -5.9858433 37.3828727, -5.9858453 37.3826323, -5.9860347 37.3819271, -5.9861756 37.3816576, -5.9864001 37.3812829))",88.0,44.24,20.65,13985.0,90.16,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0
177,Seville_hdbscan_5_5,177,19,-6.004138821052631,37.381816736842104,-6.004098,37.3819039,1.4765009999983868e-06,12868260.84101586,0.0003576988790871,0.0009461223575656,0.0002861432482239,0.0003297875747084,Yes,0.053,,,,,,,0.053,,,,0.053,,0.158,,0.053,,,,,0.105,0.053,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,0.053,,,,,,,,,,,,,,0.053,,,,0.053,,0.053,,,0.053,,,,0.053,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-6.0046666 37.3810315, -6.0047505 37.381499, -6.0037459 37.3823575, -6.003637 37.3822882, -6.0046666 37.3810315))",18.0,44.24,20.65,13985.0,90.16,952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
178,Seville_hdbscan_5_5,178,10,-5.974728799999999,37.38749489999999,-5.9746866,37.38755385,8.897553400019933e-07,11239044.656902649,0.0003614110273641,0.0006858550429905,0.0003460482972072,0.0002228563618121,Yes,,,,,,,,,,0.1,,0.1,,,,0.1,,,,,0.1,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9752053 37.3870016, -5.975161 37.3873255, -5.975113 37.3875116, -5.9745354 37.3878694, -5.97418 37.3876113, -5.9752053 37.3870016))",18.0,44.24,20.65,13985.0,90.16,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
179,Seville_hdbscan_5_5,179,12,-5.974254891666667,37.389507775000006,-5.97423855,37.389513449999995,1.2306243600034008e-06,9751147.783200746,0.0004283069807475,0.0009905433865859,0.0001973113548782,0.0004447795617401,Yes,,,,,,,,,0.167,0.083,0.25,,,,0.167,0.083,,,,,0.083,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9740179 37.388546, -5.9746824 37.3891832, -5.9742562 37.3900526, -5.9741219 37.3902014, -5.973939 37.3895142, -5.9740179 37.388546))",31.0,44.24,20.65,13985.0,90.16,991.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
180,Seville_hdbscan_5_5,180,12,-5.975247391666667,37.39144448333333,-5.9751657,37.39149015,2.184797579995709e-06,5492499.675884651,0.0005537969421415,0.0010144793189969,0.0004473054390054,0.000449766418698,Yes,0.083,,,,,,,,0.083,,0.25,0.083,0.083,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9747493 37.3905607, -5.9758764 37.3916181, -5.9759444 37.3919684, -5.9757045 37.3922106, -5.9749647 37.3917319, -5.9746202 37.3909454, -5.9747493 37.3905607))",46.0,44.24,20.65,13985.0,90.16,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
181,Seville_hdbscan_5_5,181,69,-5.973103118032459,37.3843675335501,-5.9730186,37.3839863,2.0356467999995e-05,3389586.051962302,0.0014458565610967,0.0031411812387315,0.0007883330789016,0.0013835637538484,Yes,,0.058,0.014,,,,,0.043,0.174,0.072,,0.072,0.014,0.043,0.014,0.043,,,,,0.029,0.029,,,,,,,,,,0.014,0.087,,,0.014,,,,,,0.029,,,,,0.014,,0.029,,,,,,,,,,,,,,,,0.029,0.029,,0.029,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.97286 37.3816265, -5.9749003 37.3827674, -5.9750123 37.3829802, -5.9750838 37.3835019, -5.9742848 37.385203, -5.9739437 37.3858673, -5.9727302 37.3874865, -5.9722199 37.3867626, -5.97161 37.385741, -5.9721722 37.3828648, -5.97286 37.3816265))",564.0,44.24,20.65,13985.0,90.16,2035.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0
