,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_gift,shop_rel_clothes,shop_rel_convenience,shop_rel_confectionery,shop_rel_optician,shop_rel_deli,shop_rel_fashion_accessories,shop_rel_books,amenity_rel_restaurant,amenity_rel_fast_food,amenity_rel_car_rental,amenity_rel_cafe,amenity_rel_post_box,amenity_rel_bar,amenity_rel_atm,amenity_rel_pharmacy,amenity_rel_pub,amenity_rel_college,shop_rel_doors,amenity_rel_hospital,shop_rel_supermarket,shop_rel_hairdresser,shop_rel_bicycle,shop_rel_chemist,shop_rel_motorcycle,shop_rel_car_repair,shop_rel_florist,shop_rel_herbalist,shop_rel_car,shop_rel_variety_store,amenity_rel_community_centre,amenity_rel_school,amenity_rel_bank,amenity_rel_clinic,amenity_rel_veterinary,amenity_rel_dentist,amenity_rel_library,amenity_rel_charging_station,shop_rel_car_parts,amenity_rel_post_office,shop_rel_bakery,shop_rel_kiosk,shop_rel_hardware,shop_rel_seafood,shop_rel_sports,shop_rel_mall,amenity_rel_cinema,shop_rel_greengrocer,shop_rel_mobile_phone,shop_rel_paint,amenity_rel_language_school,shop_rel_butcher,shop_rel_wholesale,shop_rel_doityourself,amenity_rel_theatre,shop_rel_computer,shop_rel_laundry,shop_rel_ticket,amenity_rel_university,amenity_rel_events_venue,amenity_rel_doctors,amenity_rel_conference_centre,shop_rel_e-cigarette,shop_rel_pawnbroker,amenity_rel_taxi,shop_rel_lottery,shop_rel_stationery,shop_rel_shoes,shop_rel_tattoo,shop_rel_dry_cleaning,shop_rel_pet,shop_rel_furniture,shop_rel_electronics,shop_rel_vacant,shop_rel_beauty,shop_rel_sewing,shop_rel_hairdresser_supply,shop_rel_perfumery,shop_rel_toys,shop_rel_grocery,shop_rel_tobacco,shop_rel_bed,shop_rel_photo,shop_rel_musical_instrument,shop_rel_travel_agency,shop_rel_interior_decoration,shop_rel_coffee,shop_rel_fuel,shop_rel_games,shop_rel_kitchen,shop_rel_baby_goods,shop_rel_tyres,shop_rel_pet_grooming,amenity_rel_marketplace,shop_rel_pastry,shop_rel_locksmith,shop_rel_department_store,shop_rel_radiotechnics,shop_rel_motorcycle_repair,shop_rel_jewelry,shop_rel_electrical,shop_rel_party,shop_rel_funeral_directors,shop_rel_tattoo;hairdresser,amenity_rel_biergarten,amenity_rel_post_depot,shop_rel_copyshop,shop_rel_watches,shop_rel_cosmetics,shop_rel_video_games,shop_rel_mobile_phone_accessories,shop_rel_yes,shop_rel_carpet,shop_rel_general,amenity_rel_arts_centre,shop_rel_estate_agent,shop_rel_telecommunication,shop_rel_fabric,shop_rel_tailor,shop_rel_storage_rental,shop_rel_antiques,shop_rel_massage,shop_rel_craft,shop_rel_newsagent,shop_rel_second_hand,shop_rel_lighting,shop_rel_hearing_aids,shop_rel_printer_ink,shop_rel_appliance,shop_rel_glaziery,shop_rel_repair,shop_rel_wine,shop_rel_boutique,shop_rel_windows,shop_rel_farm,shop_rel_medical_supply,shop_rel_fireplace,shop_rel_hifi,shop_rel_bookmaker,shop_rel_houseware,shop_rel_bag,shop_rel_video,amenity_rel_money_transfer,shop_rel_frame,shop_rel_anime,shop_rel_design,shop_rel_flooring,shop_rel_window_blind,shop_rel_psychic,shop_rel_art,shop_rel_hvac,shop_rel_household_linen,shop_rel_spices,shop_rel_health_food,shop_rel_trade,shop_rel_frozen_food,amenity_rel_laundry,shop_rel_ice_cream,shop_rel_alcohol,shop_rel_scooter,shop_rel_charity,amenity_rel_training,"shop_rel_bulk,_ecologic_food",shop_rel_tea,shop_rel_furniture;interior_decoration,shop_rel_music,shop_rel_greengrocer;seafood,shop_rel_leather,shop_rel_garden_centre,shop_rel_religion,amenity_rel_bureau_de_change,shop_rel_chocolate,shop_rel_vacuum_cleaner,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_El Jamón,has_Mercadona,has_Carrefour Express,has_Telepizza,has_Supersol,has_McDonald's,has_Lidl,has_ALDI,has_100 Montaditos,has_Starbucks,has_Movistar,has_Vodafone,has_Dia Market,has_Orange,has_Pull & Bear,has_Petit Palace Hotels,has_Carrefour,has_El Corte Inglés,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer
68,Seville_hdbscan_5_5,68,11,-5.9510554,37.37134335454545,-5.9511535,37.3713384,2.015612479988919e-06,5457398.239596371,0.0007331612950705,0.0013885542298872,0.0007450691706754,0.000296788830234,Yes,,,0.182,0.091,,,,,,,,0.091,,0.091,,0.182,,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9507914 37.3709124, -5.9511535 37.3709878, -5.9518917 37.3714733, -5.9519612 37.3715955, -5.9516957 37.3718161, -5.9499274 37.3713384, -5.9497308 37.3709268, -5.9507914 37.3709124))",54.0,44.24,20.65,13985.0,90.16,1061.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
69,Seville_hdbscan_5_5,69,11,-5.95621713240343,37.37895370371751,-5.9555648,37.3790925,1.176567696085609e-05,934922.8299057108,0.0015128602202647,0.0032872240613218,0.0015108102599935,0.0007854285759716,No,,,,,,,,,0.091,,,,,,,0.273,,,,,,,,,,,,,,,,0.273,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9546165 37.3776924, -5.955416143608299 37.37771890356026, -5.959385164719431 37.37807654166058, -5.9585057 37.3790925, -5.9551231 37.3801257, -5.954549888772833 37.379370372492076, -5.9546165 37.3776924))",358.0,44.24,20.65,13985.0,90.16,1727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
70,Seville_hdbscan_5_5,70,18,-5.953902491783786,37.37531553997642,-5.954140450000001,37.3754146,1.7683268940207157e-05,1017911.34098926,0.0013544750690232,0.003061262486931,0.0009843074204993,0.0012016205744975,Yes,,,,,,,,,0.056,0.056,,,,,,0.222,,,,,0.111,,,,,,,,,,,0.111,0.167,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.955509146937045 37.37276588824074, -5.955422727641474 37.37423385274549, -5.9547175 37.375984, -5.953058511986171 37.37703922015803, -5.9518203 37.3775596, -5.9530987 37.3735388, -5.955509146937045 37.37276588824074))",429.0,44.24,20.65,13985.0,90.16,1923.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,Seville_hdbscan_5_5,71,11,-5.963510290909091,37.41843323636364,-5.9634371,37.4184083,1.370163289994425e-06,8028240.19613367,0.0004311068881886,0.0014882343744261,0.0005644781297874,0.0001754849554422,Yes,,0.091,,,,,,,0.182,0.182,,0.091,,,,0.091,0.182,,,,,,,,,,,,,,,,0.091,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9640197 37.4180338, -5.9649979 37.4183901, -5.9628792 37.4186805, -5.9640197 37.4180338))",25.0,44.24,20.65,13985.0,90.16,998.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
72,Seville_hdbscan_5_5,72,7,-5.966135648765826,37.419229363173194,-5.9659725,37.4190444,9.877538509213232e-07,7086785.8358342815,0.0004414255183748,0.0008285736005091,0.0003603812049676,0.0003186490151517,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.96648251967292 37.418877442060435, -5.966771078914456 37.4197611175692, -5.965918742773404 37.419516782582754, -5.9656533 37.4189357, -5.96648251967292 37.418877442060435))",28.0,44.24,20.65,13985.0,90.16,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
73,Seville_hdbscan_5_5,73,19,-5.950264045248678,37.3827331726903,-5.95,37.382669,6.268070982906696e-06,3031235.614882766,0.0009178646830403,0.0016433250182417,0.0007386358702571,0.0006494365264655,Yes,,,,,,,,,,0.105,,0.105,,0.421,,0.053,0.053,,,,0.053,,,,,,0.053,,,,,0.105,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.949861280397647 37.38154735707476, -5.9511373 37.3822427, -5.9517297 37.3826915, -5.9514647 37.3838552, -5.949586066153895 37.38380858423187, -5.94901371317336 37.381902139809085, -5.949861280397647 37.38154735707476))",206.0,44.24,20.65,13985.0,90.16,1383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
74,Seville_hdbscan_5_5,74,7,-5.957435914285716,37.37220206428571,-5.9574735,37.3721311,3.1280277599867417e-06,2237831.8023717506,0.0008163983757296,0.0014086907944356,0.0007882849365708,0.0004718700189618,Yes,,,,,,,,,,,,,,0.286,,0.143,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9568341 37.3715461, -5.9577771 37.3721305, -5.9582799 37.3724677, -5.9586408 37.3729319, -5.9563836 37.37260135, -5.9566624 37.3716058, -5.9568341 37.3715461))",72.0,44.24,20.65,13985.0,90.16,1141.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,Seville_hdbscan_5_5,75,19,-5.960097351770012,37.36982696373516,-5.960224640673141,37.3695169,8.984432514736382e-06,2114769.0707049062,0.0010635644750002,0.0025665780914669,0.0004705238737062,0.0011637406656867,Yes,,,,,,,,,,,,,,,,0.105,0.105,,,,,,,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9603943 37.3678914, -5.9606458 37.3680499, -5.960865270984506 37.36863219821396, -5.9605076 37.3707152, -5.9600555 37.3720897, -5.9597894 37.372375, -5.958861427529529 37.36941214329513, -5.9603943 37.3678914))",231.0,44.24,20.65,13985.0,90.16,1646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,Seville_hdbscan_5_5,76,9,-5.950517022222223,37.38511794444444,-5.9504973,37.3850288,7.460980800007355e-07,12062757.218181193,0.000289369638511,0.0007295449055043,0.0002028501733779,0.0002923187495843,Yes,,,0.111,,,,,,,,,0.111,,0.222,,,0.111,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9508258 37.3846878, -5.9508319 37.3849694, -5.9504414 37.3853798, -5.9501127 37.3857252, -5.9505079 37.3848906, -5.9508258 37.3846878))",9.0,44.24,20.65,13985.0,90.16,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
77,Seville_hdbscan_5_5,77,14,-5.948794992857143,37.38534476428571,-5.94885245,37.3853258,8.079505000003508e-07,17327794.215108376,0.0004276895018527,0.0008279433373726,0.0004775319278245,0.0001559824468474,Yes,,,0.071,,,,,,,,,,,,,0.071,0.143,,,,,,,0.071,,,,,,,,,0.071,,,,,,,,0.071,,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,0.071,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9480153 37.3851091, -5.9489706 37.3852434, -5.9491303 37.3853187, -5.9495878 37.3855834, -5.9493455 37.3856229, -5.9480153 37.3851091))",10.0,44.24,20.65,13985.0,90.16,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
78,Seville_hdbscan_5_5,78,29,-5.963635263404993,37.39521108186151,-5.9637618,37.394477744583895,3.517884015814026e-05,824359.1849428698,0.0022422630710567,0.0040558313476617,0.0017319262219819,0.0016395219387263,Yes,,,,,,,,,0.034,,,,0.069,,,0.103,,0.034,,,0.034,,,,,,,,,,0.034,0.138,0.034,,,,,,,0.034,,0.069,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.963997280348401 37.39318328839299, -5.964443586751594 37.39339457491132, -5.9650252 37.3937347, -5.966370623747157 37.39478884444915, -5.966462768625544 37.395147985321465, -5.966267 37.396608, -5.965864808021145 37.39859913421135, -5.964538504392128 37.39893892405636, -5.9635225 37.3980995, -5.9603507 37.394266, -5.961985 37.3937147, -5.963997280348401 37.39318328839299))",990.0,44.24,20.65,13985.0,90.16,2348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
79,Seville_hdbscan_5_5,79,52,-6.009691508440029,37.39237054933707,-6.0097258,37.39237485,8.318142244095069e-06,6251395.861487469,0.0006537762493721,0.0022691197406885,0.0005657070279868,0.0005846928420686,Yes,0.038,0.192,,,0.019,,0.019,0.019,0.135,0.038,,0.038,,,,0.038,0.019,,,,0.019,,,,,,,,,0.019,,,,,,,,0.019,,,,,,,0.019,0.019,,,0.038,,,,,,,,,,,,,,,,,,,0.058,,,,,,,,,,,0.019,,,,,,,0.019,,,,,,,,,,,,,,,,,,,,,,0.038,0.019,0.019,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-6.0102408 37.3911295, -6.0103364 37.391222, -6.011033255976794 37.39254301152015, -6.0097217 37.3935313, -6.009283149631726 37.39361507233803, -6.0079179 37.3937859, -6.007901896902823 37.39323198327586, -6.008192133729029 37.39181210577575, -6.0096021 37.3913028, -6.0102408 37.3911295))",262.0,44.24,20.65,13985.0,90.16,1482.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
80,Seville_hdbscan_5_5,80,17,-5.988798393006888,37.36985458119415,-5.9890739,37.36994014552798,1.3178951183733442e-05,1289935.7287993308,0.0015305878881491,0.003106552619137,0.0010795934739006,0.0012720285578466,No,,,,,,,,,0.059,,,0.118,,,,0.059,0.059,,,0.059,,,,,,,,,,,,,0.059,,,,,,,0.059,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9871043 37.3672506, -5.989888586285156 37.368022972044294, -5.990049519852015 37.36955840902472, -5.990139771247717 37.37110678620889, -5.990096348407724 37.37149067716422, -5.9889086 37.3715498, -5.987371 37.3712853, -5.987074328564488 37.37088807577783, -5.9871043 37.3672506))",527.0,44.24,20.65,13985.0,90.16,1901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
81,Seville_hdbscan_5_5,81,12,-5.970701716388437,37.40072002091379,-5.9705692500000005,37.40060213224065,1.1848263890256004e-05,1012806.611259628,0.001349341194539,0.0022258413833576,0.0010921701559451,0.00100080747082,Yes,,,,,,,,,0.083,,,,,,,0.333,,,,,0.083,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9722636 37.3991418, -5.972711 37.4016777, -5.9706367 37.4023176, -5.9702797 37.40238, -5.969052095704323 37.40088066807175, -5.9691302 37.4000952, -5.9710998 37.3993031, -5.9722636 37.3991418))",391.0,44.24,20.65,13985.0,90.16,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
82,Seville_hdbscan_5_5,82,5,-6.0077668602217305,37.37517562716071,-6.007722,37.3751506,9.42528094078362e-07,5304881.659669975,0.0004041924230999,0.0008413481825356,0.00034751578353,0.0003490205529801,Yes,,,,,,,,,,,,,,0.4,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-6.008121801108655 37.37480813580352, -6.0081554 37.3749146, -6.0072165 37.375812, -6.0076186 37.3751928, -6.008121801108655 37.37480813580352))",7.0,44.24,20.65,13985.0,90.16,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,Seville_hdbscan_5_5,83,13,-5.973885040158221,37.41847438444803,-5.9739638,37.4185104,1.8791606200008735e-06,6917982.348945752,0.0004552924721644,0.0010011888104596,0.0003967314430265,0.0003809367860432,Yes,,0.077,,,,,,,,,,,0.077,,,,,,,,0.077,,,,,,,,,,,,0.077,,,,,,,,,,,,,0.077,,,0.385,,,,,,,,,,,,,,,,,0.077,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9744523 37.4177034, -5.974322 37.4186604, -5.9731141 37.4190368, -5.973043 37.419016, -5.9744523 37.4177034))",29.0,44.24,20.65,13985.0,90.16,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
84,Seville_hdbscan_5_5,84,24,-5.990363014142425,37.37826125314856,-5.990913985485951,37.3784817,2.500737163206583e-05,959717.0127717812,0.0018616967800434,0.00291763259115,0.0017371854373723,0.0010071664517316,Yes,,,,,,,,,0.042,,,,,0.083,,,0.125,0.042,,,,,,,,,,,,,,,,,,,0.042,,,,,0.083,,,,,,,,,,,,,0.042,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9916014 37.3759928, -5.9930593 37.3774325, -5.9923185 37.3784136, -5.991530109212887 37.37905328475143, -5.98843834503163 37.380454020521285, -5.9877517 37.3794775, -5.9874538 37.3782843, -5.9916014 37.3759928))",616.0,44.24,20.65,13985.0,90.16,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0
85,Seville_hdbscan_5_5,85,17,-5.984987816829647,37.41187785696343,-5.9848675,37.4118319,1.7287081694709044e-05,983393.2817708086,0.0014331853011312,0.0028409794654651,0.0013281728901726,0.0008591074887425,Yes,,,,,,,,,,,,,0.059,,,0.118,,,,,0.059,,0.059,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9843843 37.410794, -5.9864442 37.4109567, -5.9878068 37.4122307, -5.984641428389171 37.41423932881, -5.98314772780524 37.412444248930385, -5.982789258090921 37.41119172408644, -5.9843843 37.410794))",489.0,44.24,20.65,13985.0,90.16,1814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
86,Seville_hdbscan_5_5,86,12,-5.974424096914379,37.412633409109766,-5.974478597508871,37.4125638,4.506759076297773e-06,2662667.2952435254,0.0010459785917925,0.001911224030685,0.0003973653873565,0.0010907941635468,Yes,,,,,,,,,,,,,,0.083,,0.083,,,,,,0.083,,,,,,,,,,0.167,,,,,,,,,0.083,0.083,,,,,,0.083,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9740464 37.4111341, -5.974748165011354 37.41117250663943, -5.974942069231103 37.41153165553342, -5.9748544 37.413234, -5.974383058858281 37.41454419250236, -5.973620474854067 37.41317747218377, -5.9740464 37.4111341))",142.0,44.24,20.65,13985.0,90.16,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
87,Seville_hdbscan_5_5,87,6,-5.985724467511743,37.407994662509246,-5.985598902535229,37.4077494,1.5009383313052822e-06,3997499.34747961,0.0005687175638339,0.0009219256785306,0.0004011925961436,0.0004550031671838,No,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9856329 37.4076475, -5.9861419 37.4076681, -5.9863416 37.4082509, -5.985564905070459 37.40890267505545, -5.9851458 37.4077017, -5.9856329 37.4076475))",43.0,44.24,20.65,13985.0,90.16,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
88,Seville_hdbscan_5_5,88,6,-5.9819368003741635,37.408352462484416,-5.981816618072077,37.4083677433437,8.151885771431557e-07,7360260.151126157,0.0004228008753703,0.0005729673349883,0.0002774183536587,0.0003515900761164,No,,,,,,,,,,,,,0.167,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.981784536144155 37.40781649474713, -5.982420555371448 37.40805439347196, -5.9818487 37.4086842, -5.9816116 37.4088242, -5.981784536144155 37.40781649474713))",18.0,44.24,20.65,13985.0,90.16,881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
89,Seville_hdbscan_5_5,89,39,-5.9791973602987065,37.409382339328154,-5.9791507,37.4094522,8.668002390668342e-06,4499306.557873817,0.0009358748247263,0.0019596343668576,0.0007517533100191,0.0006931097004278,Yes,,,0.128,0.026,,,,0.026,0.051,0.026,,0.026,0.026,0.154,0.051,0.077,,,,,,0.026,,,,,,,,,,,0.026,,,,,,,,0.026,0.103,,0.026,,,,0.026,,,,0.026,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-5.9791288 37.4077748, -5.9805795 37.4089352, -5.980714 37.4101653, -5.978019534392165 37.410948510770126, -5.977982811489611 37.40870981808104, -5.9780778 37.4082963, -5.9790052 37.4078022, -5.9791288 37.4077748))",292.0,44.24,20.65,13985.0,90.16,1546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0
