Segment,Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,source
Local,749,madrid_hdbscan_5_5,749,14,-3.71063675,40.44713271428571,-3.71063675,40.44709685,6.84252889996077e-07,20460271.64032916,0.0002505874972782,0.0005388299173545,0.0001612321695568,0.000243564467432,Yes,,,0.143,,,,0.071,,,,0.071,,0.071,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,0.071,0.071,,,0.071,,,,,,,,,,,,,,,0.071,,,,,,,,0.071,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.710611 40.4465945, -3.710925 40.4469347, -3.71078 40.4473961, -3.7106274 40.4476264, -3.7102619 40.447105, -3.710611 40.4465945))",122.0,44.21,23.16,21507.33,88.1,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Anna
Mixed,789,madrid_hdbscan_5_5,789,7,-3.701544022280731,40.40096797620386,-3.7017703,40.400987,8.252726999971919e-07,8482044.78352891,0.0004086062316755,0.0008201626392353,0.0003967923010267,0.0002310878509814,No,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7020455 40.4006095, -3.7017859 40.4009874, -3.701328755965115 40.40125413342703, -3.7007778 40.4012605, -3.7013182 40.4006909, -3.7020455 40.4006095))",270.0,49.33,31.46,21223.51,88.1,10145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Anna
Local,882,madrid_hdbscan_5_5,882,16,-3.70673158125,40.45852826875,-3.7067225,40.45863365,1.1833315200001497e-06,13521147.480291896,0.0003796688566392,0.0008825689640661,0.0002455082514365,0.0003473763426003,Yes,,,,,,0.062,,,,,,,,,0.062,,,,,,0.062,0.062,,,,,0.062,,,,,,,,,,,,,0.062,,,,,0.062,,,,,,,,,,,,,,0.062,,,,,,,,0.062,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7062158 40.4578121, -3.7065581 40.4581218, -3.7067243 40.4582773, -3.7068611 40.458412, -3.707256 40.4588902, -3.7068075 40.4589497, -3.7065837 40.4587633, -3.7062158 40.4578121))",170.0,42.61,17.57,13348.91,88.1,8854.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Anna
Local,902,madrid_hdbscan_5_5,902,17,-3.6787276,40.42616321764706,-3.6786629,40.426165,9.750528000005418e-07,17434953.266110875,0.0003958756328577,0.0007978802724311,0.0004272155758341,0.0001378758957533,Yes,,,0.353,,,,0.059,,,,,,,,0.176,,,,,,,,,,,0.059,,,,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6784422 40.4259651, -3.6790647 40.4259802, -3.6794658 40.4261925, -3.6783933 40.4265999, -3.6779298 40.4261519, -3.6784422 40.4259651))",187.0,45.41,24.68,25997.07,88.1,7122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Anna
Mixed,908,madrid_hdbscan_5_5,908,34,-3.67530295,40.42893738235294,-3.6752175,40.42879425,2.127219999998941e-06,15983302.150232192,0.0006518664304214,0.0012860987668559,0.0002950443020074,0.0006599254656977,Yes,,,0.324,,,0.059,0.088,0.029,,,,,,,0.118,,0.029,,0.029,,,,,,,,0.029,,,0.029,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,0.029,,,,,,,,0.029,,,,0.029,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6757009 40.4277144, -3.6756022 40.429129, -3.6755077 40.4300644, -3.674944 40.430032, -3.6748121 40.4297201, -3.6747957 40.4285869, -3.6757009 40.4277144))",722.0,45.08,23.25,25445.03,88.1,11643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,Anna
Primary,922,madrid_hdbscan_5_5,922,46,-3.703154819565217,40.453142563043485,-3.70322,40.45329565,1.982773759998998e-06,23199822.85826864,0.0005625329677234,0.001389267728925,0.000240557094027,0.0005846967729032,Yes,,,0.043,,,0.043,0.043,,,,0.022,,,,0.043,0.022,0.043,,0.043,,0.022,0.022,,0.087,,,0.022,,0.043,0.152,,,,,,,,,,,0.022,,,,0.022,,,0.065,,,,,,,,0.022,,,,,,,,,,,0.022,0.022,,,,,,,,,,,,,,,0.043,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,0.022,,,,,,,0.022,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,"POLYGON ((-3.7034612 40.4517875, -3.7034944 40.452445, -3.7034677 40.4529321, -3.7034181 40.4534758, -3.7031137 40.4540019, -3.7027421 40.453856, -3.702599 40.4535229, -3.7034612 40.4517875))",410.0,43.06,17.98,15548.23,88.1,10197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,Anna
Local,954,madrid_hdbscan_5_5,954,16,-3.704406025,40.45577519375,-3.7044032,40.455773050000005,2.368550200017651e-07,67551872.02652815,0.0001872979673152,0.0003195049520972,0.0001332904371101,0.000150496413865,Yes,0.062,0.125,0.062,,,0.062,,,,,0.062,,,,0.062,,,,,,,0.062,,,,0.062,,,,,,,,,,,,,,,,0.062,0.062,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7042654 40.4554883, -3.7044118 40.4556437, -3.7046439 40.455967, -3.7043982 40.4559969, -3.7042957 40.4558857, -3.7042281 40.4558033, -3.7041782 40.4557396, -3.7042654 40.4554883))",43.0,44.2,20.66,13985.93,88.1,6849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,Anna
Primary,966,madrid_hdbscan_5_5,966,79,-3.693347973417722,40.40543989240506,-3.6934967,40.4058558,1.3485206000001083e-05,5858271.649687342,0.001238927007371,0.0030199673875985,0.0005343708098857,0.0012829487417142,Yes,0.013,0.025,0.089,0.013,0.013,0.038,0.101,0.051,,,,,,0.013,0.051,,0.013,,0.025,,0.063,,,0.025,0.013,,0.025,,,,,,,,,,,,,0.013,,,,,0.038,,,0.038,,,0.013,,,,,0.013,,0.025,0.013,,,,0.013,,,,,,,,0.013,0.013,,,,,,0.013,,,,,0.013,,,,,,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6935589 40.4024273, -3.6939367 40.4026336, -3.6947345 40.4054322, -3.6944343 40.4075305, -3.6927973 40.4071121, -3.692092 40.406228, -3.692107 40.4060296, -3.6921484 40.4057019, -3.6930239 40.403152, -3.6932139 40.4028285, -3.6935589 40.4024273))",3870.0,46.12,22.59,19238.94,88.1,12096.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,23.0,Anna
Primary,981,madrid_hdbscan_5_5,981,91,-3.710536674725275,40.438918185714286,-3.7103691,40.4390279,9.130443520008452e-06,9966657.12904117,0.0008928646718343,0.0022593500603085,0.0007684035286018,0.0006221160770407,Yes,0.011,0.088,0.11,,,0.022,0.022,,,,0.044,0.022,,0.022,0.011,,,,0.033,,0.033,0.022,0.011,,0.022,,0.011,0.011,0.044,0.044,,0.033,,,,,,0.022,0.022,0.011,,,,,0.022,,,0.022,,,,,,,,,,,,,0.011,,,,0.022,,,,0.011,,,0.011,0.022,0.011,,,,,,0.011,,,0.011,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.011,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7099067 40.4375947, -3.7101673 40.4376192, -3.7112879 40.4380301, -3.7126681 40.4394086, -3.7126581 40.4396955, -3.7096975 40.4400203, -3.7089039 40.4386756, -3.7099067 40.4375947))",2162.0,45.11,24.5,25262.39,88.1,11327.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,Anna
Mixed,986,madrid_hdbscan_5_5,986,7,-3.708132857142857,40.439218271428565,-3.7081139,40.4392146,2.1465491999990295e-07,32610480.11386445,0.0001684074261729,0.0003901308623933,0.000130454215911,0.0001584049937366,Yes,,,0.143,,,,,,,,0.286,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7084192 40.4389533, -3.7080991 40.4394002, -3.7079466 40.4394075, -3.7081252 40.4390714, -3.7084192 40.4389533))",37.0,44.33,22.04,26253.8,88.1,5353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Anna
Primary,1001,madrid_hdbscan_5_5,1001,67,-3.716968491390905,40.43152617634934,-3.7168437,40.4314702,5.742903519989965e-06,11666572.451859172,0.0008843369263734,0.0016074002891176,0.0005149010623909,0.00081778324555,Yes,0.015,0.045,0.03,,,0.045,0.045,,,,0.045,,,,0.045,,0.075,,0.06,,,,0.015,0.015,,,,,0.015,0.179,,0.06,,,,,,,,,0.015,,0.015,0.015,0.03,,,,,,0.03,,,,,0.015,,0.015,,,0.015,,,,,,0.015,,,0.015,,,,,,0.015,,0.015,,,,,0.03,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.015,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7170732 40.4302069, -3.7172278 40.4304788, -3.7180002 40.4322225, -3.7179416 40.43266, -3.7177135 40.4329505, -3.7165546 40.431808, -3.715907 40.4309865, -3.7161812 40.4302271, -3.7170732 40.4302069))",1089.0,44.66,22.57,22816.57,88.1,9669.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,32.0,Anna
Local,1002,madrid_hdbscan_5_5,1002,9,-3.715753511111112,40.43141751111111,-3.7156809,40.4314276,2.1570796000110549e-07,41723077.812955424,0.0001895156381126,0.0003699077230588,0.0001254348210067,0.0001649466138845,Yes,,,0.333,,,,0.111,,,,,,,0.111,,,,,,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7156809 40.4310548, -3.7158636 40.4313258, -3.7159813 40.4315346, -3.7156142 40.4316424, -3.715622 40.4314276, -3.7156809 40.4310548))",46.0,45.2,22.3,23314.0,88.1,6272.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,Anna
Urban,1009,madrid_hdbscan_5_5,1009,8,-3.715430425,40.4337266875,-3.7154641,40.43372535,1.1702736000182889e-07,68360082.63259956,0.0001431900065706,0.0003163631193465,0.0001017005254411,0.0001291875423333,Yes,,0.125,,,,,,,,,0.125,,0.125,0.125,,,,,0.125,,,,,,0.125,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7154881 40.4335354, -3.7154608 40.4338886, -3.7151623 40.4338946, -3.7154881 40.4335354))",26.0,49.1,30.5,25062.0,88.1,6901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Anna
Mixed,1019,madrid_hdbscan_5_5,1019,77,-3.71608480909868,40.43746897720969,-3.7163343,40.4372964,5.150464219999228e-06,14950108.710785598,0.0009103632001271,0.0016347714033014,0.0005214258954966,0.0008054092757928,Yes,0.026,0.039,0.039,0.013,0.039,0.026,,,,,,0.026,,,0.078,,,,0.052,0.013,0.052,0.026,0.013,0.013,0.013,,0.026,0.013,0.052,0.026,,0.078,0.013,,0.013,,,,,0.013,,,,,,,,0.013,,,,,,,,0.013,,,,,,,,,0.013,,,,0.039,,,,,,,,,,,0.013,,,,,,,,,,,,,0.013,,,0.013,,,,,,,,,,,,,,,0.013,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,0.013,,0.013,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,0.013,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7152905 40.4363665, -3.7164453 40.4364712, -3.7169872 40.4379209, -3.7167138 40.4389779, -3.716071 40.4389652, -3.7152183 40.4373696, -3.7150149 40.4365665, -3.7152905 40.4363665))",1150.0,47.35,28.3,27903.41,88.1,9438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,Anna
Mixed,1060,madrid_hdbscan_5_5,1060,5,-3.70096116,40.4100253,-3.7009094,40.4100719,1.370511100005097e-07,36482739.90616643,0.0002363182748912,0.0003734047905437,9.04400486509861e-05,0.0002389850120827,Yes,,,0.4,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7009094 40.4096555, -3.7010755 40.4098607, -3.7010642 40.4102522, -3.7008582 40.4102862, -3.7009094 40.4096555))",75.0,41.53,12.67,14615.8,88.1,10911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Anna
Urban,1064,madrid_hdbscan_5_5,1064,19,-3.698316157894737,40.43834492631579,-3.6982902,40.4382322,3.846728500003426e-07,49392620.24856467,0.0002629347720412,0.0006978366924345,0.0002566976355985,0.0001444612016468,Yes,0.053,0.105,0.053,,,,,,,,0.105,,,0.053,0.105,,,,0.053,,0.105,,0.053,,,,,,0.105,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6984853 40.4381795, -3.6986673 40.438252, -3.6990064 40.4384476, -3.6986525 40.4385492, -3.6979659 40.4385101, -3.6980297 40.4382189, -3.6984853 40.4381795))",124.0,45.23,21.68,22640.81,88.1,5885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,Anna
