Segment,Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer,source
Local,256,madrid_hdbscan_5_5,256,10,-3.7685454,40.37673199,-3.76854905,40.3767525,2.7241786000007816e-07,36708312.73690033,0.0002533125731251,0.0004082747899427,0.0001333008177019,0.0002464275530454,Yes,,0.1,0.1,,,,0.1,0.1,,,,0.1,,,,,,,,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7683756 40.3763607, -3.7686344 40.3766801, -3.7687474 40.3769227, -3.7686953 40.3770582, -3.7686271 40.3770934, -3.768471 40.3768358, -3.7684433 40.3767642, -3.7683756 40.3763607))",23.0,50.5,32.1,15909.0,88.1,3594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Anna
Local,419,madrid_hdbscan_5_5,419,6,-3.7109542166666665,40.482297716666665,-3.71091515,40.4823029,1.419973800010725e-07,42254300.74804679,0.0001909094836024,0.0003450392739334,0.0002086292917806,7.882517399659398e-05,Yes,,0.167,,,,,0.167,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7108486 40.4821868, -3.7112624 40.4822143, -3.7111558 40.4823119, -3.7108649 40.4823687, -3.7106282 40.4824107, -3.7108486 40.4821868))",21.0,49.8,34.0,23587.0,88.1,4387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Anna
Local,433,madrid_hdbscan_5_5,433,21,-3.7052625904761904,40.47430371428571,-3.7052916,40.4743767,1.271089399995734e-06,16521261.211107953,0.0006620229495099,0.0014906973148771,0.000744592741932,0.000164325183664,Yes,0.095,0.095,0.048,0.143,,0.048,,,,,,,0.048,,,,,,,,0.095,0.143,,,,,,,,,,,,,,,,,,,,,,0.048,0.048,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,0.048,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7061606 40.4740479, -3.70628 40.474052, -3.7067515 40.4743767, -3.7053318 40.4744769, -3.7043149 40.4745281, -3.7041437 40.4744648, -3.7041045 40.4742742, -3.7046543 40.4741694, -3.7054024 40.4740954, -3.7055298 40.4740846, -3.7061606 40.4740479))",311.0,52.58,41.37,23670.01,88.1,5132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Anna
Local,453,madrid_hdbscan_5_5,453,5,-3.71422434,40.4733177,-3.7142547,40.4734006,1.8868823999794457e-07,26498736.752510205,0.0002295960423981,0.000394713300508,0.0002081138592214,0.0001398420823626,Yes,,,,0.2,,0.2,,,,,,,,,,,,,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.714456 40.4731376, -3.7143893 40.4734006, -3.7142547 40.473436, -3.7141585 40.4734559, -3.7138632 40.4731584, -3.714456 40.4731376))",77.0,45.98,21.82,12654.75,88.1,5683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Anna
Primary,458,madrid_hdbscan_5_5,458,72,-3.635777777378754,40.43842259783595,-3.63579545,40.4384244,1.0366983450002504e-05,6945125.392283964,0.001421017783346,0.002953658350888,0.0015158954447199,0.0004672248586095,Yes,0.014,0.069,0.097,,,0.028,0.167,0.014,,,0.069,0.014,,,0.028,,0.028,,0.014,,0.028,0.028,0.028,0.014,,0.014,0.014,,,0.056,,,,,,,,,,0.028,,,0.014,0.014,0.014,,,0.014,,,,,,,,0.042,,0.014,,,0.014,,0.014,,0.042,,,,0.028,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6373156 40.4373015, -3.637943906753645 40.43806081884114, -3.637971064516624 40.43809882534746, -3.6380322 40.4382902, -3.6377962 40.4384925, -3.6334154 40.439322, -3.6329013 40.4390934, -3.6350033 40.4381168, -3.6373156 40.4373015))",420.0,46.39,23.32,19679.79,88.1,4920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,Anna
Local,482,madrid_hdbscan_5_5,482,11,-3.707912218181818,40.47611255454546,-3.707891,40.4761091,7.796936000024369e-08,141081060.5597586,0.0001505987560495,0.0003050028370024,0.0001698586568467,4.151429903997065e-05,Yes,,0.091,,,,,,,,,0.091,,,,,,,,0.273,0.091,,,,,,,,,,,,,,,,,,0.091,,,,0.091,,0.091,,,,0.091,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7082108 40.4760503, -3.7076854 40.4761987, -3.7076915 40.4761546, -3.707891 40.4761091, -3.7080876 40.4760702, -3.7082108 40.4760503))",8.0,47.8,25.9,14132.0,88.1,5809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Anna
Local,514,madrid_hdbscan_5_5,514,8,-3.7480922125,40.38232425,-3.74806125,40.38232825,2.0870157000087145e-07,38332246.374412015,0.0001810222202369,0.0003839855109974,0.0001112260697576,0.0001799284093754,Yes,,,0.375,0.25,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7483638 40.3820528, -3.7479851 40.3826039, -3.7480704 40.382294, -3.7481046 40.382182, -3.7481217 40.3821399, -3.7483638 40.3820528))",9.0,52.1,37.7,18772.0,88.1,3177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Anna
Mixed,532,madrid_hdbscan_5_5,532,9,-3.668242811111112,40.45256235555555,-3.6684568,40.4525815,1.4491304099930844e-06,6210621.168348093,0.0005461647900317,0.0011229531195778,0.0005925197689049,0.0001956894655144,Yes,,0.111,0.111,,,0.111,0.111,,,,0.111,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6676676 40.4521123, -3.6690091 40.4526289, -3.6671722 40.4529012, -3.6676676 40.4521123))",83.0,45.51,24.25,30254.59,88.1,1965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Anna
Local,537,madrid_hdbscan_5_5,537,26,-3.7154431965217936,40.3904959234138,-3.71546575,40.390549500000006,3.43618122091098e-06,7566539.227260848,0.0006704122715571,0.0013653053386694,0.0003870593850209,0.0006650138745653,Yes,0.038,0.038,,0.077,0.038,0.038,,,,,,,,,0.038,,,,,,0.077,,,,,0.038,0.077,,,,,,,,,,,,,0.038,,,,0.038,,,,,,,,,,,,,,,,,,,,,0.038,,,,0.269,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7160058 40.3894004, -3.7157981 40.3902832, -3.7152787 40.3916038, -3.714446309566619 40.39142880875852, -3.7145374 40.3905206, -3.7149867 40.3897603, -3.7160058 40.3894004))",706.0,43.83,18.76,12063.64,88.1,5997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Anna
Mixed,561,madrid_hdbscan_5_5,561,11,-3.7142227363636366,40.397133336363645,-3.7141664,40.3971372,3.324627600012318e-07,33086412.44498856,0.0002621528389118,0.0006466605860506,0.0003036697017625,9.190378637642454e-05,Yes,,0.091,0.091,0.182,,0.091,0.182,,,,,,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7137937 40.3969923, -3.7145415 40.397064, -3.7148634 40.3972212, -3.7144918 40.3973031, -3.7137937 40.3969923))",36.0,48.75,29.08,16804.1,88.1,5048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,Anna
Local,565,madrid_hdbscan_5_5,565,12,-3.70875525,40.39433025833334,-3.7088275,40.39433235,3.756077100013561e-07,31948225.98278581,0.0002417541054944,0.0004156133189624,0.0002112540867454,0.0001648795189344,Yes,,0.25,,,,,0.167,,,,,,,,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7089704 40.3940968, -3.7090288 40.3944412, -3.7089506 40.3946971, -3.7085423 40.3945158, -3.7084031 40.3941419, -3.7089704 40.3940968))",116.0,47.76,27.07,15639.4,88.1,7122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Anna
Mixed,570,madrid_hdbscan_5_5,570,7,-3.6618695618477983,40.42573242092177,-3.661802,40.4256264,2.269269276178591e-06,3084693.41804507,0.0005614998345405,0.0010655536499076,0.0004196479173296,0.0005275273475835,Yes,,,0.286,,0.143,,0.143,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.661367132934588 40.42507874645246, -3.6627736 40.4251684, -3.6620517 40.4266922, -3.6616653 40.426213, -3.661367132934588 40.42507874645246))",709.0,48.57,27.69,20460.08,88.1,4746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Anna
Mixed,579,madrid_hdbscan_5_5,579,16,-3.6901384832127375,40.44766157424336,-3.6902772,40.447640500000006,3.1875519578082235e-06,5019526.022409272,0.0005774044679281,0.0015332150122669,0.0003831040870382,0.0005704692188459,Yes,,,0.062,,,0.062,0.25,,,,0.125,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,0.062,,0.062,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.690313631403797 40.446686687893695, -3.6906094 40.4468042, -3.690386 40.4483453, -3.6890798 40.4487706, -3.690313631403797 40.446686687893695))",171.0,44.53,21.97,34765.0,88.1,2708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,Anna
Mixed,618,madrid_hdbscan_5_5,618,21,-3.680707406432903,40.45858280815632,-3.6804717,40.4584187,3.489129599987221e-06,6018693.02879346,0.0008232316673117,0.0018072064592813,0.0008866272544254,0.0002891276896992,Yes,,0.048,0.286,,,0.048,0.095,0.048,,,0.095,,,,,,,,0.095,,0.048,,0.048,,,,,0.048,,,,,,,,,,0.048,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6793861 40.4580908, -3.6815423 40.4583704, -3.6825043 40.4587756, -3.6817811 40.4590449, -3.6809836 40.4591624, -3.6792483 40.458846, -3.6793861 40.4580908))",499.0,44.88,24.36,29617.1,88.1,5275.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Anna
Mixed,678,madrid_hdbscan_5_5,678,8,-3.686459580909365,40.46794951584868,-3.68637815,40.46791595,6.552178716119555e-07,12209679.171782266,0.0003111963063409,0.0006873728768195,0.0001798360269094,0.0003180015924814,Yes,,,,0.125,,,0.25,,,,,0.25,,,0.125,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6865795 40.4674769, -3.686833347274923 40.467891926789456, -3.6865874 40.4686249, -3.686347 40.4679856, -3.6863228 40.4679041, -3.6862626 40.4676518, -3.6865795 40.4674769))",87.0,45.8,25.3,26096.0,88.1,3928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,Anna
Mixed,708,madrid_hdbscan_5_5,708,7,-3.6702713571428567,40.411381857142864,-3.6701976,40.411114,1.115686279995085e-06,6274165.1712619765,0.0004408980653764,0.0010355152827439,0.0002680938900414,0.0004408755990939,Yes,,,0.143,0.286,,0.143,,,,,,,,,,,0.143,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6701226 40.4110913, -3.6702629 40.4111011, -3.6703385 40.411114, -3.6708798 40.4113053, -3.670018 40.4123859, -3.6700801 40.4115698, -3.6701226 40.4110913))",67.0,46.34,27.83,34765.0,88.1,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,Anna
Mixed,714,madrid_hdbscan_5_5,714,6,-3.666255383333333,40.44787463333333,-3.6662734,40.44779545,7.256535300007732e-07,8268408.754235106,0.0004242070248087,0.0007107741329451,0.0003539341107073,0.0002743488330985,No,,,0.167,0.167,,,0.167,0.167,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.666635 40.4475489, -3.6665993 40.4477316, -3.6665829 40.4477892, -3.6658103 40.4484288, -3.6659639 40.4478017, -3.666635 40.4475489))",76.0,48.41,30.68,28430.21,88.1,5785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,Anna
