Segment,Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer
Local,247,madrid_hdbscan_5_5,247,12,-3.762200278125077,40.39623809509181,-3.7621857,40.3962083,9.160560615192136e-07,13099634.950396871,0.0003320819819403,0.0009728595950359,0.0003896536602014,0.0001826080139442,Yes,0.083,0.083,,,0.083,,,,,,0.083,,,,0.083,,,,0.083,,0.083,,,,,,0.083,,,,,,,,,,,,,0.083,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.761254937500933 40.39600834110165, -3.7625161 40.396026, -3.7626437 40.3961681, -3.7628391 40.3965689, -3.7618321 40.3965866, -3.761254937500933 40.39600834110165))",171.0,48.08,26.99,14395.25,88.1,6670.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Local,263,madrid_hdbscan_5_5,263,11,-3.767735605604064,40.39811130984435,-3.7675502,40.3982952,2.068807679995425e-06,5317072.295489702,0.0005870036385769,0.0012494171978454,0.0003364827800397,0.0005572871547186,Yes,0.091,0.091,,0.091,,,,,,,0.364,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7684256 40.3970697, -3.7677557 40.3989129, -3.7674462 40.3985959, -3.7673032 40.3981337, -3.767915161644684 40.397301208287885, -3.7684256 40.3970697))",291.0,42.1,17.54,10568.73,88.1,5344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Local,284,madrid_hdbscan_5_5,284,7,-3.747211556074203,40.39620800120257,-3.7474666,40.3963134,3.2421357030060714e-06,2159070.637761917,0.0007465308313783,0.0016991097935605,0.0007211770228857,0.0005049354503925,Yes,,,,,0.429,0.143,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7470873 40.3954913, -3.7480525 40.3955594, -3.747488599582586 40.39682899525347, -3.745630316648526 40.396829817871094, -3.7470873 40.3954913))",499.0,43.76,19.74,9888.29,88.1,4501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Mixed,287,madrid_hdbscan_5_5,287,12,-3.644797517437428,40.44818336074571,-3.644859575477869,40.44839520050013,6.818617599270838e-06,1759887.517564153,0.001029732145508,0.0019166444990031,0.0009616047710575,0.0006120607496542,Yes,,,,,0.083,0.083,0.167,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.645424622921542 40.44667790056003, -3.646070208680411 40.447629753255804, -3.646082501740184 40.44810968273266, -3.645709067554712 40.448596373476974, -3.645209805358831 40.448815563240274, -3.643411686701298 40.44879233155661, -3.642892747967384 40.44839638516109, -3.645424622921542 40.44667790056003))",161.0,45.6,22.87,27568.55,88.1,1584.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Urban,314,madrid_hdbscan_5_5,314,5,-3.659519650404011,40.37832821725527,-3.659431890721839,40.3785031682715,1.967943065929517e-06,2540723.909427915,0.0006212188894093,0.0011218565371576,0.0004434611304869,0.0005618268294455,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.659872742874422 40.37765011574989, -3.660075865677249 40.377765549013645, -3.659428303029913 40.378542349983974, -3.658789449716631 40.37917990325733, -3.659872742874422 40.37765011574989))",35.0,43.57,19.27,11631.1,88.1,3755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Primary,342,madrid_hdbscan_5_5,342,15,-3.655292322753275,40.4540526818829,-3.6551756,40.4542693,8.228993919154235e-06,1822823.0750159165,0.0008917102478826,0.0026070126177208,0.0007051307411108,0.000820586823292,Yes,,,,,,0.133,0.067,0.067,,,0.067,,,,,,,,,,0.067,,,0.067,,,,,,,,,,,,,0.133,,,0.067,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.656492 40.4517381, -3.6568812 40.4528886, -3.655533841347335 40.45504384616123, -3.6543919 40.4542693, -3.6546039 40.4535562, -3.656492 40.4517381))",419.0,44.48,23.9,28761.0,88.1,3620.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0
Local,379,madrid_hdbscan_5_5,379,12,-3.7526468637924313,40.362007779194,-3.75266025,40.36188985,2.094508676139336e-06,5729267.267643302,0.0006219163034556,0.0017365163056197,0.0007135131873696,0.000256542747429,Yes,,,,0.083,0.083,,0.083,,,,0.083,0.083,,,,,,,0.083,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.754324312430799 40.36155871912527, -3.753243 40.3623422, -3.7522284 40.3623701, -3.7517429 40.3623374, -3.7518663 40.3618388, -3.754324312430799 40.36155871912527))",86.0,34.88,6.25,15594.17,88.1,2443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0
Local,384,madrid_hdbscan_5_5,384,11,-3.668816805532281,40.37831709913766,-3.668746813491276,40.3781594,9.84054397998488e-06,1117824.3827143488,0.0011352923237186,0.0026890226529289,0.0011445249404878,0.0006980564699389,Yes,,,,,,0.273,0.091,,,,,,,,,,,,,,,,,,,,0.182,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6682776 40.3774498, -3.6682918 40.3774584, -3.6700654 40.3787464, -3.6709809 40.3799132, -3.6669862 40.3780002, -3.6672625 40.3778094, -3.6682776 40.3774498))",582.0,43.25,19.3,9877.19,88.1,7510.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
Tourism,445,madrid_hdbscan_5_5,445,19,-3.7230470489951086,40.40574620591202,-3.7233246,40.405792,7.203297192161075e-06,2637680.980409441,0.0009048739907227,0.0022699517457102,0.0006441197051349,0.0008175491689852,Yes,,0.053,0.105,0.053,,0.105,0.053,,,,0.053,0.053,,,0.053,,,,,,0.053,,,0.053,,0.053,0.053,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.721308559369843 40.40428663928089, -3.723609 40.4046547, -3.7237006 40.4057266, -3.7231978 40.4071936, -3.7225752 40.407298, -3.7218879 40.4064322, -3.721308559369843 40.40428663928089))",880.0,44.89,20.4,18010.3,88.1,5414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
Verkehr,450,madrid_hdbscan_5_5,450,17,-3.7508342961176897,40.40401536196572,-3.7508278626274647,40.40398481354472,2.160739916895711e-06,7867675.265805955,0.000535407759651,0.0008125471813977,0.0004192975819728,0.0003972285559349,No,,,,0.059,,0.059,,,0.059,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.75073025 40.4032984, -3.751632702332473 40.40388689032601, -3.7511919 40.4047029, -3.750589 40.4046066, -3.7502913 40.4043735, -3.750094261665398 40.403679829655175, -3.75073025 40.4032984))",352.0,48.7,29.41,15121.0,88.1,5583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Local,553,madrid_hdbscan_5_5,553,7,-3.663564385714285,40.43771294285715,-3.6635351,40.4377269,6.845119600024028e-07,10226263.97934001,0.0004295756518337,0.0008240875832756,0.0001273391021595,0.0004964765016948,No,,,0.143,,,0.143,0.143,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6636328 40.4368917, -3.6638323 40.4374258, -3.6635522 40.4382482, -3.6633989 40.4384711, -3.6635117 40.4374046, -3.6636328 40.4368917))",145.0,47.79,26.98,26799.1,88.1,6246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
Mixed ,608,madrid_hdbscan_5_5,608,7,-3.681788346439082,40.45184092183117,-3.681791958363607,40.45186,1.3783021463271129e-06,5078712.253807003,0.0005406180533072,0.0007186152466442,0.0003725168902261,0.0004103018835388,Yes,,,0.143,,0.286,,,,,,,,,,,,,,,,,,,,,,0.143,,,,,,,0.143,,,,,,,0.143,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.681344366709969 40.45127586442449, -3.6820516 40.4514981, -3.6824563 40.45186, -3.681791958363607 40.452451288393725, -3.6812837 40.4520475, -3.681344366709969 40.45127586442449))",135.0,43.99,23.07,34523.08,88.1,3349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Local,625,madrid_hdbscan_5_5,625,12,-3.672308013190466,40.45756414936201,-3.672245829142797,40.45748385,1.3572946400036958e-06,8841116.472667515,0.0005387065625729,0.0009214243554687,0.0003238205273192,0.0004718789633295,Yes,,0.083,0.167,0.083,,0.083,,,,,,,,,,,,,,,,0.083,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6719984 40.4566963, -3.6724931 40.4570707, -3.6727013 40.4578912, -3.6726897 40.4581503, -3.6726854 40.4582459, -3.672336158285594 40.4579871923441, -3.6718353 40.4574415, -3.6718254 40.4572476, -3.6719984 40.4566963))",201.0,46.7,26.44,22368.63,88.1,4798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Local,631,madrid_hdbscan_5_5,631,5,-3.69580434,40.469851600000005,-3.6957934,40.4700089,5.62414880000047e-07,8890234.198639236,0.0003904479588554,0.0005183251581819,0.0002387256718494,0.0003363802788517,Yes,,,0.2,,,0.2,,,,,,,,,,,,,,,0.2,,,,,,0.2,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6956247 40.4693654, -3.6961401 40.4702142, -3.695986 40.4701285, -3.6957934 40.4700089, -3.6954775 40.469541, -3.6956247 40.4693654))",41.0,43.7,18.1,14386.0,88.1,4508.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Shopping,635,madrid_hdbscan_5_5,635,45,-3.6879159486454216,40.46309971387003,-3.6878976,40.4632195,5.365816919994902e-06,8386421.055909369,0.0007792664441292,0.0016552355095544,0.0007062531925609,0.0004804270416625,Yes,0.044,0.067,0.289,,,0.044,0.111,,,,0.022,,,,0.044,,,,0.044,,0.044,,0.022,0.022,,,,0.022,,0.044,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,0.022,,,,,,,0.022,,,,,0.022,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6879892 40.4614461, -3.6888359 40.4627643, -3.6889356 40.463196, -3.6889398 40.4632618, -3.6889311 40.4635302, -3.6889038 40.4636225, -3.6868573 40.4636348, -3.6864882 40.4630588, -3.6879892 40.4614461))",680.0,44.83,22.99,34748.63,88.1,4930.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Local,637,madrid_hdbscan_5_5,637,12,-3.6785932333333338,40.40560001666667,-3.67855545,40.4056868,7.780696600003093e-07,15422783.61039708,0.0003044769404054,0.0008816770675191,0.0001874350702391,0.0003205325694148,Yes,,,,,,0.083,,,,,,,,,,,0.083,,,,0.083,,,,,,0.083,,,0.083,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,0.083,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6788841 40.4047677, -3.678967 40.4058841, -3.6785826 40.4059175, -3.6782903 40.4058969, -3.678511 40.4052897, -3.6788841 40.4047677))",274.0,47.68,27.65,22560.68,88.1,11290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
Local,648,madrid_hdbscan_5_5,648,11,-3.6719246636363634,40.40487177272726,-3.6719026,40.4048499,1.1206799000002535e-06,9815470.055274043,0.0003472936821054,0.000743148529915,0.0003216666605289,0.0002697325176442,Yes,0.091,,0.273,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091,0.091,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6722721 40.4044661, -3.6726223 40.4046157, -3.6714278 40.4054043, -3.6715653 40.4052047, -3.6716771 40.4050681, -3.6721265 40.4045874, -3.6722721 40.4044661))",89.0,50.8,33.4,24099.0,88.1,6438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
