Segment,Unnamed: 0,param_config,cluster_label,num_points,avg_lon,avg_lat,median_lon,median_lat,bounding_box_area,density,radius_avg,radius_max,std_lon,std_lat,has_shop,shop_rel_bakery,shop_rel_hairdresser,amenity_rel_restaurant,amenity_rel_pub,amenity_rel_school,amenity_rel_pharmacy,amenity_rel_bank,amenity_rel_atm,amenity_rel_post_office,amenity_rel_community_centre,amenity_rel_bar,amenity_rel_clinic,shop_rel_gift,shop_rel_books,amenity_rel_cafe,shop_rel_electronics,shop_rel_shoes,amenity_rel_bureau_de_change,amenity_rel_fast_food,shop_rel_laundry,shop_rel_convenience,shop_rel_greengrocer,shop_rel_tobacco,amenity_rel_dentist,amenity_rel_language_school,shop_rel_hardware,shop_rel_supermarket,amenity_rel_veterinary,shop_rel_beauty,shop_rel_clothes,shop_rel_telecommunication,shop_rel_vacant,amenity_rel_events_venue,amenity_rel_hospital,amenity_rel_university,amenity_rel_library,amenity_rel_charging_station,amenity_rel_doctors,amenity_rel_theatre,amenity_rel_post_box,shop_rel_newsagent,shop_rel_deli,shop_rel_jewelry,shop_rel_butcher,shop_rel_lottery,shop_rel_computer,shop_rel_bag,shop_rel_optician,shop_rel_fashion_accessories,shop_rel_chocolate,shop_rel_sports,shop_rel_watches,shop_rel_mobile_phone_accessories,amenity_rel_car_rental,amenity_rel_college,shop_rel_kiosk,shop_rel_ticket,amenity_rel_taxi,shop_rel_bicycle,shop_rel_haberdashery,shop_rel_confectionery,shop_rel_mall,shop_rel_travel_agency,shop_rel_outdoor,shop_rel_car,shop_rel_garden_centre,shop_rel_variety_store,shop_rel_furniture,shop_rel_car_repair,shop_rel_seafood,shop_rel_florist,shop_rel_interior_decoration,shop_rel_pastry,shop_rel_herbalist,shop_rel_department_store,shop_rel_cosmetics,shop_rel_appliance,shop_rel_stationery,amenity_rel_cinema,shop_rel_medical_supply,shop_rel_dry_cleaning,shop_rel_printer_ink,shop_rel_mobile_phone,shop_rel_frozen_food,amenity_rel_fountain,shop_rel_doityourself,shop_rel_storage_rental,shop_rel_toys,shop_rel_curtain,shop_rel_bed,shop_rel_tea,shop_rel_pet,shop_rel_perfumery,shop_rel_yes,shop_rel_wholesale,shop_rel_pet_grooming,amenity_rel_biergarten,shop_rel_collector,shop_rel_trade,amenity_rel_parcel_locker,shop_rel_nuts,shop_rel_houseware,shop_rel_fabric,shop_rel_glaziery,shop_rel_kitchen,shop_rel_fishing,shop_rel_coffee,shop_rel_video_games,shop_rel_doors,shop_rel_locksmith,shop_rel_paint,shop_rel_household_linen,shop_rel_copyshop,amenity_rel_workshop,shop_rel_craft,shop_rel_carpet,shop_rel_party,amenity_rel_exhibition_centre,amenity_rel_conference_centre,shop_rel_second_hand,shop_rel_window_blind,shop_rel_motorcycle_repair,shop_rel_motorcycle,shop_rel_cannabis,shop_rel_cheese,shop_rel_hearing_aids,shop_rel_food,shop_rel_baby_goods,shop_rel_hairdresser_supply,shop_rel_sewing,shop_rel_photo,shop_rel_general,shop_rel_shoe_repair,shop_rel_fuel,shop_rel_money_lender,shop_rel_bookmaker,shop_rel_nutrition_supplements,amenity_rel_money_transfer,shop_rel_frame,shop_rel_car_parts,shop_rel_tyres,shop_rel_tattoo,amenity_rel_arts_centre,shop_rel_massage,shop_rel_chemist,shop_rel_alcohol,shop_rel_ice_cream,shop_rel_hairdresser;pet,shop_rel_bathroom_furnishing,shop_rel_health_food,shop_rel_windows,shop_rel_wine,amenity_rel_parking,shop_rel_tailor,shop_rel_estate_agent,shop_rel_beverages,shop_rel_shutters,shop_rel_optician;hearing_aids,shop_rel_doityourself;sewing,shop_rel_art,shop_rel_dairy,shop_rel_games,shop_rel_esoteric,shop_rel_video,shop_rel_religion,shop_rel_farm,amenity_rel_car_sharing,shop_rel_electrical,shop_rel_indian_food,shop_rel_leather,shop_rel_gas,shop_rel_hifi,amenity_rel_sop,shop_rel_grocery,amenity_rel_post_depot,amenity_rel_social_facility,shop_rel_e-cigarette,shop_rel_model,shop_rel_eggs,amenity_rel_marketplace,shop_rel_repair,shop_rel_radiotechnics,amenity_rel_car_wash,shop_rel_nails,shop_rel_charity,shop_rel_spices,amenity_rel_bicycle_repair_station,shop_rel_flooring,shop_rel_musical_instrument,shop_rel_lighting,shop_rel_music,shop_rel_gold_buyer,amenity_rel_ice_cream,shop_rel_outpost,shop_rel_pawnbroker,shop_rel_pottery,shop_rel_clothes;secondhand,shop_rel_wigs,shop_rel_agrarian,shop_rel_tiles,shop_rel_kitchen;bathroom_furnishing,amenity_rel_place_of_worship,amenity_rel_music_venue,amenity_rel_studio,shop_rel_accessories,shop_rel_weapons,shop_rel_hairdesser,shop_rel_boutique,shop_rel_energy,amenity_rel_coworking_space,shop_rel_erotic,shop_rel_antiques,shop_rel_orthopaedics,amenity_rel_gambling,amenity_rel_casino,shop_rel_CCG,shop_rel_wedding,shop_rel_spy,shop_rel_signs,amenity_rel_driving_school,shop_rel_printing,shop_rel_variety,amenity_rel_prep_school,shop_rel_plant_shop,amenity_rel_bicycle_rental,shop_rel_fireplace,shop_rel_rental,shop_rel_camera,shop_rel_hair extensions,amenity_rel_retail,amenity_rel_student_accommodation,geometry,population,av_age,percent_65,pp_income,male_rate,pop_buffer,has_Dia,has_Burger King,has_Mercadona,has_Ahorramás,has_Carrefour,has_Rodilla,has_McDonald's,has_Vips,has_100 Montaditos,has_Supercor,has_Alcampo,has_Telepizza,has_Lidl,has_Starbucks,has_Malvón,has_Domino's,has_Marco Aldany,has_Orange,has_Ginos,has_Granier,has_La Sirena,has_KFC,has_ALDI,has_Vitaldent,has_Foster's Hollywood,has_Mango,has_Vodafone,has_Movistar,has_Opticalia,has_Multiópticas,has_Lizarrán,has_Papa John's,has_Zara,trains_metro,trains_metro_in_buffer,bus,bus_in_buffer
Primary,676,madrid_hdbscan_5_5,676,13,-3.693268593432399,40.44734003512238,-3.6932261,40.4475159,2.600562556403028e-06,4998918.394788,0.0005722991187629,0.0010721391397381,0.0004526777139022,0.000458458353296,Yes,,,0.077,,,0.077,,,,,,,,,,,,,0.308,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6936084 40.4465654, -3.694217424644896 40.447046596207436, -3.6939014 40.4476952, -3.6926214 40.4481948, -3.6926965 40.4467064, -3.6936084 40.4465654))",110.0,45.9,24.5,31297.0,88.1,2334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0
Local,857,madrid_hdbscan_5_5,857,65,-3.6651052910033286,40.42971834685024,-3.6649042,40.4297316,8.62257828000381e-06,7538348.494989979,0.0010515948280208,0.0023047379837815,0.0010561280859835,0.0004709666866332,Yes,0.031,0.062,0.092,,,0.046,0.046,,,0.015,0.2,,0.015,0.031,0.015,,,,,,0.046,0.031,,,,,0.015,,0.015,0.031,,0.046,,,,,,,,0.015,,,,0.015,,,,0.031,,,,,,,,,,,,,,,0.015,,0.015,,,0.062,,,,,,,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6670101 40.4287512, -3.6673038 40.4290267, -3.6643159 40.4308891, -3.6633358 40.430534, -3.6632706 40.4299305, -3.6644128 40.429059, -3.6670101 40.4287512))",1250.0,46.65,25.25,23027.22,88.1,8089.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,10.0
Urban,860,madrid_hdbscan_5_5,860,19,-3.68319282631579,40.42326558947368,-3.6830249,40.4235537,3.2033155499929817e-06,5931354.468042222,0.0007177260948314,0.0015330220222757,0.0004702760161998,0.0006339302243637,Yes,,,0.316,,0.053,0.105,0.053,,0.053,,0.053,,,,0.053,,,,,,,,,,0.053,,,,,0.158,,,,,0.053,,,,,,,,,,,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6828588 40.4217694, -3.6840609 40.4235537, -3.6840255 40.4239609, -3.6827396 40.4238151, -3.6825992 40.4223463, -3.6828588 40.4217694))",404.0,46.6,24.09,34765.0,88.1,4596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0
Mixed,864,madrid_hdbscan_5_5,864,8,-3.683679981854708,40.42164835419872,-3.683655677418832,40.42155735,9.148985999971716e-07,8744138.421487072,0.0004086555484154,0.0007297752869149,0.0003520418912274,0.0002653924030798,Yes,,,0.125,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6838464 40.4213381, -3.6842206 40.4215234, -3.6841335 40.4222201, -3.6831833 40.4216511, -3.6832778 40.4215913, -3.6834669 40.421502, -3.6838464 40.4213381))",78.0,46.6,24.9,34765.0,88.1,3048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Primary,870,madrid_hdbscan_5_5,870,11,-3.683379072727273,40.430281109090906,-3.6833203,40.4301993,7.340476499929488e-07,14985403.195699442,0.0004432544812742,0.0012792535898673,0.0005437023485342,0.0001489692796542,Yes,,,0.273,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,0.091,,,,,,,,,,,0.091,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6832482 40.4301157, -3.6846532 40.4301667, -3.6834992 40.4304667, -3.6830263 40.430479, -3.6826327 40.4304489, -3.6830953 40.4301164, -3.6832482 40.4301157))",63.0,46.66,27.87,34765.0,88.1,3845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Verkehr,898,madrid_hdbscan_5_5,898,5,-3.70442408,40.44668694,-3.704427,40.4466971,2.155367400007765e-07,23197901.2022822,0.0001784520248526,0.0003564439507133,0.0001613517573501,0.0001409123784489,Yes,,,0.2,0.2,,0.2,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7041594 40.4464482, -3.7046455 40.4467011, -3.7043726 40.4468916, -3.7041594 40.4464482))",12.0,45.3,23.3,23443.9,88.1,5532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0
Local,935,madrid_hdbscan_5_5,935,22,-3.703324204545454,40.45002385454546,-3.7033354,40.45005935,5.462082600004257e-07,40277677.236120254,0.0003463272027267,0.0006061518758768,9.347728201047855e-05,0.0003794176084083,Yes,,,,,,0.045,0.136,0.091,,,,,0.045,,0.091,,0.136,,0.045,,,,,,,,,,0.045,,,,,,,,,,,0.045,,,0.045,,,,,0.045,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7033912 40.4494244, -3.7036202 40.450164, -3.7032242 40.4506217, -3.703164 40.4505763, -3.7032367 40.4498929, -3.7033912 40.4494244))",145.0,43.67,20.66,14962.66,88.1,8668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
Local,991,madrid_hdbscan_5_5,991,22,-3.7127338613326657,40.40793108633189,-3.712740974659323,40.40805205,2.153029979995228e-06,10218157.761114296,0.0005456409184065,0.00105255992782,0.0002543799410099,0.0005777387566889,Yes,,0.136,,,,,,,,,0.227,,,,,,,,0.045,,0.045,,,0.045,,,,0.045,,0.045,,0.045,,,,0.045,,,,,,,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,0.045,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7126886 40.4068795, -3.7132075 40.4070259, -3.7133061 40.4083438, -3.7127568 40.4088868, -3.7122335 40.4085474, -3.7124473 40.4075052, -3.7126886 40.4068795))",441.0,46.63,20.48,21439.34,88.1,7281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0
Urban,1068,madrid_hdbscan_5_5,1068,12,-3.699762275,40.43790359166666,-3.69978805,40.43788215,3.805489800004944e-07,31533391.575466607,0.0002380558704651,0.0005202508936718,0.0001989364392839,0.0001805158370637,Yes,,,0.25,,,0.083,,0.083,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,0.083,,,0.083,,0.083,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6995656 40.4376721, -3.6997436 40.4377128, -3.6999939 40.4380286, -3.7001212 40.4382802, -3.6999461 40.4381849, -3.6994954 40.4379178, -3.6994988 40.4377349, -3.6995656 40.4376721))",70.0,41.3,17.0,19232.0,88.1,5861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Tourism,1069,madrid_hdbscan_5_5,1069,17,-3.711631273763139,40.415318555301056,-3.7116415,40.415348,7.775975000003791e-07,21862210.205140464,0.0003270636693467,0.000598300674021,0.0003230992459271,0.0001716704937699,Yes,0.059,,0.235,0.059,,,,,,,0.059,,0.059,0.059,0.059,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,0.059,,,,0.059,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7119694 40.4149401, -3.7121513 40.4151603, -3.7120788 40.4153332, -3.7111725 40.4157026, -3.7111315 40.4154876, -3.711251953973369 40.415173140117915, -3.7119694 40.4149401))",48.0,45.62,19.88,23226.3,88.1,3711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mixed,1070,madrid_hdbscan_5_5,1070,21,-3.714223906009817,40.42753933342383,-3.7142688,40.4275876,7.502999999990829e-07,27988804.478242926,0.000336006017748,0.0005937458883486,0.0002212156656764,0.0002869872582561,Yes,,,0.19,,,0.048,0.048,,,,,,,,0.095,,,,,,0.048,,0.048,0.048,,,,,,,,0.048,,,,,,,,,,0.048,,,,,,,,,,,,,,,,0.048,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7143235 40.426954, -3.7144973 40.4275631, -3.7145836 40.427979, -3.7141001 40.4279177, -3.7138516 40.4276604, -3.7139648 40.4271189, -3.7139915 40.4270815, -3.7143235 40.426954))",124.0,44.83,22.26,23314.48,88.1,4115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
Urban,1100,madrid_hdbscan_5_5,1100,14,-3.69521565,40.42481992142858,-3.69523065,40.4248272,3.5175820000148697e-07,39800067.205088094,0.0001974491476247,0.000413681982876,0.0001278445358908,0.0001813041571451,Yes,,,0.143,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.6952426 40.4244609, -3.6954628 40.4247356, -3.6951729 40.4250697, -3.6949218 40.4251111, -3.6952426 40.4244609))",18.0,46.0,21.0,33717.0,88.1,3207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Local,1119,madrid_hdbscan_5_5,1119,10,-3.70866534,40.40818347,-3.70871225,40.40825315,2.011064699996064e-07,49724904.42510165,0.0001828650382932,0.0004499084601294,0.0001321859841284,0.0001595160308554,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7084603 40.407783, -3.7088414 40.408203, -3.708813 40.4082965, -3.7085619 40.4083107, -3.7085189 40.4081088, -3.7084603 40.407783))",35.0,41.81,12.58,19089.15,88.1,6441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Urban,1121,madrid_hdbscan_5_5,1121,28,-3.7132158094977217,40.42550262212868,-3.71324135,40.4255489,1.3330433200025172e-06,21004568.70369909,0.0004038856760709,0.000968565819481,0.0002568095917641,0.0003630770637154,Yes,0.036,,0.571,,,,0.071,,,,0.036,,,,0.036,,,,0.107,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,0.036,,,,,,,,,,,,,,,,,,,0.036,,,,,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7136082 40.4246171, -3.7136633 40.4258193, -3.7135879 40.4259226, -3.7132339 40.4260815, -3.7131039 40.4259213, -3.7128122 40.4255456, -3.712753 40.4254435, -3.7129223 40.424992, -3.7136082 40.4246171))",174.0,45.33,21.51,28438.26,88.1,4658.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Primary,1128,madrid_hdbscan_5_5,1128,13,-3.7037537307692303,40.43266262307692,-3.7037432,40.4326204,3.669413000014087e-07,35428009.87501296,0.0002535393763378,0.0005180570550205,0.0001105666898274,0.000264866524162,Yes,,,,,,,,,,,,,,,,,0.154,,0.077,,,,,,,,0.077,,,0.231,,0.077,,,,,,,,,,0.077,,,,,0.077,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.703557 40.4322184, -3.7036534 40.4324045, -3.7037432 40.4326204, -3.7039552 40.4331399, -3.7038757 40.4329649, -3.7037904 40.4327682, -3.703557 40.4322184))",4.0,44.93,20.59,25440.84,88.1,6846.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Urban,1165,madrid_hdbscan_5_5,1165,15,-3.710290126666667,40.427559773333336,-3.7103175,40.4275454,3.883110700023998e-07,38628824.050540976,0.0002046915254769,0.0005023339640348,0.0001474221894951,0.0001939374107513,Yes,,,0.4,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,0.133,,0.067,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,,,0.067,,,,,,,,,,,,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.710106 40.4272577, -3.7104672 40.4272883, -3.7105347 40.4276017, -3.7101034 40.4278729, -3.7099738 40.42795, -3.710106 40.4272577))",71.0,43.35,15.34,24603.63,88.1,4679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Local,1167,madrid_hdbscan_5_5,1167,12,-3.706309087931318,40.41019018001288,-3.70630035,40.4101726,3.396879633164394e-07,35326538.752923936,0.0002173909874294,0.000332436344863,0.0001454081976698,0.0001834896322692,Yes,,0.083,0.167,,,,,,,,,,,,0.167,,,,,,0.083,,,,,0.083,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((-3.7062937 40.4098581, -3.7066158 40.4102127, -3.706295 40.4104706, -3.7062521 40.4105047, -3.7061057 40.4103297, -3.706090455175814 40.41008996015463, -3.7062937 40.4098581))",100.0,42.53,13.9,17167.13,88.1,8215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
